org_name,num_clinical,num_papers,num_patent,total_cost1,Totla_pub,per_$
BRITISH COLUMBIA CANCER AGENCY,0,3,0,482760,3,6.21414E-06
HERBERT H LEHMAN COLLEGE,0,3,0,467755,3,6.41348E-06
HOWARD M SHAPIRO MD PC,0,3,0,445706,3,6.73074E-06
NORTH CAROLINA AGRI TECH ST UNIV,0,3,0,420000,3,7.14269E-06
LIBERTY UNIVERSITY INC,0,3,0,418834,3,7.16257E-06
CHILDRENS HOSPITAL BUFFALO,0,3,0,401760,3,7.46696E-06
MICROSURGEON INC,0,3,0,399998,3,7.49985E-06
BIOMED RESEARCH AND TECHNOLOGIES INC,0,3,0,345131,3,8.6921E-06
WILLIAM BEAUMONT HOSPITAL,0,3,0,323757,3,9.26592E-06
RESONANT SENSORS INC,0,3,0,301601,3,9.94659E-06
MAE CONSULTING GROUP LLC,0,3,0,300000,3,9.99967E-06
NAVAL MEDICAL RESEARCH CENTER,0,3,0,292500,3,1.02561E-05
PHTHISIS DIAGNOSTICS LLC,0,3,0,275497,3,1.0889E-05
UNIVERSITY OF MISSOURIROLLA,0,3,0,219810,3,1.36475E-05
UNIVERSITY OF YORK,0,3,0,216000,3,1.38882E-05
CHEMINPHARMA LLC,0,3,0,210622,3,1.42429E-05
PIVOTAL BIOSCIENCES INC,0,3,0,207181,3,1.44794E-05
UNIVERSITY OF COLORADO DENVERHSC DENVER,0,3,0,204793,3,1.46482E-05
TUFTSNEW ENGLAND MEDICAL CENTER,0,3,0,197447,3,1.51932E-05
FRANKLIN AND MARSHALL COLLEGE,0,3,0,189948,3,1.5793E-05
UNIVERSITY OF WISCONSIN STEVENS POINT,0,3,0,183558,3,1.63427E-05
NATIONAL INSTITUTE OF HYGIENE,0,3,0,152280,3,1.96993E-05
ALASKA GREEN GOLD COMPANY,0,3,0,140000,3,2.1427E-05
NAGASAKI UNIVERSITY,0,3,0,135000,3,2.22206E-05
COLLEGE OF CHARLESTON,0,3,0,120887,3,2.48145E-05
STILLMAN COLLEGE,0,3,0,114638,3,2.61671E-05
BARLOW SCIENTIFIC INC,0,3,0,100000,3,2.9997E-05
ICHOR MEDICAL SYSTEMS INC,0,3,0,100000,3,2.9997E-05
OPERATIONAL TECHNOLOGIES CORPORATION,0,3,0,99934,3,3.00168E-05
US DEPTVETS AFFAIRS MED CTRWOOD,0,3,0,85652,3,3.50214E-05
AMYLOIDOSIS RESEARCH CONSORTIUM INC,0,3,0,64392,3,4.65824E-05
PROTOS CORPORATION,0,3,0,50000,3,5.9988E-05
RHONEPOULENC RORER GENCELLRPR GENCELL,0,3,0,50000,3,5.9988E-05
BAYLOR COLLEGE OF DENTISTRY,0,3,0,45114,3,6.64835E-05
BIOSENSICS LLC,1,2,0,29105352,3,1.03074E-07
CYTOKINETICS INC,1,2,0,18227613,3,1.64585E-07
GLOBAL HEALTH UGANDA LTD,1,2,0,4064680,3,7.38064E-07
MAPP BIOPHARMACEUTICAL INC,0,2,0,11205964,2,1.78476E-07
NOVARX CORPORATION,0,2,0,10627724,2,1.88187E-07
GLAXOSMITHKLINE,0,2,0,7057061,2,2.83404E-07
BAEBIES INC,0,2,0,6008655,2,3.32853E-07
DOW CHEMICAL COMPANY,0,2,0,5662989,2,3.5317E-07
IMCARE BIOTECH,0,2,0,5062200,2,3.95084E-07
CRESTONE INC,0,2,0,4882461,2,4.09629E-07
MBC PHARMA INC,0,2,0,4874408,2,4.10305E-07
GENE THERAPY SYSTEMS INC,0,2,0,4767094,2,4.19542E-07
SERIMMUNE INC,0,2,0,4507748,2,4.4368E-07
CORTICOMETRICS LLC,0,2,0,4500000,2,4.44443E-07
INVENIO THERAPEUTICS INC,0,2,0,4420168,2,4.5247E-07
IMCARE BIOTECH INC,0,2,0,4160404,2,4.80721E-07
CETYA THERAPEUTICS INC,0,2,0,3946791,2,5.0674E-07
BIOSTAGE INC,0,2,0,3878035,2,5.15724E-07
DNATRIX INC,0,2,0,3821264,2,5.23386E-07
EMERGENT BIOSOLUTIONS,0,2,0,3700661,2,5.40443E-07
LYNDRA THERAPEUTICS INC,0,2,0,3600000,2,5.55554E-07
NEUROENABLING TECHNOLOGIES INC,0,2,0,3595300,2,5.5628E-07
SHAL TECHNOLOGIES INC,0,2,0,3317819,2,6.02804E-07
TRIMEDICINE INC,0,2,0,3129040,2,6.39172E-07
REGENERATIVE RESEARCH FOUNDATION,0,2,0,3065451,2,6.5243E-07
GIGAGEN INC,0,2,0,2999714,2,6.66728E-07
SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY,0,2,0,2794210,2,7.15763E-07
MODALITYAI  INC,0,2,0,2662600,2,7.51143E-07
ALEXION PHARMACEUTICALS INC,0,2,0,2634367,2,7.59193E-07
CANCER GENETICS INC,0,2,0,2623224,2,7.62418E-07
PARATEK PHARMACEUTICALS,0,2,0,2598685,2,7.69617E-07
CERUS CORPORATION,0,2,0,2270179,2,8.80984E-07
PHRIXUS PHARMACEUTICALS INC,0,2,0,2208466,2,9.05602E-07
PHILADELPHIA RESEARCH AND EDU FOUNDATION,0,2,0,1837686,2,1.08832E-06
NATURAL MEDICINES RESEARCH INSTITUTE,0,2,0,1721869,2,1.16152E-06
JACOBUS PHARMACEUTICAL COMPANY INC,0,2,0,1715848,2,1.1656E-06
CREARE LLC,0,2,0,1692762,2,1.18149E-06
RETROTHERAPY LLC,0,2,0,1648020,2,1.21357E-06
MENSSANA RESEARCH INC,0,2,0,1623294,2,1.23206E-06
SILVER LAKE RESEARCH CORPORATION,0,2,0,1579713,2,1.26604E-06
SARYA LLC,0,2,0,1549518,2,1.29072E-06
HDT BIO CORPORATION,0,2,0,1488078,2,1.34401E-06
UNIVERSITY OF PRETORIA,0,2,0,1331644,2,1.50189E-06
LIFECELL CORPORATION,0,2,0,1201129,2,1.66509E-06
PATHENS INC,0,2,0,1200000,2,1.66665E-06
HEALTHCHART LLC,0,2,0,1197588,2,1.67001E-06
MYOMICS INC,0,2,0,1091900,2,1.83165E-06
CREARE INC,0,2,0,1081300,2,1.84961E-06
EXPRESSION GENETICS INC,0,2,0,1055256,2,1.89526E-06
VASCULONICS LLC,0,2,0,1049654,2,1.90537E-06
INTEGRATED GENETICS INC,0,2,0,1012125,2,1.97602E-06
NORTHEAST OHIO MEDICAL UNIVERSITY,0,2,0,995074,2,2.00988E-06
HCUBED INC,0,2,0,943812,2,2.11904E-06
FEDERATION OF AMER SOC FOR EXPER BIOLOGY,0,2,0,930654,2,2.149E-06
ENDACEA INC,0,2,0,925003,2,2.16213E-06
LAVAL UNIVERSITY,0,2,0,900000,2,2.2222E-06
FASCURE THERAPEUTICS LLC,0,2,0,899996,2,2.22221E-06
SCIENCE RESEARCH LABORATORY INC,0,2,0,858442,2,2.32977E-06
ENCORE PHARMACEUTICALS INC,0,2,0,849485,2,2.35434E-06
ARTERIOCYTE INC,0,2,0,835583,2,2.39351E-06
NEOCLONE BIOTECHNOLOGY INTERNATIONAL,0,2,0,814165,2,2.45647E-06
ST LUKES ROOSEVELT HOSP CTR NEW YORK,0,2,0,766407,2,2.60955E-06
ADVANCED BREATH DIAGNOSTICS LLC,0,2,0,749674,2,2.66779E-06
UNIVERSITY OF BAMAKO,0,2,0,746732,2,2.6783E-06
PRECISION VIROLOGICS INC,0,2,0,730170,2,2.73905E-06
RADIATION MONITORING DEVICES INC,0,2,0,699997,2,2.85711E-06
BOHEMICA PHARMACEUTICALS LLC,0,2,0,695092,2,2.87728E-06
KIROMIC INC,0,2,0,668541,2,2.99154E-06
HAUPTMANWOODWARD MEDICAL RESEARCH INST,0,2,0,640000,2,3.12495E-06
LIFESENSORS INC,0,2,0,637087,2,3.13924E-06
SNOWDON PHARMACEUTICALS INC,0,2,0,628578,2,3.18173E-06
MILO BIOTECHNOLOGY LLC,0,2,0,600000,2,3.33328E-06
PEROXITECH LLC,0,2,0,599732,2,3.33477E-06
ADEPTHERA LLC,0,2,0,598598,2,3.34108E-06
BRONX VETERANS MEDICAL RESEARCH FDN,0,2,0,594365,2,3.36488E-06
PAMDECA LLC,0,2,0,593480,2,3.3699E-06
DES MOINES UNIV OSTEOPATHIC MEDICAL CTR,0,2,0,560718,2,3.56679E-06
MICRORID TECHNOLOGIES INC,0,2,0,558786,2,3.57912E-06
BARBARA ANN KARMANOS CANCER INSTITUTE,0,2,0,548372,2,3.64709E-06
MITHRAGEN INC,0,2,0,536817,2,3.7256E-06
ANZA THERAPEUTICS INC,0,2,0,528805,2,3.78204E-06
UNIVERSITY OF DETROIT MERCY,0,2,0,526213,2,3.80067E-06
CHRONUS PHARMACEUTICALS INC,0,2,0,522578,2,3.82711E-06
ISOLAB INC,0,2,0,511908,2,3.90688E-06
TIRR,0,2,0,504790,2,3.96197E-06
MYCOLOGICS INC,0,2,0,501946,2,3.98441E-06
AGI DERMATICS,0,2,0,500000,2,3.99992E-06
VIRO DYNAMICS,0,2,0,492326,2,4.06227E-06
VOLTMED INC,0,2,0,488996,2,4.08993E-06
MIMIVAX LLC,0,2,0,463979,2,4.31045E-06
STRATAGENE CLONING SYSTEMS,0,2,0,461869,2,4.33014E-06
LAMNOTHERAPEUTICS INC,0,2,0,450000,2,4.44435E-06
CUREVEDA LLC,0,2,0,449716,2,4.44715E-06
GLUCOSENTIENT INC,0,2,0,447000,2,4.47417E-06
PARENT PROJECT MUSCULAR DYSTROPHY,0,2,0,435000,2,4.5976E-06
PNA CENTER FOR NEUROLOGICAL RESEARCH,0,2,0,432962,2,4.61924E-06
COLLEGE OF NEW JERSEY,0,2,0,428888,2,4.66311E-06
ABCON THERAPEUTICS INC,0,2,0,402680,2,4.9666E-06
NORFOLK STATE UNIVERSITY,0,2,0,381335,2,5.24459E-06
UNIVERSITY OF COPENHAGEN,0,2,0,360399,2,5.54925E-06
FLINDERS UNIVERSITY OF SOUTH AUSTRALIA,0,2,0,356740,2,5.60617E-06
INSTITUTE OF MOLECULAR MEDICINE,0,2,0,330492,2,6.0514E-06
CBR LABORATORIES INC,0,2,0,326029,2,6.13424E-06
ROCHESTER GENERAL HOSPITAL NY,0,2,0,320000,2,6.2498E-06
EXSCIEN CORPORATION,0,2,0,309516,2,6.46149E-06
IMMTECH INTERNATIONAL INC,0,2,0,307000,2,6.51445E-06
CASCADE BIOSYSTEMS INC,0,2,0,300000,2,6.66644E-06
CLARAGEN INC,0,2,0,299965,2,6.66722E-06
SANERON CCEL THERAPEUTICS INC,0,2,0,294366,2,6.79403E-06
WOODS HOLE OCEANOGRAPHIC INSTITUTION,0,2,0,274838,2,7.27675E-06
AM BIOTECHNOLOGIES LLC,0,2,0,247210,2,8.08996E-06
CHROMOTRAX INC,0,2,0,231815,2,8.6272E-06
WAYPATH PHARMA LLC,0,2,0,225000,2,8.88849E-06
NEMAMETRIX INC,0,2,0,224703,2,8.90024E-06
BENEDICTINE UNIVERSITY,0,2,0,223472,2,8.94927E-06
ONCONOVA THERAPEUTICS INC,0,2,0,220180,2,9.08306E-06
CHEMICA TECHNOLOGIES LLC,0,2,0,200000,2,9.9995E-06
SHELBYTECH INC,0,2,0,199997,2,9.99965E-06
LAB DE GENETIQUE MOLECULAIRE DES EUCARYO,0,2,0,196060,2,1.02004E-05
JMML FOUNDATION,0,2,0,196000,2,1.02036E-05
UNIVERSITY OF CENTRAL ARKANSAS,0,2,0,194014,2,1.0308E-05
PROVID PHARMACEUTICALS INC,0,2,0,187995,2,1.0638E-05
ADVANCED BIOSCIENCE LABORATORIES INC,0,2,0,186823,2,1.07047E-05
US DEPTVETS AFFAIRS MEDICAL CENTER,0,2,0,175134,2,1.14192E-05
MOLECULAR TARGETING TECHNOLOGY INC,0,2,0,163688,2,1.22176E-05
HYDERABAD EYE RESEARCH FOUNDATIONL V PR,0,2,0,162000,2,1.23449E-05
LPATH THERAPEUTICS INC,0,2,0,139523,2,1.43335E-05
VIRGINIA STATE UNIVERSITY,0,2,0,126410,2,1.58203E-05
ST ELIZABETHS MEDICAL CENTER OF BOSTON,0,2,0,116663,2,1.71419E-05
CARLETON COLLEGE,0,2,0,109710,2,1.82282E-05
UNIVERSITY OF PISA,0,2,0,106434,2,1.87892E-05
SOUTHERN ILLINOIS UNIV AT EDWARDSVILLE,0,2,0,100555,2,1.98876E-05
JK AUTOIMMUNITY INC,0,2,0,99999,2,1.99982E-05
THREE RIVERS HOLDINGS LLC,0,2,0,99808,2,2.00365E-05
MINNESOTA STATE UNIVERSITY MOORHEAD,0,2,0,93968,2,2.12816E-05
HOPE COLLEGE,0,2,0,83703,2,2.38912E-05
BAYCREST CENTRE FOR GERIATRIC CARE,0,2,0,83612,2,2.39172E-05
INGALLS MEMORIAL HOSPITAL,0,2,0,55502,2,3.60282E-05
ST LUKES MEDICAL CENTER,0,2,0,52289,2,3.82416E-05
STRATAGENE,0,2,0,50000,2,3.9992E-05
AMERICAN SOCIETY FOR MICROBIOLOGY,0,2,0,38000,2,5.26177E-05
MC LAUGHLIN RESEARCH INSTITUTE,0,2,0,26551,2,7.52984E-05
CLINICAL IMMUNOLOGY SOCIETY,0,2,0,13000,2,0.000153728
NEUROPACE INC,1,1,0,6417796,2,3.11633E-07
ANNIAS IMMUNOTHERAPEUTICS INC,1,1,0,4492052,2,4.4523E-07
NEUMEDICINES INC,1,1,0,3803697,2,5.25803E-07
JOHN WAYNE CANCER INSTITUTE,1,1,0,2088501,2,9.5762E-07
TIMBER PHARMACEUTICALS LLC,1,1,0,1672828,2,1.19557E-06
UNIVERSITY OF NEVADA LAS VEGAS,1,1,0,1228879,2,1.62749E-06
PHOTOLITEC LLC,1,1,0,960821,2,2.08153E-06
CRAIG HOSPITAL,1,1,0,719674,2,2.779E-06
PATAGONIA PHARMACEUTICALS LLC,1,1,0,448938,2,4.45486E-06
AMERICAN COLLEGE OF MEDICAL GENETICS,0,1,0,35099104,1,2.84907E-08
BEXION PHARMACEUTICALS INC,0,1,0,12140738,1,8.23672E-08
VALLEY FEVER SOLUTIONS INC,0,1,0,10304724,1,9.70428E-08
VITI INC,0,1,0,9918414,1,1.00822E-07
OMNIOX INC,0,1,0,9111539,1,1.09751E-07
BIOFLUIDICA INC,0,1,0,8904558,1,1.12302E-07
GLOBEIMMUNE INC,0,1,0,8000000,1,1.25E-07
ID BIOMEDICAL CORPORATION OF WASHINGTON,0,1,0,7992403,1,1.25119E-07
LACERTA THERAPEUTICS INC,0,1,0,7668999,1,1.30395E-07
NAVIGEN INC,0,1,0,7446660,1,1.34288E-07
CORIELL INSTITUTE FOR MEDICAL RESEARCH,0,1,0,7234610,1,1.38224E-07
ALDERON BIOSCIENCES INC,0,1,0,7065513,1,1.41532E-07
DYNAVAX TECHNOLOGIES CORPORATION,0,1,0,7019282,1,1.42465E-07
IMMUNOMYCOLOGICS INC,0,1,0,6875188,1,1.4545E-07
INTRONN INC,0,1,0,6555692,1,1.52539E-07
PANORAMA RESEARCH INC,0,1,0,6513272,1,1.53532E-07
VACCINE RESEARCH INSTITUTE OF SAN DIEGO,0,1,0,6211954,1,1.6098E-07
MYCOMED TECHNOLOGIES LLC,0,1,0,6117972,1,1.63453E-07
DIGNIFY THERAPEUTICS LLC,0,1,0,5978902,1,1.67255E-07
LUCIGEN CORPORATION,0,1,0,5852399,1,1.7087E-07
KARYOPHARM THERAPEUTICS INC,0,1,0,5617355,1,1.78019E-07
XFIBRA LLC,0,1,0,5604180,1,1.78438E-07
UNIVERSITY OF MALAWI,0,1,0,5424016,1,1.84365E-07
APATH LLC,0,1,0,4641950,1,2.15426E-07
CND LIFE SCIENCES INC,0,1,0,4457452,1,2.24343E-07
CAMBODIAN HEALTH COMMITTEE,0,1,0,4279422,1,2.33676E-07
AMYDIS DIAGNOSTICS INC,0,1,0,4252659,1,2.35146E-07
SHIFA BIOMEDICAL CORPORATION,0,1,0,4046703,1,2.47114E-07
XEMED LLC,0,1,0,3972511,1,2.51729E-07
STEMSYNERGY THERAPEUTICS INC,0,1,0,3843143,1,2.60203E-07
PHYLONIX PHARMACEUTICALS INC,0,1,0,3733941,1,2.67813E-07
CARTESIAN THERAPEUTICS INC,0,1,0,3728894,1,2.68175E-07
VOLATYLIX INC,0,1,0,3600000,1,2.77777E-07
SOLIGENIX INC,0,1,0,3600000,1,2.77777E-07
OMVAX INC,0,1,0,3599940,1,2.77782E-07
MABLOC LLC,0,1,0,3565783,1,2.80443E-07
NEUROGT INC,0,1,0,3492984,1,2.86287E-07
PHOTOSWITCH BIOSCIENCES INC,0,1,0,3247758,1,3.07904E-07
RENETX BIO INC,0,1,0,3091078,1,3.23511E-07
POLYMEDIX INC,0,1,0,2999094,1,3.33433E-07
AADI LLC,0,1,0,2997786,1,3.33578E-07
E P LTD,0,1,0,2981059,1,3.3545E-07
NATL HOSPITALTUBERCULOSISPULDISEASES,0,1,0,2893306,1,3.45624E-07
MEDAREX INC,0,1,0,2842614,1,3.51788E-07
RIMEDION INC,0,1,0,2780490,1,3.59648E-07
MIRAVISTA DIAGNOSTICS LLC,0,1,0,2760083,1,3.62307E-07
KUDA THERAPEUTICS INC,0,1,0,2705000,1,3.69684E-07
QUADRIGA BIOSCIENCES INC,0,1,0,2692316,1,3.71426E-07
REDBUD LABS INC,0,1,0,2573554,1,3.88566E-07
GLYCOLOGIX LLC,0,1,0,2571872,1,3.8882E-07
AMBERGEN INC,0,1,0,2539671,1,3.9375E-07
TISSUE GENETICS INC,0,1,0,2333922,1,4.28461E-07
GENETAG TECHNOLOGY INC,0,1,0,2333454,1,4.28547E-07
NAMI THERAPEUTICS CORP,0,1,0,2250132,1,4.44416E-07
CELLDOM INC,0,1,0,2231600,1,4.48107E-07
TROPHOGEN INC,0,1,0,2218755,1,4.50701E-07
MIRX PHARMACEUTICALS LTD,0,1,0,2153370,1,4.64386E-07
FIRSTSTRING RESEARCH INC,0,1,0,2132722,1,4.68882E-07
INVESTIGEN INC,0,1,0,2066844,1,4.83827E-07
ARONORA INC,0,1,0,2004180,1,4.98955E-07
VISIONQUEST BIOMEDICAL INC,0,1,0,1992098,1,5.01981E-07
RETHAM TECHNOLOGIES LLC,0,1,0,1924668,1,5.19567E-07
CURONBIOTECH INC,0,1,0,1878588,1,5.32312E-07
DIVERSA CORPORATION,0,1,0,1872273,1,5.34107E-07
PANTHERA BIOPHARMA LLC,0,1,0,1868887,1,5.35075E-07
ECLIPSE ENTEROGENESIS INC,0,1,0,1783666,1,5.6064E-07
INTERNATIONAL AIDS VACCINE INITIATIVE,0,1,0,1770835,1,5.64702E-07
CREATV MICROTECH INC,0,1,0,1729146,1,5.78317E-07
RESOURCEPATH LLC,0,1,0,1721566,1,5.80863E-07
TRINITY COLLEGE DUBLIN,0,1,0,1600000,1,6.24996E-07
TRIAD NATIONAL SECURITY LLC,0,1,0,1553633,1,6.43649E-07
APPLIED INTEGRIN SCIENCES INC,0,1,0,1517256,1,6.5908E-07
CYTOASTRA LLC ,0,1,0,1500000,1,6.66662E-07
FISK UNIVERSITY,0,1,0,1489991,1,6.7114E-07
AERAS GLOBAL TB VACCINE FOUNDATION,0,1,0,1464207,1,6.82959E-07
CPLI BIOMEDICAL RESEARCH CORPORATION,0,1,0,1445335,1,6.91876E-07
BATES COLLEGE,0,1,0,1436778,1,6.95997E-07
ERCOLE BIOTECH INC,0,1,0,1424240,1,7.02124E-07
ROCK IMMUNE LLC,0,1,0,1400000,1,7.14281E-07
MULBERRY BIOTHERAPEUTICS INC,0,1,0,1396260,1,7.16194E-07
VEGRANDIS LLC,0,1,0,1306246,1,7.65547E-07
UP THERAPEUTICS INC,0,1,0,1268417,1,7.88378E-07
CROPTECH CORPORATION,0,1,0,1246768,1,8.02067E-07
NOVOMEDIX INC,0,1,0,1243582,1,8.04122E-07
NEONC TECHNOLOGIES INC,0,1,0,1236000,1,8.09055E-07
RETROVIROX INC,0,1,0,1199478,1,8.33689E-07
MICHIGAN STATE DEPT OF COMMUNITY HEALTH,0,1,0,1182886,1,8.45383E-07
TENGEN BIOMEDICAL CO,0,1,0,1153520,1,8.66904E-07
CERIA THERAPEUTICS INC,0,1,0,1106633,1,9.03634E-07
KWAZULUNATAL RESEARCH INSTITUTE TBHIV,0,1,0,1076103,1,9.2927E-07
PROTEGO BIOPHARMA INC,0,1,0,1069185,1,9.35283E-07
MAGNETIC INSIGHT INC,0,1,0,1011684,1,9.88441E-07
FLOW INC,0,1,0,984289,1,1.01595E-06
WIDENER UNIVERSITY,0,1,0,972764,1,1.02799E-06
IMMUNE COMPLEX CORPORATION,0,1,0,956254,1,1.04574E-06
LIGOCYTE PHARMACEUTICALS INC,0,1,0,941635,1,1.06197E-06
INNOSENSE LLC,0,1,0,929774,1,1.07552E-06
VINDICO NANOBIOTECHNOLOGY INC,0,1,0,900000,1,1.1111E-06
HALCYON BIOMEDICAL INC,0,1,0,899540,1,1.11167E-06
PROTEOGENIX INC,0,1,0,875000,1,1.14284E-06
AAVOGEN INC,0,1,0,870454,1,1.14881E-06
ANDROSCIENCE CORPORATION,0,1,0,862199,1,1.15981E-06
WORLD HEALTH ORGANIZATION,0,1,0,823027,1,1.21501E-06
TRINITY UNIVERSITY,0,1,0,803656,1,1.2443E-06
VALLEY FEVER THERAPIES LLC,0,1,0,803280,1,1.24488E-06
M BIOMED LLC,0,1,0,800000,1,1.24998E-06
BIOMARIN PHARMACEUTICAL INC,0,1,0,790623,1,1.26481E-06
LIFE BIOMED LC,0,1,0,769313,1,1.29984E-06
ACETYLON PHARMACEUTICALS INC,0,1,0,735944,1,1.35878E-06
APEX THERAPEUTICS INC,0,1,0,720966,1,1.38701E-06
SAN DIEGO BIOMEDICAL RESEARCH INSTITUTE,0,1,0,720000,1,1.38887E-06
ONE CELL SYSTEMS INC,0,1,0,714226,1,1.4001E-06
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,0,1,0,711223,1,1.40601E-06
TRITERPENOID THERAPEUTICS INC,0,1,0,699903,1,1.42875E-06
NANOTHERAPEUTICS INC,0,1,0,693945,1,1.44102E-06
RADBOUD UNIVERSITY NIJMEGEN MED CTR,0,1,0,693306,1,1.44234E-06
HORUS GLOBAL HEALTHNET INC,0,1,0,679011,1,1.47271E-06
PRIMERADX INC,0,1,0,670372,1,1.49169E-06
APOPLOGIC PHARMACEUTICALS INC,0,1,0,664771,1,1.50425E-06
AERAS,0,1,0,654000,1,1.52903E-06
NEXGENIX PHARMACEUTICALS INC,0,1,0,640000,1,1.56248E-06
INSTITUTE OF PRIMATE RESEARCH,0,1,0,638540,1,1.56605E-06
MAX BIOPHARMA INC,0,1,0,636178,1,1.57186E-06
IMGENEX CORPORATION,0,1,0,605202,1,1.65231E-06
VALA SCIENCES INC,0,1,0,603853,1,1.656E-06
HB THERAPEUTICS INC,0,1,0,600000,1,1.66664E-06
PROTEUS DIGITAL HEALTH INC,0,1,0,600000,1,1.66664E-06
INDAPTA THERAPEUTICS INC,0,1,0,600000,1,1.66664E-06
SOPHIA BIOSCIENCE INC,0,1,0,600000,1,1.66664E-06
GLYCOHUB INC,0,1,0,600000,1,1.66664E-06
ASCLEPIX THERAPEUTICS INC,0,1,0,599966,1,1.66673E-06
FAKNOSTICS LLC,0,1,0,599810,1,1.66717E-06
SENEX BIOTECHNOLOGY INC,0,1,0,599782,1,1.66724E-06
CORVAS INTERNATIONAL INC,0,1,0,598836,1,1.66988E-06
STRANG CANCER PREVENTION CENTER,0,1,0,587264,1,1.70278E-06
WESTERN MICHIGAN UNIV SCHOOL OF MEDICINE,0,1,0,566250,1,1.76597E-06
PULMONESCENCE DIAGNOSTICS INC,0,1,0,550460,1,1.81663E-06
BIOHELIX CORPORATION,0,1,0,546867,1,1.82856E-06
GENPHAR INC,0,1,0,532108,1,1.87928E-06
STATE UNIVERSITY NEW YORK BINGHAMTON,0,1,0,526746,1,1.89841E-06
GENCIA CORPORATION,0,1,0,525517,1,1.90285E-06
NEW YORK STATE OFFICE OF MENTAL HEALTH,0,1,0,525144,1,1.9042E-06
WHITMAN COLLEGE,0,1,0,521294,1,1.91827E-06
LIPITEK INTERNATIONAL INC,0,1,0,519520,1,1.92482E-06
LANCASTER CLEFT PALATE CLINIC,0,1,0,512851,1,1.94985E-06
GREENVILLE GENERAL HOSPITAL,0,1,0,509630,1,1.96217E-06
LOUISIANA STATE UNIV AGRICULTURAL CENTER,0,1,0,508647,1,1.96596E-06
LEXEO THERAPEUTICS LLC,0,1,0,499916,1,2.0003E-06
SUMOCOR LLC,0,1,0,481502,1,2.07679E-06
CASCADE BIOTECHNOLOGY INC,0,1,0,481496,1,2.07682E-06
ST LOUIS COLLEGE OF PHARMACY,0,1,0,465330,1,2.14897E-06
AMERICAN GENE TECHNOLOGIES INTERNATIONAL,0,1,0,464398,1,2.15328E-06
NATIONAL CANCER INSTITUTE,0,1,0,458000,1,2.18336E-06
DIAMEDIX CORPORATION,0,1,0,452505,1,2.20987E-06
CONFLUENCE LIFE SCIENCES LLC,0,1,0,449700,1,2.22366E-06
LAKE FOREST COLLEGE,0,1,0,443038,1,2.25709E-06
ELEMENT GENOMICS INC,0,1,0,443014,1,2.25721E-06
MEDICAL RESEARCH COUNCIL UNIT THE GAMBIA AT THE LONDON SCHOOL OF HYGIENE  TROPICAL MEDICINE,0,1,0,433118,1,2.30879E-06
OCULAR TRANSPLANTATION LLC,0,1,0,429399,1,2.32878E-06
KEENE STATE COLLEGE,0,1,0,412148,1,2.42625E-06
TRADEWIND BIOSCIENCE INC,0,1,0,405552,1,2.46571E-06
NEW YORK ACADEMY OF SCIENCES,0,1,0,405000,1,2.46907E-06
LIPOIMMUNO TECH LLC,0,1,0,400000,1,2.49994E-06
RBHSSCHOOL HEALTH RELATED PROFESSIONS,0,1,0,399532,1,2.50287E-06
VASOPTIC MEDICAL INC,0,1,0,389125,1,2.5698E-06
LAMBDAVISION INC,0,1,0,380998,1,2.62462E-06
MARIST COLLEGE,0,1,0,379914,1,2.63211E-06
TUBEROUS SCLEROSIS ALLIANCE,0,1,0,376051,1,2.65914E-06
UNIVERSITY OF WISCONSINSUPERIOR,0,1,0,356944,1,2.80148E-06
EFFECTORBIO INC,0,1,0,347749,1,2.87555E-06
HENNEPIN HEALTHCARE RESEARCH INSTITUTE,0,1,0,341753,1,2.926E-06
UNIVERSITY OF ALABAMA IN HUNTSVILLE,0,1,0,324114,1,3.08524E-06
NORTH CAROLINA AGRI  TECH ST UNIV,0,1,0,323262,1,3.09337E-06
DENVER HEALTH AND HOSPITAL AUTHORITY,0,1,0,322821,1,3.0976E-06
COLLEGE OF ST SCHOLASTICA,0,1,0,314536,1,3.17919E-06
OUR LADY OF MERCY MEDICAL CENTER,0,1,0,307386,1,3.25313E-06
IDM PHARMA INC,0,1,0,302335,1,3.30748E-06
MEDINOX INC,0,1,0,298368,1,3.35145E-06
PACIFIC BIOSCIENCES OF CALIFORNIA INC,0,1,0,298352,1,3.35163E-06
TEXAS AM UNIVERSITYCOMMERCE,0,1,0,295400,1,3.38513E-06
NUTRIGLOBAL INC,0,1,0,293987,1,3.4014E-06
SIBYL PHARMACEUTICAL INC,0,1,0,288610,1,3.46476E-06
INSTITUTE OF ADVANCED SCIENCES INC,0,1,0,275000,1,3.63623E-06
IMMUNOME INC,0,1,0,270025,1,3.70322E-06
SIRNAOMICS INC,0,1,0,269298,1,3.71322E-06
SINAI HOSPITAL OF BALTIMORE,0,1,0,265734,1,3.76302E-06
CALLISTO PHARMACEUTICALS INC,0,1,0,265697,1,3.76354E-06
ALAUNUS BIOSCIENCES INC,0,1,0,264718,1,3.77746E-06
JUVARIS BIOTHERAPEUTICS INC,0,1,0,255467,1,3.91425E-06
ADVAXIS INC,0,1,0,250063,1,3.99883E-06
ECHELON BIOSCIENCES INC,0,1,0,248864,1,4.0181E-06
COORDINACION DE INVESTIGACION EN SALUD,0,1,0,248825,1,4.01873E-06
