GardID,GardIDStatus,DataSource,SourceID,ClassificationLevel,DisorderType,SourceName,SourceSynonym,SourceDescription,OmimMember,ParentOrphaCode,ParentOrphaName,ParentGardID,RdRequestID,GardLegacy_DiseaseName,GardLegacy_GARDisRare,GardLegacy_isSpanish,GardLegacy_StatusName
GARD:10084,Active,Orphanet,ORPHA:141148,Disorder,[Malformation syndrome],Hemifacial myohyperplasia,,"Hemifacial myohyperplasia is a rare developmental defect during embryogenesis characterized by unilateral hyperplasia of the facial musculature with no evidence of hyperplasia of bone or other organ systems. It clinically present with dimpling of the skin, ptosis, enophthalmos, narrow palpebral fissure, auricular displacement, smaller nasal vestibule, and nasal and chin deviation on the affected side. Facial paresis of the affected side and mild ipsilateral hypoplasia of the facial skeleton might be present.",[606773],,,,,Hemifacial myohyperplasia,TRUE,FALSE,Active
GARD:10085,Legacy,GARD,,,,,,,,,,,,Klebsiella infection,TRUE,FALSE,Active
GARD:10086,Legacy,GARD,,,,,,,,,,,,"Neuropathy, congenital, with arthrogryposis multiplex",TRUE,FALSE,Active
GARD:10087,Legacy,GARD,,,,,,,,,,,,"Distal arthrogryposis with hypopituitarism, intellectual disability and facial anomalies",TRUE,FALSE,Active
GARD:10088,Active,Orphanet,ORPHA:77297,Disorder,[Disease],Majeed syndrome,[Chronic recurrent multifocal osteomyelitis-congenital dyserythropoietic anemia-neutrophilic dermatosis syndrome],"Majeed syndrome is a rare genetic multisystemic disorder characterized by chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia, which may be accompanied by neutrophilic dermatosis.",[609628],,,,,Majeed syndrome,TRUE,FALSE,Active
GARD:10089,Active,Orphanet,ORPHA:2886,Disorder,[Malformation syndrome],TARP syndrome,"[Pierre Robin sequence-congenital heart defect-talipes syndrome, Pierre Robin syndrome-congenital heart defect-talipes syndrome, Talipes equinovarus-atrial septal defect-Robin sequence-persistence of the left superior vena cava syndrome]","TARP syndrome is a rare developmental defect during embryogenesis syndrome characterized by Robin sequence (micrognathia, glossoptosis, and cleft palate), atrial septal defect, persistence of the left superior vena cava, and talipes equinovarus. The phenotype is variable, some patients present with further dysmorphic characteristics (e.g. hypertelorism, ear abnormalities) while others do not have any key findings. Additional features, such as syndactyly, polydactyly, or brain anomalies (e.g. cerebellar hypoplasia), have also been reported. The syndrome is almost invariably lethal with affected males either dying prenatally or living just a few months.",[311900],,,,,TARP syndrome,TRUE,FALSE,Active
GARD:10090,Active,Orphanet+OMIM,OMIM:602196,Subtype of disorder,[Malformation syndrome subtype],Pierre robin sequence with pectus excavatum and rib and scapular anomalies,"[Skeletal dysplasia related to campomelic dysplasia, campomelic dysplasia, mild]",,[602196],[140],[Campomelic dysplasia],[10027],,Pierre Robin sequence with pectus excavatum and rib and scapular anomalies,TRUE,FALSE,Active
GARD:10091,Active,Orphanet,ORPHA:821,Disorder,[Disease],Sotos syndrome,[Cerebral gigantism],"A rare genetic overgrowth syndrome characterized by a typical facial appearance, overgrowth with macrocephaly and variable intellectual impairment.","[117550, 617169]",,,,,Sotos syndrome,TRUE,FALSE,Active
GARD:10092,Active,Orphanet,ORPHA:79230,Disorder,[Disease],Hemochromatosis type 2,[Juvenile hemochromatosis],"Hemochromatosis type 2 (juvenile) is the early-onset and most severe form of rare hereditary hemochromatosis (HH; see this term), a group of diseases characterized by excessive tissue iron deposition of genetic origin.","[602390, 613313]",,,,,Hemochromatosis type 2,TRUE,FALSE,Active
GARD:10093,Active,Orphanet,ORPHA:225123,Disorder,[Disease],Hemochromatosis type 3,[TFR2-related hemochromatosis],"Type 3 hemochromatosis is a form of rare hereditary hemochromatosis (HH) (see this term), a group of diseases characterized by excessive tissue iron deposition of genetic origin.",[604250],,,,,Hemochromatosis type 3,TRUE,FALSE,Active
GARD:10094,Active,Orphanet,ORPHA:139491,Disorder,[Disease],Hemochromatosis type 4,"[Autosomal dominant hereditary hemochromatosis, Ferroportin disease, Hemochromatosis due to defect in ferroportin]","Hemochromatosis type 4 (also called ferroportin disease) is a form of rare hereditary hemochromatosis (HH; see this term), a group of diseases characterized by excessive tissue iron deposition of genetic origin.",[606069],,,,,Hemochromatosis type 4,TRUE,FALSE,Active
GARD:10095,Active,Orphanet+OMIM,OMIM:602481,Subtype of disorder,[Disease subtype],"Migraine, familial hemiplegic, 2",[Mhp2],,[602481],[569],[Familial or sporadic hemiplegic migraine],[10768],,Familial hemiplegic migraine type 2,TRUE,FALSE,Retired
GARD:10096,Active,Orphanet,ORPHA:523,Disorder,[Disease],Hereditary leiomyomatosis and renal cell cancer,"[Familial leiomyomatosis and renal cell cancer, Familial leiomyomatosis cutis et uteri, Familial leiomyomatosis with renal carcinoma, Familial multiple cutaneous leiomyomas, HLRCC, Hereditary leiomyomatosis, Hereditary leiomyomatosis with renal carcinoma, Hereditary multiple cutaneous leiomyomas, MCUL, Multiple cutaneous and uterine leiomyomas, Reed syndrome]","Hereditary leiomyomatosis and renal cell cancer (HLRCC) is a hereditary cancer syndrome characterized by a predisposition to cutaneous and uterine leiomyomas and, in some families, to renal cell cancer.",[150800],,,,,Hereditary leiomyomatosis and renal cell cancer,TRUE,FALSE,Active
GARD:10097,Active,Orphanet+OMIM,OMIM:150700,Subtype of disorder,[Clinical subtype],Leiomyoma of vulva and esophagus,"[Leiomyomatosis, esophagogastric and vulvar]",,[150700],[1018],[X-linked Alport syndrome-diffuse leiomyomatosis],[2432],,Leiomyoma of vulva and esophagus,TRUE,FALSE,Active
GARD:10098,Legacy,GARD,,,,,,,,,,,,Trichorrhexis nodosa syndrome,TRUE,FALSE,Retired
GARD:10099,Active,Orphanet,ORPHA:33573,Disorder,[Disease],Gamma-glutamyl transpeptidase deficiency,"[Gamma-glutamyl transferase deficiency, Glutathionuria]",A disorder that is characterized by increased glutathione concentration in the plasma and urine.,[231950],,,,,Glutathionuria,TRUE,FALSE,Active
GARD:101,Active,Orphanet,ORPHA:595,Group of disorders,[Clinical group],Centronuclear myopathy,[CNM],A rare group of inherited neuromuscular disorders characterized by clinical features of a congenital myopathy and centrally placed nuclei on muscle biopsy. The clinical picture and other histologic features varies according to gene involved and mode of inheritance.,,,,,,Centronuclear myopathy,TRUE,FALSE,Active
GARD:10100,Legacy,GARD,,,,,,,,,,,,Tietze syndrome,TRUE,FALSE,Active
GARD:10101,Active,Orphanet,ORPHA:168443,Disorder,[Disease],Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,,"Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome is a rare primary bone dysplasia disorder characterized by congenital hypotrichosis associated with rhizomelic short stature (more pronounced in upper limbs than lower limbs), limited hip abduction and mild genu varum. Flared and irregular metaphyses, delayed and irregular epiphiseal ossification and pear-shaped vertebral bodies are characteristic radiologic findings.",[183849],,,,,Spondyloepimetaphyseal dysplasia with hypotrichosis,TRUE,FALSE,Active
GARD:10102,Legacy,GARD,,,,,,,,,,,,"Ehlers-Danlos syndrome, Beasley Cohen type",TRUE,FALSE,Retired
GARD:10103,Active,Orphanet,ORPHA:79148,Disorder,[Disease],Elastosis perforans serpiginosa,,"A rare acquired dermis elastic tissue disorder with increased elastic tissue characterized by focal dermal elastosis and transepidermal elimination of abnormal elastic fibers, presenting as small keratotic papules or plaques arranged in groups in serpiginous or annular patterns on the neck, face, and arms, while other areas are less frequently affected. Although spontaneous regression is possible, the lesions often persist over longer periods of time. The condition typically occurs during childhood or early adulthood and is more frequent in men than in women.",[130100],,,,,Elastosis perforans serpiginosa,TRUE,FALSE,Active
GARD:10104,Active,Orphanet+OMIM,OMIM:177850,Subtype of disorder,[Disease subtype],"Pseudoxanthoma elasticum, forme fruste",,,[177850],[758],[Pseudoxanthoma elasticum],[9643],,"Pseudoxanthoma elasticum, forme fruste",TRUE,FALSE,Active
GARD:10106,Active,Orphanet,ORPHA:178389,Disorder,[Disease],Osteopetrosis-hypogammaglobulinemia syndrome,"[Autosomal recessive osteoclast-poor osteopetrosis with hypogammaglobulinemia, Autosomal recessive osteopetrosis type 7]","Osteopetrosis-hypogammaglobulinemia syndrome is an extremely rare primary bone dysplasia with increased bone density disorder characterized by severe osteoclast-poor osteopetrosis associated with hypogammaglobulinemia. Patients typically present infantile malignant osteopetrosis (manifesting with increased bone density, bone fractures, abnormal eye movements/visual loss, nystagmus), hematologic abnormalities with bone marrow failure (e.g. anemia, hepatosplenomegaly) and immunological deficiency (manifesting as recurrent respiratory infections) associated with reduced immunoglobulin levels due to impaired peripheral B cell differentiation.",[612301],,,,,Osteopetrosis autosomal recessive 7,TRUE,FALSE,Active
GARD:10107,Legacy,GARD,,,,,,,,,,,,Tetralogy of fallot and glaucoma,TRUE,FALSE,Active
GARD:10108,Active,Orphanet+OMIM,OMIM:608931,Subtype of disorder,[Etiological subtype],"Myasthenic syndrome, congenital, 4c, associated with acetylcholine receptor deficiency","[myasthenia, familial infantile, 1, formerly, cms id, formerly, Myasthenic syndrome, congenital, type id]","Congenital myasthenic syndrome associated with AChR deficiency is a disorder of the postsynaptic neuromuscular junction (NMJ) clinically characterized by early-onset muscle weakness with variable severity. Electrophysiologic studies show low amplitude of the miniature endplate potential (MEPP) and current (MEPC) resulting from deficiency of AChR at the endplate. Patients with mutations in the CHRNE gene may have compensatory increased expression of the fetal subunit CHRNG ({100730}) and may respond to treatment with cholinergic agents, pyridostigmine, or amifampridine (summary by {7:Engel et al., 2015}).\n\nFor a discussion of genetic heterogeneity of CMS, see CMS1A ({601462}).",[608931],[98913],[Postsynaptic congenital myasthenic syndromes],[15022],,Congenital myasthenic syndrome associated with acetylcholine receptor deficiency,TRUE,FALSE,Active
GARD:10109,Active,Orphanet,ORPHA:199,Disorder,[Malformation syndrome],Cornelia de Lange syndrome,[Brachmann-de Lange syndrome],"A rare multiple congenital anomalies syndrome characterized by facial dysmorphism, hypertrichosis, mild to profound intellectual disability, intrauterine growth restriction (IUGR) and/or postnatal growth restriction, feeding difficulties, abnormalities of the hands and feet (ranging from severe reductional limb abnormalities, oligodactyly, to brachymetacarpia of the first metacarpus). Variable visceral malformations may be present.","[610759, 614701, 300590, 122470, 300882]",,,,,Cornelia de Lange syndrome,TRUE,FALSE,Active
GARD:10111,Active,Orphanet+OMIM,OMIM:161800,Subtype of disorder,[Disease subtype],Nemaline myopathy 3,,"Nemaline myopathy is a form of congenital myopathy characterized by abnormal thread- or rod-like structures in muscle fibers on histologic examination ('nema' is Greek for 'thread'). The clinical phenotype is highly variable, with differing age at onset and severity. Muscle weakness typically involves proximal muscles, with involvement of the facial, bulbar, and respiratory muscles ({17:Ilkovski et al., 2001}). Attempts at classification of nemaline myopathies into clinical subtypes have been complicated by the overlap of clinical features and a continuous phenotypic spectrum of disease ({31:North et al., 1997}; {53:Wallgren-Pettersson et al., 1999}; {37:Ryan et al., 2001}; {38:Sanoudou and Beggs, 2001}). In general, 2 clinical groups can be readily distinguished: 'typical' and 'severe.' Typical nemaline myopathy is the most common form, presenting as infantile hypotonia and muscle weakness. It is slowly progressive or nonprogressive, and most adults achieve ambulation. The severe form of the disorder is characterized by absence of spontaneous movement or respiration at birth, arthrogryposis, and death in the first months of life. Much less commonly, late-childhood or even adult-onset can occur. However, adult-onset nemaline myopathy is usually not familial and may represent a different disease ({53:Wallgren-Pettersson et al., 1999}; {38:Sanoudou and Beggs, 2001}).\n\nMyopathy caused by mutations in the ACTA1 gene can show a range of clinical and pathologic phenotypes. Some patients have classic rods, whereas others may also show intranuclear rods, clumped filaments, cores, or fiber-type disproportion (see {255310}), all of which are nonspecific pathologic findings and not pathognomonic of a specific congenital myopathy. The spectrum of clinical phenotypes caused by mutations in ACTA1 may result from different mutations, modifying factors affecting the severity of the disorder, variability in clinical care, or a combination of these factors ({32:Nowak et al., 1999}; {23:Kaindl et al., 2004}).\n\n&lt;Subhead&gt; Genetic Heterogeneity of Nemaline Myopathy\n\nSee also NEM1 ({609284}), caused by mutation in the tropomyosin-3 gene (TPM3; {191030}) on chromosome 1q22; NEM2 ({256030}), caused by mutation in the nebulin gene (NEB; {161650}) on chromosome 2q23; NEM4 ({609285}), caused by mutation in the beta-tropomyosin gene (TPM2; {190990}) on chromosome 9p13; NEM5 ({605355}), also known as Amish nemaline myopathy, caused by mutation in the troponin T1 gene (TNNT1; {191041}) on chromosome 19q13; NEM6 ({609273}), caused by mutation in the KBTBD13 gene ({613727}) on chromosome 15q22; NEM7 ({610687}), caused by mutation in the cofilin-2 gene (CFL2; {601443}) on chromosome 14q13; NEM8 ({615348}), caused by mutation in the KLHL40 gene ({615340}), on chromosome 3p22; NEM9 ({615731}), caused by mutation in the KLHL41 gene ({607701}) on chromosome 2q31; NEM10 ({616165}), caused by mutation in the LMOD3 gene ({616112}) on chromosome 3p14; and NEM11 ({617336}), caused by mutation in the MYPN gene ({608517}) on chromosome 10q21. Several of the genes encode components of skeletal muscle sarcomeric thin filaments ({38:Sanoudou and Beggs, 2001}).\n\nMutations in the NEB gene are the most common cause of nemaline myopathy ({25:Lehtokari et al., 2006}).",[161800],"[171436, 171433, 171430, 171439]","[Severe congenital nemaline myopathy, Typical nemaline myopathy, Intermediate nemaline myopathy, Childhood-onset nemaline myopathy]","[12821, 12822, 12823, 7171]",,Nemaline myopathy 3,TRUE,FALSE,Retired
