GardID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0000377,Disorder,[Morphological anomaly],"Congenital absence/hypoplasia of fingers excluding thumb, unilateral","[Adactyly of hand, unilateral, Digits 2-5 hypodactyly, unilateral, Digits 2-5 oligodactyly, unilateral]"
GARD:0000378,Disorder,[Malformation syndrome],Johnson neuroectodermal syndrome,"[Alopecia-anosmia-conductive hearing loss-hypogonadism syndrome, Alopecia-anosmia-deafness-hypogonadism syndrome, Johnson-McMillin syndrome]"
GARD:0000379,Disorder,[Malformation syndrome],Renal tubular dysgenesis,"[Primitive renal tubule syndrome, Renotubular dysgenesis]"
GARD:0000380,Disorder,[Malformation syndrome],Knobloch syndrome,"[Knobloch-Layer syndrome, Retinal detachment-occipital encephalocele syndrome]"
GARD:0000381,Disorder,[Malformation syndrome],Arachnodactyly-abnormal ossification-intellectual disability syndrome,[Kosztolanyi syndrome]
GARD:0000383,Disorder,[Malformation syndrome],Albers-Schönberg osteopetrosis,[Osteopetrosis autosomal dominant type 2]
GARD:0000384,Disorder,[Malformation syndrome],ADULT syndrome,"[Acro-dermato-ungual-lacrimal-tooth syndrome, Pigment anomaly-ectrodactyly-hypodontia syndrome]"
GARD:0000385,Disorder,[Malformation syndrome],Zimmermann-Laband syndrome,"[Gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome, Laband syndrome]"
GARD:0000386,Disorder,[Malformation syndrome],Tetraamelia-multiple malformations syndrome,[Zimmer phocomelia]
GARD:0000387,Disorder,[Disease],Combined immunodeficiency due to ZAP70 deficiency,[Zeta-associated-protein 70 deficiency]
GARD:0000390,Disorder,[Malformation syndrome],"Endosteal hyperostosis, Worth type","[Autosomal dominant osteosclerosis, Worth type, Worth syndrome]"
GARD:0000391,Disorder,[Malformation syndrome],Osteomesopyknosis,[Axial osteosclerosis]
GARD:0000393,Disorder,[Disease],Tungiasis,
GARD:0000394,Disorder,[Malformation syndrome],Radioulnar synostosis-microcephaly-scoliosis syndrome,"[Giuffré-Tsukahara syndrome, Tsukahara syndrome]"
GARD:0000395,Disorder,[Malformation syndrome],Retinal degeneration-nanophthalmos-glaucoma syndrome,[Mackay-Shek-Carr syndrome]
GARD:0000396,Disorder,[Disease],Tularemia,
GARD:0000399,Disorder,[Malformation syndrome],"46,XX testicular disorder of sex development","[46,XX testicular DSD, De la Chapelle syndrome, XX, male syndrome]"
GARD:0000400,Disorder,[Malformation syndrome],GAPO syndrome,[Growth delay-alopecia-pseudoanodontia-optic atrophy syndrome]
GARD:0000402,Subtype of disorder,[Disease subtype],"Optic atrophy, hearing loss, and peripheral neuropathy, autosomal dominant",
GARD:0000404,Disorder,[Malformation syndrome],Osteoporosis-oculocutaneous hypopigmentation syndrome,"[Hernández-Fragoso syndrome, OOCHS]"
GARD:0000405,Disorder,[Malformation syndrome],Subaortic stenosis-short stature syndrome,[Onat syndrome]
GARD:0000406,Disorder,[Disease],Foveal hypoplasia-presenile cataract syndrome,[O'Donnell-Pappas syndrome]
GARD:0000407,Disorder,[Malformation syndrome],Ermine phenotype,"[O'Doherty syndrome, Pigmentary disorder with deafness, Pigmentary disorder with hearing loss]"
GARD:0000408,Subtype of disorder,[Clinical subtype],Short stature due to growth hormone qualitative anomaly,[Kowarski syndrome]
GARD:0000409,Disorder,[Malformation syndrome],Pachygyria-intellectual disability-epilepsy syndrome,[Kuzniecky syndrome]
GARD:0000411,Disorder,[Malformation syndrome],Sanjad-Sakati syndrome,"[HRD syndrome, Hypoparathyroidism-intellectual disability-dysmorphism syndrome, Hypoparathyroidism-short stature-intellectual disability-seizures syndrome, Richardson-Kirk syndrome, SSS]"
GARD:0000412,Disorder,[Disease],Cheilitis glandularis,
GARD:0000413,Disorder,[Malformation syndrome],Geroderma osteodysplastica,
GARD:0000414,Disorder,[Malformation syndrome],Bamforth-Lazarus syndrome,"[Athyroidal hypothyroidism-spiky hair-cleft palate syndrome, Bamforth syndrome, Hypothyroidism-cleft palate syndrome]"
GARD:0000415,Disorder,[Malformation syndrome],Pseudoprogeria syndrome,"[Absent eyebrows and eyelashes-intellectual disability syndrome, Hal-Berg-Rudolph syndrome]"
GARD:0000418,Disorder,[Disease],Pentosuria,"[Essential pentosuria, Xylitol dehydrogenase deficiency]"
GARD:0000420,Subtype of disorder,[Disease subtype],Mismatch repair cancer syndrome 1,"[Constitutional mismatch repair deficiency syndrome, childhood cancer syndrome, brain tumor-polyposis syndrome 1, mmr deficiency, turcot syndrome, btp1 syndrome, mismatch repair deficiency]"
GARD:0000424,Disorder,[Malformation syndrome],XK aprosencephaly syndrome,"[Garcia-Lurie syndrome, XK syndrome, XK-aprosencephaly]"
GARD:0000425,Disorder,[Disease],Tufted angioma,[Nakagawa angioblastoma]
GARD:0000427,Disorder,[Malformation syndrome],Ptosis-vocal cord paralysis syndrome,[Tucker syndrome]
GARD:0000428,Disorder,[Malformation syndrome],Craniofrontonasal dysplasia-Poland anomaly syndrome,[Webster-Deming syndrome]
GARD:0000429,Disorder,[Malformation syndrome],Constriction rings syndrome,"[Amniotic band sequence, Amniotic band syndrome, Congenital ring constrictions, Constriction band syndrome, Streeter dysplasia]"
GARD:0000431,Disorder,[Morphological anomaly],Microtia,
GARD:0000433,Disorder,[Disease],Apparent mineralocorticoid excess,"[11-beta-hydroxysteroid dehydrogenase deficiency type 2, Ulick syndrome]"
GARD:0000434,Subtype of disorder,[Clinical subtype],Hydrocephalus with stenosis of the aqueduct of Sylvius,"[Bickers-Adams syndrome, HSAS, X-linked HSAS, X-linked acqueductal stenosis, X-linked hydrocephalus, X-linked hydrocephalus with stenosis of aqueduct of Sylvius]"
GARD:0000435,Disorder,[Malformation syndrome],Cleft lip-retinopathy syndrome,"[Ausems-Wittebol Post-Hennekam syndrome, Cleft lip-cone rod dystrophy syndrome, Cleft lip-progressive retinopathy syndrome]"
GARD:0000436,Disorder,[Disease],Adult-onset Still disease,"[AOSD, Wissler-Fanconi syndrome]"
GARD:0000438,Disorder,[Disease],Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3,"[Alpha-sarcoglycan-related LGMD R3, Alpha-sarcoglycanopathy, Autosomal recessive limb-girdle muscular dystrophy type 2D, LGMD due to alpha-sarcoglycan deficiency, LGMD type 2D, LGMD2D, Limb-girdle muscular dystrophy due to alpha-sarcoglycan deficiency, Limb-girdle muscular dystrophy type 2D]"
GARD:0000448,Disorder,[Malformation syndrome],Vici syndrome,"[Corpus callosum agenesis-cataract-immunodeficiency syndrome, Dionisi-Vici-Sabetta-Gambarara syndrome]"
GARD:0000453,Disorder,[Disease],Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,
GARD:0000454,Disorder,[Morphological anomaly],Accessory pancreas,
GARD:0000455,Subtype of disorder,[Disease subtype],"Achalasia, familial esophageal",
GARD:0000456,Disorder,[Malformation syndrome],Achalasia-microcephaly syndrome,
GARD:0000457,Disorder,[Disease],Triple A syndrome,"[2A syndrome, 3A syndrome, 4A syndrome, AAA syndrome, Achalasia-addisonianism-alacrima syndrome, Adrenal insufficiency-achalasia-alacrima syndrome, Allgrove syndrome, Double A syndrome, Quaternary A syndrome]"
GARD:0000458,Disorder,[Disease],"Spondylometaphyseal dysplasia, A4 type",
GARD:0000459,Subtype of disorder,[Clinical subtype],Achondrogenesis type 1A,"[Achondrogenesis, Houston-Harris type]"
GARD:0000460,Subtype of disorder,[Clinical subtype],Achondrogenesis type 1B,"[Achondrogenesis, Parenti-Fraccaro type]"
GARD:0000465,Disorder,[Disease],Isovaleric acidemia,[Isovaleric acid CoA dehydrogenase deficiency]
GARD:0000467,Disorder,[Disease],Propionic acidemia,"[Ketotic hyperglycinemia, Propionic aciduria, Propionyl-CoA carboxylase deficiency]"
GARD:0000469,Disorder,[Malformation syndrome],Pyramidal molars-abnormal upper lip syndrome,[Ackerman fused molar roots syndrome]
GARD:0000475,Disorder,[Disease],Acquired prothrombin deficiency,[Acquired hypoprothrombinemia]
GARD:0000476,Disorder,[Disease],Acquired ichthyosis,
GARD:0000480,Disorder,[Malformation syndrome],Acro-renal-mandibular syndrome,[Split hand/split foot-mandibular hypoplasia syndrome]
GARD:0000484,Disorder,[Malformation syndrome],Acrofrontofacionasal dysostosis,[Richieri-Costa-Colletto syndrome]
GARD:0000491,Disorder,[Malformation syndrome],Acrodysplasia scoliosis,"[Brachydactyly-scoliosis-carpal fusion syndrome, Prata-Liberal-Goncalves syndrome]"
GARD:0000494,Disorder,[Malformation syndrome],"Acrofacial dysostosis, Catania type",[Opitz-Caltabiano syndrome]
GARD:0000496,Disorder,[Malformation syndrome],"Acrofacial dysostosis, Rodríguez type",
GARD:0000497,Disorder,[Malformation syndrome],"Acrofacial dysostosis, Weyers type","[Curry-Hall syndrome, Weyers acrodental dysostosis, Weyers acrofacial dysostosis]"
GARD:0000498,Disorder,[Malformation syndrome],Nager syndrome,"[Mandibulofacial dysostosis with preaxial limb anomalies, NAFD, Nager acrofacial dysostosis, Preaxial acrodysostosis]"
GARD:0000499,Disorder,[Malformation syndrome],"Acrofacial dysostosis, Palagonia type",
GARD:0000504,Disorder,[Disease],"Spondylometaphyseal dysplasia, Schmidt type","[Spondylometaphyseal dysplasia with severe genu valgum, Spondylometaphyseal dysplasia, Algerian type]"
GARD:0000506,Disorder,[Malformation syndrome],"Acromesomelic dysplasia, Hunter-Thompson type",[Acromesomelic dwarfism]
GARD:0000507,Disorder,[Malformation syndrome],"Acromesomelic dysplasia, Maroteaux type",
GARD:0000508,Disorder,[Malformation syndrome],Hajdu-Cheney syndrome,"[Acroosteolysis dominant type, Acroosteolysis with osteoporosis and changes in skull and mandible, Arthrodentoosteodysplasia, Cheney syndrome]"
GARD:0000512,Disorder,[Malformation syndrome],Acropectorovertebral dysplasia,[F syndrome]
GARD:0000514,Disorder,[Malformation syndrome],Acrorenal syndrome,
GARD:0000519,Disorder,[Disease],Idiopathic acute eosinophilic pneumonia,[IAEP]
GARD:0000521,Disorder,[Disease],Sweet syndrome,[Acute febrile neutrophilic dermatosis]
GARD:0000522,Group of disorders,[Clinical group],Acute lymphoblastic leukemia,"[ALL, Acute lymphoblastic leukemia/lymphoma, Acute lymphocytic leukemia, Precursor lymphoid neoplasm]"
GARD:0000524,Disorder,[Disease],Acute megakaryoblastic leukemia,"[AMKL, AML M7, Acute megakaryocytic leukemia, Acute myeloid leukemia M7]"
GARD:0000525,Disorder,[Disease],Acute monoblastic/monocytic leukemia,"[AML M5, Acute monoblastic or monocytic leukemia]"
GARD:0000526,Disorder,[Disease],Acute myeloblastic leukemia without maturation,"[AML M1, Acute myeloblastic leukemia M1]"
GARD:0000527,Disorder,[Disease],Acute myeloblastic leukemia with maturation,"[AML M2, Acute myeloblastic leukemia M2]"
GARD:0000529,Disorder,[Disease],Acute myelomonocytic leukemia,"[AML M4, AMMoL]"
GARD:0000536,Disorder,[Disease],Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),[AML with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)]
GARD:0000538,Disorder,[Disease],Acute promyelocytic leukemia,"[AML M3, AML with t(15;17)(q22;q12);(PML/RARalpha) and variants, APML, Acute myeloblastic leukemia 3, Acute myeloid leukemia with t(15;17)(q22;q12);(PML/RARalpha) and variants]"
GARD:0000540,Disorder,[Disease],Medium chain acyl-CoA dehydrogenase deficiency,"[ACADM deficiency, Carnitine deficiency secondary to medium-chain acyl-CoA dehydrogenase deficiency, MCAD deficiency, MCADD, Medium chain acyl-coenzyme A dehydrogenase deficiency]"
GARD:0000546,Disorder,[Disease],Adenine phosphoribosyltransferase deficiency,"[2,8-dihydroxyadenine urolithiasis, APRT deficiency]"
GARD:0000547,Disorder,[Disease],Adenosine monophosphate deaminase deficiency,"[AMP deaminase deficiency, Myoadenylate deaminase deficiency]"
GARD:0000550,Disorder,[Disease],Adenylosuccinate lyase deficiency,"[ADSL deficiency, Adenylosuccinase deficiency]"
GARD:0000555,Disorder,[Disease],X-linked adrenal hypoplasia congenita,"[X-linked AHC, X-linked congenital adrenal hypoplasia]"
GARD:0000558,Disorder,[Disease],Adrenocortical carcinoma,
GARD:0000559,Disorder,[Disease],Neonatal adrenoleukodystrophy,"[Intermediate PBD-ZSD, Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder, NALD]"
GARD:0000562,Disorder,[Disease],Adrenomyodystrophy,
GARD:0000564,Subtype of disorder,[Clinical subtype],Proximal spinal muscular atrophy type 4,"[SMA type 4, SMA type IV, SMA-IV, SMA4, Spinal muscular atrophy, adult form]"
GARD:0000575,Disorder,[Disease],Aicardi-Goutières syndrome,"[Encephalopathy with basal ganglia calcification, Encephalopathy with intracranial calcification and chronic lymphocytosis of cerebrospinal fluid]"
GARD:0000583,Disorder,[Malformation syndrome],Short stature-webbed neck-heart disease syndrome,[Al Gazali-Aziz-Salem syndrome]
GARD:0000584,Disorder,[Malformation syndrome],Hirschsprung disease-nail hypoplasia-dysmorphism syndrome,[Al Gazali-Donnai-Muller syndrome]
GARD:0000587,Disorder,[Malformation syndrome],Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,[Al Gazali-Nair syndrome]
GARD:0000588,Disorder,[Malformation syndrome],Alar cartilages hypoplasia-coloboma-telecanthus syndrome,
GARD:0000589,Disorder,[Malformation syndrome],Albinism-deafness syndrome,[Albinism-hearing loss syndrome]
GARD:0000592,Disorder,[Disease],Ocular albinism with late-onset sensorineural deafness,[Ocular albinism with late-onset sensorineural hearing loss]
GARD:0000594,Subtype of disorder,[Clinical subtype],Oculocutaneous albinism type 1B,"[OCA1B, Oculocutaneous albinism, Amish type, Platinum oculocutaneous albinism, Yellow oculocutaneous albinism]"
GARD:0000599,Disorder,[Malformation syndrome],Fetal alcohol syndrome,"[ARBD, ARND, Alcohol-related birth defects, Alcohol-related neurodevelopmental disorder, FAS, FASD, Fetal alcohol spectrum disorders]"
GARD:0000600,Disorder,[Disease],Glycogen storage disease due to aldolase A deficiency,"[GSD due to aldolase A deficiency, GSD type 12, GSD type XII, Glycogen storage disease type 12, Glycogen storage disease type XII, Glycogenosis due to aldolase A deficiency, Glycogenosis type 12, Glycogenosis type XII]"
GARD:0000602,Disorder,[Disease],Allergic bronchopulmonary aspergillosis,"[ABPA, Allergic aspergillosis, Hinson-Pepys disease]"
GARD:0000604,Disorder,[Disease],Autosomal dominant palmoplantar keratoderma and congenital alopecia,"[Autosomal dominant palmoplantar hyperkeratosis and congenital alopecia, PPK-CA, Stevanovic type, Palmoplantar keratoderma and congenital alopecia, Stevanovic type]"
GARD:0000605,Disorder,[Malformation syndrome],Alopecia-contractures-dwarfism-intellectual disability syndrome,[ACD-intellectual disability syndrome]
GARD:0000606,Disorder,[Malformation syndrome],Moynahan syndrome,"[Alopecia-epilepsy-intellectual disability syndrome, Moynahan type]"
GARD:0000607,Disorder,[Disease],Alopecia-epilepsy-pyorrhea-intellectual disability syndrome,[Shokeir syndrome]
GARD:0000612,Disorder,[Disease],Alopecia-intellectual disability syndrome,[Perniola-Krajewska-Carnevale syndrome]
GARD:0000613,Disorder,[Disease],Alopecia totalis,
GARD:0000614,Disorder,[Disease],Alopecia universalis,
GARD:0000617,Disorder,[Disease],Oxoglutaric aciduria,[Alpha-ketoglutarate dehydrogenase deficiency]
GARD:0000621,Disorder,[Disease],Alpha-thalassemia,
GARD:0000624,Subtype of disorder,[Clinical subtype],Autosomal dominant Alport syndrome,
GARD:0000625,Subtype of disorder,[Clinical subtype],Autosomal recessive Alport syndrome,
GARD:0000634,Disorder,[Disease],Leber congenital amaurosis,[Amaurosis congenita of Leber]
GARD:0000635,Subtype of disorder,[Disease subtype],Leber congenital amaurosis 1,"[lca, retinal blindness, congenital, Amaurosis congenita of leber i]"
GARD:0000636,Subtype of disorder,[Disease subtype],Leber congenital amaurosis 2,[Amaurosis congenita of leber ii]
GARD:0000637,Disorder,[Disease],Amaurosis-hypertrichosis syndrome,
GARD:0000640,Disorder,[Disease],Congenital amegakaryocytic thrombocytopenia,[CAMT]
GARD:0000645,Subtype of disorder,[Clinical subtype],Hypoplastic amelogenesis imperfecta,[Amelogenesis imperfecta type 1]
GARD:0000646,Disorder,[Malformation syndrome],Enamel-renal syndrome,[Amelogenesis imperfecta-nephrocalcinosis syndrome]
GARD:0000647,Disorder,[Malformation syndrome],Amelo-onycho-hypohidrotic syndrome,"[Ameloonychohypohidrotic ectodermal dysplasia, Ameloonychohypohidrotic syndrome]"
GARD:0000654,Disorder,[Biological anomaly],Beta-mercaptolactate cysteine disulfiduria,"[3-mercaptopyruvate sulfurtransferase deficiency, Ampola syndrome, MCDU]"
GARD:0000664,Disorder,[Disease],Anaplastic thyroid carcinoma,
GARD:0000668,Disorder,[Disease],X-linked sideroblastic anemia and spinocerebellar ataxia,"[Pagon-Bird-Detter syndrome, X-linked sideroblastic anemia with ataxia, XLSA-A]"
GARD:0000670,Disorder,[Morphological anomaly],Aneurysm of sinus of Valsalva,
GARD:0000671,Disorder,[Malformation syndrome],Angel-shaped phalango-epiphyseal dysplasia,[ASPED]
GARD:0000676,Disorder,[Disease],Hereditary neurocutaneous malformation,
GARD:0000683,Disorder,[Disease],Angiostrongyliasis,
GARD:0000685,Disorder,[Malformation syndrome],Aniridia-absent patella syndrome,
GARD:0000689,Disorder,[Malformation syndrome],Aniridia-ptosis-intellectual disability-familial obesity syndrome,
GARD:0000690,Disorder,[Malformation syndrome],Aniridia-renal agenesis-psychomotor retardation syndrome,[Sommer-Rathbun-Battles syndrome]
GARD:0000693,Disorder,[Disease],Anisakiasis,
GARD:0000696,Subtype of disorder,[Clinical subtype],Ankyloblepharon filiforme adnatum-cleft palate syndrome,
GARD:0000697,Subtype of disorder,[Clinical subtype],Ankyloblepharon filiforme adnatum-imperforate anus syndrome,[Aughton-Hufnagle syndrome]
GARD:0000701,Disorder,[Malformation syndrome],Dental ankylosis,[Ankylosis of teeth]
GARD:0000705,Disorder,[Morphological anomaly],Annular pancreas,
GARD:0000710,Subtype of disorder,[Clinical subtype],Anonychia-onychodystrophy syndrome,
GARD:0000713,Disorder,[Malformation syndrome],Matthew-Wood syndrome,"[Anophthalmia-pulmonary hypoplasia syndrome, PDAC syndrome, Pulmonary hypoplasia-diaphragmatic hernia-anophthalmia-cardiac defect syndrome, Spear syndrome]"
