GardId,GardName,Synonyms
"""GARD:0000436""",adult-onset still disease,"['aosd', 'wissler-fanconi syndrome']"
"""GARD:0000438""",alpha-sarcoglycan-related limb-girdle muscular dystrophy r3,"['alpha-sarcoglycan-related lgmd r3', 'alpha-sarcoglycanopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2d', 'lgmd due to alpha-sarcoglycan deficiency', 'lgmd type 2d', 'lgmd2d', 'limb-girdle muscular dystrophy due to alpha-sarcoglycan deficiency', 'limb-girdle muscular dystrophy type 2d']"
"""GARD:0000448""",vici syndrome,"['corpus callosum agenesis-cataract-immunodeficiency syndrome', 'dionisi-vici-sabetta-gambarara syndrome']"
"""GARD:0000453""",acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,[]
"""GARD:0000454""",accessory pancreas,[]
"""GARD:0000455""","achalasia, familial esophageal",[]
"""GARD:0000456""",achalasia-microcephaly syndrome,[]
"""GARD:0000457""",triple a syndrome,"['2a syndrome', '3a syndrome', '4a syndrome', 'aaa syndrome', 'achalasia-addisonianism-alacrima syndrome', 'adrenal insufficiency-achalasia-alacrima syndrome', 'allgrove syndrome', 'double a syndrome', 'quaternary a syndrome']"
"""GARD:0000458""","spondylometaphyseal dysplasia, a4 type",[]
"""GARD:0000459""",achondrogenesis type 1a,['achondrogenesis; houston-harris type']
"""GARD:0000460""",achondrogenesis type 1b,['achondrogenesis; parenti-fraccaro type']
"""GARD:0000465""",isovaleric acidemia,['isovaleric acid coa dehydrogenase deficiency']
"""GARD:0000467""",propionic acidemia,"['ketotic hyperglycinemia', 'propionic aciduria', 'propionyl-coa carboxylase deficiency']"
"""GARD:0000469""",pyramidal molars-abnormal upper lip syndrome,['ackerman fused molar roots syndrome']
"""GARD:0000475""",acquired prothrombin deficiency,['acquired hypoprothrombinemia']
"""GARD:0000476""",acquired ichthyosis,[]
"""GARD:0000480""",acro-renal-mandibular syndrome,['split hand/split foot-mandibular hypoplasia syndrome']
"""GARD:0000484""",acrofrontofacionasal dysostosis,['richieri-costa-colletto syndrome']
"""GARD:0000491""",acrodysplasia scoliosis,"['brachydactyly-scoliosis-carpal fusion syndrome', 'prata-liberal-goncalves syndrome']"
"""GARD:0000494""","acrofacial dysostosis, catania type",['opitz-caltabiano syndrome']
"""GARD:0000496""","acrofacial dysostosis, rodríguez type",[]
"""GARD:0000497""","acrofacial dysostosis, weyers type","['curry-hall syndrome', 'weyers acrodental dysostosis', 'weyers acrofacial dysostosis']"
"""GARD:0000498""",nager syndrome,"['mandibulofacial dysostosis with preaxial limb anomalies', 'nafd', 'nager acrofacial dysostosis', 'preaxial acrodysostosis']"
"""GARD:0000499""","acrofacial dysostosis, palagonia type",[]
"""GARD:0000504""","spondylometaphyseal dysplasia, schmidt type","['spondylometaphyseal dysplasia with severe genu valgum', 'spondylometaphyseal dysplasia; algerian type']"
"""GARD:0000506""","acromesomelic dysplasia, hunter-thompson type",['acromesomelic dwarfism']
"""GARD:0000507""","acromesomelic dysplasia, maroteaux type",[]
"""GARD:0000508""",hajdu-cheney syndrome,"['acroosteolysis dominant type', 'acroosteolysis with osteoporosis and changes in skull and mandible', 'arthrodentoosteodysplasia', 'cheney syndrome']"
"""GARD:0000512""",acropectorovertebral dysplasia,['f syndrome']
"""GARD:0000514""",acrorenal syndrome,[]
"""GARD:0000519""",idiopathic acute eosinophilic pneumonia,['iaep']
"""GARD:0000521""",sweet syndrome,['acute febrile neutrophilic dermatosis']
"""GARD:0000522""",acute lymphoblastic leukemia,"['all', 'acute lymphoblastic leukemia/lymphoma', 'acute lymphocytic leukemia', 'precursor lymphoid neoplasm']"
"""GARD:0000524""",acute megakaryoblastic leukemia,"['amkl', 'aml m7', 'acute megakaryocytic leukemia', 'acute myeloid leukemia m7']"
"""GARD:0000525""",acute monoblastic/monocytic leukemia,"['aml m5', 'acute monoblastic or monocytic leukemia']"
"""GARD:0000526""",acute myeloblastic leukemia without maturation,"['aml m1', 'acute myeloblastic leukemia m1']"
"""GARD:0000527""",acute myeloblastic leukemia with maturation,"['aml m2', 'acute myeloblastic leukemia m2']"
"""GARD:0000529""",acute myelomonocytic leukemia,"['aml m4', 'ammol']"
"""GARD:0000536""",acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),['aml with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)']
"""GARD:0000538""",acute promyelocytic leukemia,"['aml m3', 'aml with t(15;17)(q22;q12);(pml/raralpha) and variants', 'apml', 'acute myeloblastic leukemia 3', 'acute myeloid leukemia with t(15;17)(q22;q12);(pml/raralpha) and variants']"
"""GARD:0000540""",medium chain acyl-coa dehydrogenase deficiency,"['acadm deficiency', 'carnitine deficiency secondary to medium-chain acyl-coa dehydrogenase deficiency', 'mcad deficiency', 'mcadd', 'medium chain acyl-coenzyme a dehydrogenase deficiency']"
"""GARD:0000546""",adenine phosphoribosyltransferase deficiency,"['2;8-dihydroxyadenine urolithiasis', 'aprt deficiency']"
"""GARD:0000547""",adenosine monophosphate deaminase deficiency,"['amp deaminase deficiency', 'myoadenylate deaminase deficiency']"
"""GARD:0000550""",adenylosuccinate lyase deficiency,"['adsl deficiency', 'adenylosuccinase deficiency']"
"""GARD:0000555""",x-linked adrenal hypoplasia congenita,"['x-linked ahc', 'x-linked congenital adrenal hypoplasia']"
"""GARD:0000558""",adrenocortical carcinoma,[]
"""GARD:0000559""",neonatal adrenoleukodystrophy,"['intermediate pbd-zsd', 'intermediate peroxisome biogenesis disorder-zellweger spectrum disorder', 'nald']"
"""GARD:0000562""",adrenomyodystrophy,[]
"""GARD:0000564""",proximal spinal muscular atrophy type 4,"['sma type 4', 'sma type iv', 'sma-iv', 'sma4', 'spinal muscular atrophy; adult form']"
"""GARD:0000575""",aicardi-goutières syndrome,"['encephalopathy with basal ganglia calcification', 'encephalopathy with intracranial calcification and chronic lymphocytosis of cerebrospinal fluid']"
"""GARD:0000583""",short stature-webbed neck-heart disease syndrome,['al gazali-aziz-salem syndrome']
"""GARD:0000584""",hirschsprung disease-nail hypoplasia-dysmorphism syndrome,['al gazali-donnai-muller syndrome']
"""GARD:0000587""",osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,['al gazali-nair syndrome']
"""GARD:0000588""",alar cartilages hypoplasia-coloboma-telecanthus syndrome,[]
"""GARD:0000589""",albinism-deafness syndrome,['albinism-hearing loss syndrome']
"""GARD:0000592""",ocular albinism with late-onset sensorineural deafness,['ocular albinism with late-onset sensorineural hearing loss']
"""GARD:0000594""",oculocutaneous albinism type 1b,"['oca1b', 'oculocutaneous albinism; amish type', 'platinum oculocutaneous albinism', 'yellow oculocutaneous albinism']"
"""GARD:0000599""",fetal alcohol syndrome,"['arbd', 'arnd', 'alcohol-related birth defects', 'alcohol-related neurodevelopmental disorder', 'fas', 'fasd', 'fetal alcohol spectrum disorders']"
"""GARD:0000600""",glycogen storage disease due to aldolase a deficiency,"['gsd due to aldolase a deficiency', 'gsd type 12', 'gsd type xii', 'glycogen storage disease type 12', 'glycogen storage disease type xii', 'glycogenosis due to aldolase a deficiency', 'glycogenosis type 12', 'glycogenosis type xii']"
"""GARD:0000602""",allergic bronchopulmonary aspergillosis,"['abpa', 'allergic aspergillosis', 'hinson-pepys disease']"
"""GARD:0000604""",autosomal dominant palmoplantar keratoderma and congenital alopecia,"['autosomal dominant palmoplantar hyperkeratosis and congenital alopecia', 'ppk-ca; stevanovic type', 'palmoplantar keratoderma and congenital alopecia; stevanovic type']"
"""GARD:0000605""",alopecia-contractures-dwarfism-intellectual disability syndrome,['acd-intellectual disability syndrome']
"""GARD:0000606""",moynahan syndrome,['alopecia-epilepsy-intellectual disability syndrome; moynahan type']
"""GARD:0000607""",alopecia-epilepsy-pyorrhea-intellectual disability syndrome,['shokeir syndrome']
"""GARD:0000612""",alopecia-intellectual disability syndrome,['perniola-krajewska-carnevale syndrome']
"""GARD:0000613""",alopecia totalis,[]
"""GARD:0000614""",alopecia universalis,[]
"""GARD:0000617""",oxoglutaric aciduria,['alpha-ketoglutarate dehydrogenase deficiency']
"""GARD:0000621""",alpha-thalassemia,[]
"""GARD:0000624""",autosomal dominant alport syndrome,[]
"""GARD:0000625""",autosomal recessive alport syndrome,[]
"""GARD:0000634""",leber congenital amaurosis,['amaurosis congenita of leber']
"""GARD:0000635""",leber congenital amaurosis 1,"['lca', 'retinal blindness; congenital', 'amaurosis congenita of leber i']"
"""GARD:0000636""",leber congenital amaurosis 2,['amaurosis congenita of leber ii']
"""GARD:0000637""",amaurosis-hypertrichosis syndrome,[]
"""GARD:0000640""",congenital amegakaryocytic thrombocytopenia,['camt']
"""GARD:0000645""",hypoplastic amelogenesis imperfecta,['amelogenesis imperfecta type 1']
"""GARD:0000646""",enamel-renal syndrome,['amelogenesis imperfecta-nephrocalcinosis syndrome']
"""GARD:0000647""",amelo-onycho-hypohidrotic syndrome,"['ameloonychohypohidrotic ectodermal dysplasia', 'ameloonychohypohidrotic syndrome']"
"""GARD:0000654""",beta-mercaptolactate cysteine disulfiduria,"['3-mercaptopyruvate sulfurtransferase deficiency', 'ampola syndrome', 'mcdu']"
"""GARD:0000664""",anaplastic thyroid carcinoma,[]
"""GARD:0000668""",x-linked sideroblastic anemia and spinocerebellar ataxia,"['pagon-bird-detter syndrome', 'x-linked sideroblastic anemia with ataxia', 'xlsa-a']"
"""GARD:0000670""",aneurysm of sinus of valsalva,[]
"""GARD:0000671""",angel-shaped phalango-epiphyseal dysplasia,['asped']
"""GARD:0000676""",hereditary neurocutaneous malformation,[]
"""GARD:0000683""",angiostrongyliasis,[]
"""GARD:0000685""",aniridia-absent patella syndrome,[]
"""GARD:0000689""",aniridia-ptosis-intellectual disability-familial obesity syndrome,[]
"""GARD:0000690""",aniridia-renal agenesis-psychomotor retardation syndrome,['sommer-rathbun-battles syndrome']
"""GARD:0000693""",anisakiasis,[]
"""GARD:0000696""",ankyloblepharon filiforme adnatum-cleft palate syndrome,[]
"""GARD:0000697""",ankyloblepharon filiforme adnatum-imperforate anus syndrome,['aughton-hufnagle syndrome']
"""GARD:0000701""",dental ankylosis,['ankylosis of teeth']
"""GARD:0000705""",annular pancreas,[]
"""GARD:0000710""",anonychia-onychodystrophy syndrome,[]
"""GARD:0000713""",matthew-wood syndrome,"['anophthalmia-pulmonary hypoplasia syndrome', 'pdac syndrome', 'pulmonary hypoplasia-diaphragmatic hernia-anophthalmia-cardiac defect syndrome', 'spear syndrome']"
"""GARD:0000717""",anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,['cassia stocco dos santos syndrome']
"""GARD:0000719""",anophthalmia plus syndrome,"['fryns microphthalmia syndrome', 'microphthalmia with facial clefting']"
"""GARD:0000722""",microphthalmia with limb anomalies,"['anophthalmia-syndactyly syndrome', 'oas', 'ophthalmoacromelic syndrome', 'waardenburg anophthalmia syndrome']"
"""GARD:0000730""",anti-hla hyperimmunization,[]
"""GARD:0000731""",congenital alpha2-antiplasmin deficiency,[]
"""GARD:0000735""",antisynthetase syndrome,"['as syndrome', 'anti-jo1 syndrome']"
"""GARD:0000738""",congenital aortopulmonary window,"['congenital aortopulmonary artery fistula', 'congenital aortopulmonary septal defect']"
"""GARD:0000739""",aortic arch anomaly-facial dysmorphism-intellectual disability syndrome,[]
"""GARD:0000740""",aortic arch interruption,[]
"""GARD:0000741""",aortic arch defects,[]
"""GARD:0000743""",supravalvular aortic stenosis,['svas']
"""GARD:0000748""",aphalangy-syndactyly-microcephaly syndrome,[]
"""GARD:0000753""",aplasia cutis congenita-intestinal lymphangiectasia syndrome,['bronspiegel-zelnick syndrome']
"""GARD:0000756""",aplasia cutis-myopia syndrome,['gershoni-baruch-leibo syndrome']
"""GARD:0000759""",familial apolipoprotein c-ii deficiency,"['familial apoc2 deficiency', 'familial apoc-ii deficiency']"
"""GARD:0000764""",arachnodactyly-intellectual disability-dysmorphism syndrome,['de die-smulders-vles-fryns syndrome']
"""GARD:0000770""",aromatic l-amino acid decarboxylase deficiency,['aadc deficiency']
"""GARD:0000774""",arterial tortuosity syndrome,['ats']
"""GARD:0000777""",arthrogryposis multiplex congenita,"['amc', 'multiple congenital arthrogryposis']"
"""GARD:0000784""",arthrogryposis-like hand anomaly-sensorineural deafness syndrome,"['arthrogryposis-like hand anomaly-sensorineural hearing loss syndrome', 'distal arthrogryposis type 6']"
"""GARD:0000786""",distal arthrogryposis,[]
"""GARD:0000787""",distal arthrogryposis type 1,['da1']
"""GARD:0000790""",neurogenic arthrogryposis multiplex congenita,[]
"""GARD:0000792""",arthrogryposis multiplex congenita-whistling face syndrome,['illum syndrome']
"""GARD:0000794""",arthrogryposis-renal dysfunction-cholestasis syndrome,['arc syndrome']
"""GARD:0000802""",atrioventricular septal defect,"['avsd', 'atrioventricular canal defect']"
"""GARD:0000804""",alagille syndrome,"['alagille-watson syndrome', 'arteriohepatic dysplasia', 'syndromic bile duct paucity']"
"""GARD:0000806""",spastic paraplegia-facial-cutaneous lesions syndrome,['bahemuka-brown syndrome']
"""GARD:0000809""",balantidiasis,"['balantidiosis', 'ciliary dysentery']"
"""GARD:0000812""",bangstad syndrome,['ataxia-diabetes-goiter-gonadal insufficiency syndrome']
"""GARD:0000813""",banki syndrome,[]
"""GARD:0000816""",orofaciodigital syndrome type 4,"['baraitser-burn syndrome', 'mohr-majewski syndrome', 'ofd4', 'oral-facial-digital syndrome type 4']"
"""GARD:0000819""",barber-say syndrome,['hypertrichosis-atrophic skin-ectropion-macrostomia syndrome']
"""GARD:0000820""",bardet-biedl syndrome 1,[]
"""GARD:0000821""",bardet-biedl syndrome 2,[]
"""GARD:0000822""",bardet-biedl syndrome 3,[]
"""GARD:0000823""",bardet-biedl syndrome 4,[]
"""GARD:0000824""",immunodeficiency by defective expression of mhc class ii,"['bare lymphocyte syndrome type 2', 'mhc class ii deficiency']"
"""GARD:0000826""",frontometaphyseal dysplasia,[]
"""GARD:0000835""",congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,['bassoe syndrome']
"""GARD:0000836""",epilepsy-microcephaly-skeletal dysplasia syndrome,['battaglia-neri syndrome']
"""GARD:0000838""",bazex-dupré-christol syndrome,"['bdcs', 'follicular atrophoderma and basal cell carcinomas']"
"""GARD:0000842""",ankylosing vertebral hyperostosis with tylosis,[]
"""GARD:0000844""","myotonia congenita, autosomal recessive","['becker disease', 'myotonia; generalized']"
"""GARD:0000846""",beemer-ertbruggen syndrome,['lethal hydrocephalus-cardiac malformation-dense bones syndrome']
"""GARD:0000848""",behçet disease,[]
"""GARD:0000853""",cloverleaf skull-asphyxiating thoracic dysplasia syndrome,['benallegue-lacete syndrome']
"""GARD:0000856""","seizures, benign familial infantile, 1",[]
"""GARD:0000857""",benign familial infantile epilepsy,"['bfie', 'bfis', 'benign familial infantile convulsions', 'benign familial infantile seizures']"
"""GARD:0000860""",cryptorchidism-arachnodactyly-intellectual disability syndrome,['van benthem-driessen-hanveld syndrome']
"""GARD:0000867""",chronic beryllium disease,"['berylliosis', 'chronic berylliosis', 'chronic beryllium lung disease']"
"""GARD:0000869""",beta-mannosidosis,['beta-mannosidase deficiency']
"""GARD:0000871""",beta-thalassemia,[]
"""GARD:0000872""",beta-ketothiolase deficiency,"['3-ketothiolase deficiency', '3-oxothiolase deficiency', 'alpha methylacetoacetic aciduria', 'alpha-methyl-acetoacetyl-coa thiolase deficiency', 'mitochondrial acetoacetyl-coenzyme a thiolase deficiency', 't2 deficiency']"
"""GARD:0000873""",bethlem myopathy,['benign autosomal dominant myopathy']
"""GARD:0000882""",biemond syndrome type 2,['hypogonadism-short stature-coloboma-preaxial polydactyly syndrome']
"""GARD:0000884""",bifid nose,[]
"""GARD:0000893""",fallot complex-intellectual disability-growth delay syndrome,['bindewald-ulmer-müller syndrome']
"""GARD:0000894""",biotinidase deficiency,"['juvenile-onset multiple carboxylase deficiency', 'late-onset multiple carboxylase deficiency']"
"""GARD:0000895""","microcephalic primordial dwarfism, montreal type",['bird-headed dwarfism; montreal type']
"""GARD:0000897""",hypertelorism-microtia-facial clefting syndrome,"['bixler-christian-gorlin syndrome', 'hmc syndrome']"
"""GARD:0000905""",blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome,['frydman-cohen-karmon syndrome']
"""GARD:0000912""",blepharoptosis-myopia-ectopia lentis syndrome,[]
"""GARD:0000914""",blomstrand lethal chondrodysplasia,"['blc', 'bocd', 'blomstrand chondrodysplasia', 'blomstrand osteochondrodysplasia', 'chondrodysplasia; blomstrand type']"
"""GARD:0000915""",bloom syndrome,['bsyn']
"""GARD:0000916""",blount disease,"['infantile tibia vara', 'osteochondrosis deformans tibiae', 'tibia vara blount']"
