,Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key,GardName,GardId,Orphan
72,"(1-{2-[(3S,4R)-1-[(3R,4R)-1-cyclopentyl-3-fluoro-4-(4-methoxyphenyl)pyrrolidine-3-carbonyl]-4-(methoxymethyl)pyrrolidin-3-yl]-5-(trifluoromethyl)phenyl}piperidine-4-caroxylic acid-phosphoric acid (1/1)",,6/8/2020,treatment of cutaneous variants of porphyria (which includes treatment and prevention of cutaneous manifestations of disease),Designated,,Not FDA Approved for Orphan Indication,,,,,"Mitsubishi Tanabe Pharma Development America, Inc.",525 Washington Blvd,Suite 400,Jersey City,New Jersey,' 07310 ' ,United States,645518,porphyria,"""gard:0010353""",
73,"(13E,14E,22R,6R)-35-fluoro-6-methyl-7-aza-1(5,3)-pyrazolo[1,5-a]pyrimidina-3(3,2)-pyridina-2(1,2)-pyrrolidinacyclooctaphan-8-one",,9/24/2018,treatment of solid tumors with neurotrophic tyrosine receptor kinase (ntrk)-fusion proteins,Designated/Designation Withdrawn or Revoked,12/1/2021,Not FDA Approved for Orphan Indication,,,,,"Bayer Healthcare Pharmaceuticals, Inc.",100 Bayer Blvd.,,Whippany,New Jersey,' 07981 ' ,United States,651318,,,
74,"(1E, 4E, 6E)-1-(3, 5-dimethoxyphenyl)- 7-(4-hydroxy-3, 5dimethoxyphenyl) hepta- 1, 4, 6-trien-3-one",,3/31/2022,treatment of acute myeloid leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,Agastiya Biotech,5256 South Mission Road,Suite 132,Bonsall,California,' 92003 ' ,United States,870822,acute myeloid leukemia,"""gard:0012757""",
75,"(1E, 4E, 6E)-1-(3, 5-dimethoxyphenyl)-7-(4-hydroxy-3, 5 dimethoxyphenyl) hepta-1, 4, 6-trien-3-one",,3/31/2022,treatment of pancreatic cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,Agastiya Biotech,5256 South Mission Road,Suite 132,Bonsall,California,' 92003 ' ,United States,870922,,,
76,"(1E,4E,6E)-1-(3,5-dimethoxyphenyl)-7-(4-hydroxy-3,5dimethoxyphenyl)hepta-1,4,6-trien-3-one",,5/16/2022,treatment of glioblastoma,Designated,,Not FDA Approved for Orphan Indication,,,,,Agastiya Biotech,"5256 South Mission Road, Suite 132",,Bonsall,California,' 92003 ' ,United States,876722,glioblastoma,"""gard:0002491""",
77,"(1E,6E)-1,7-Bis(3,4-dimethoxyphenyl)-4-cyclobutylmethyl-1,6-heptadiene-3,5-dione and [(1E,4Z,6E)-4-(cyclobutylmethyl)-1,7-bis(3,4-dimethoxyphenyl)-5-hydroxyhepta-1,4,6-trien-3-one]",,8/23/2019,treatment of glioblastoma,Designated,,Not FDA Approved for Orphan Indication,,,,,Allianz Pharmascience Limited,"7F-2, No. 77, Section 2, Duan Hua",,South Road,Taipei,' ' ,Taiwan,704319,glioblastoma,"""gard:0002491""",
78,"(1E,6E)-1,7-Bis(3,4-dimethoxyphenyl)-4-cyclobutylmethyl-1,6-heptadiene-3,5-dione and [(1E,4Z,6E)-4-(cyclobutylmethyl)-1,7-bis(3,4-dimethoxyphenyl)-5-hydroxyhepta-1,4,6-trien-3-one]",,9/24/2019,treatment of spinocerebellar ataxia,Designated,,Not FDA Approved for Orphan Indication,,,,,AnnJi Pharmaceutical Co. Ltd.,"B405, 4F., No. 18, Siyuan, St.,",Zhongzheng Dist,Taipei City,,' 10087 ' ,Taiwan,701819,,,
79,"(1E,6E)-1,7-Bis(3,4-dimethoxyphenyl)-4-cyclobutylmethyl-1,6-heptadiene-3,5-dione OR [(1E,4Z,6E)-4-(cyclobutylmethyl)-1,7-bis(3,4-dimethoxyphenyl)-5-hydroxyhepta-1,4,6-trien-3-one]",,5/14/2019,treatment of huntington’s disease,Designated,,Not FDA Approved for Orphan Indication,,,,,AnnJi Pharmaceutical Co. Ltd.,"B405, 4F., No. 18, Siyuan St.",Zhongzheng District,Taipai City,,' 10087 ' ,Taiwan,686419,,,
80,"(1R,2R)-1,2-cyclohexane-diaminepyrophosphato-platinum(II)",,11/22/2017,treatment of multiple myeloma,Designated,,Not FDA Approved for Orphan Indication,,,,,Phosplatin Therapeutics LLC,1350 6th Avenue,3rd Floor,New York,New York,' 10019 ' ,United States,613617,multiple myeloma,"""gard:0007108""",
81,"(1R,2R)-1,2-cyclohexane-diaminepyrophosphato-platinum(II)",,10/25/2018,treatment of thymoma and thymic carcinoma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Promontory Therapeutics, Inc.",1350 6th Avenue,3rd Floor,New York,New York,' 10019 ' ,United States,654818,thymic carcinoma,"""gard:0019695""",
82,"(1R,3R,4R,5S)-3-O-[2-O-benzoyl-3-O-(sodium(2S)-3-cyclohexyl-propanoate-",,2/17/2009,treatment of vaso-occlusive crisis in patients with sickle cell disease.,Designated,,Not FDA Approved for Orphan Indication,,,,,"GlycoMimetics, Inc.",9708 Medical Center Drive,,Rockville,Maryland,' 20850 ' ,United States,274608,,,
83,"(1R,3S,5R)-2-(2-(3-acetyl-5-(2-methylpyrimidin-5-yl)-1H-indazol-1-yl)acetyl)-N-(6-bromo-3-methylpyridin-2-yl)-5-methyl-2-azabicyclo[3.1.0]hexane-3-carboxamide",,2/8/2021,treatment of patients with paroxysmal nocturnal hemoglobinuria (pnh),Designated/Designation Withdrawn or Revoked,4/25/2024,Not FDA Approved for Orphan Indication,,,,,Alexion Pharmaceuticals Inc.,121 Seaport Blvd,,Boston,Massachusetts,' 02210 ' ,United States,722519,paroxysmal nocturnal hemoglobinuria,"""gard:0007337""",
84,"(1S)-1-(9-deazahypoxanthin-9-yl)-1,4-dideoxy-1,4-imino-D-ribitol-hydrochloride",,8/10/2004,"treatment of chronic lymphocytic leukemia and related leukemias to include prolymphocytic leukemia, adult t-cell leukemia, and hairy cell leukemia",Designated,,Not FDA Approved for Orphan Indication,,,,,Mundipharma Research Ltd.,Cambridge Science Park,,Cambridge CB4 0GW,,' ' ,United Kingdom,190504,,,
85,"(1S)-1-(9-deazahypoxanthin-9-yl)-1,4-dideoxy-1,4-imino-D-ribitol-hydrochloride",,1/29/2004,treatment of t-cell non-hodgkin's lymphoma,Designated,,Not FDA Approved for Orphan Indication,,,,,Mundipharma Research Limited,Cambridge Science Park,Cambridge CB4 0GW,England,,' ' ,United Kingdom,172403,lymphoma,"""gard:0020548""",
86,"(1S)-1-(9-deazahypoxanthin-9-yl)-1,4-dideoxy-1,4-imino-D-ribitol-hydrochloride",,8/13/2004,treatment of acute lymphoblastic leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,Mundipharma Research Limited,Cambridge Science Park,Cambridge CB4 0GW,England,,' ' ,United Kingdom,190404,acute lymphoblastic leukemia,"""gard:0000522""",
87,"(1S)-6-chloro-1,3,4,9-tetrahydro-1-(4-methoxyphenyl)-2H-pyrido[3,4-b]indole-2-carboxylic acid, 4-chlorophenyl ester",,1/27/2020,treatment of acute myeloid leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,"PTC Therapeutics, Inc.",100 Corporate Court,,South Plainfield,New Jersey,' 07080 ' ,United States,720919,acute myeloid leukemia,"""gard:0012757""",
88,"(1S, 2S, 3R, 4R)-3-(5-Fluoro-2-(3-methyl-4-(4-methylpiperazin-1-yl)-phenylamino)-pyrimidin-4-ylamino)bicycle[2.2.1]hept-5-ene-2-carboxamide benzoate",,1/19/2010,treatment of acute myeloid leukemia,Designated/Designation Withdrawn or Revoked,,Not FDA Approved for Orphan Indication,,,,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,299109,acute myeloid leukemia,"""gard:0012757""",
89,"(1S, 4R, 5R, 7S)-3, 4-dibenzyl-2-oxo-6, 8-dioxa- 3-azabyciclo [3.2.1] octane-7-carboxylic acid-L-lysine",,11/30/2018,treatment of neurotrophic keratopathy,Designated,,Not FDA Approved for Orphan Indication,,,,,"Recordati Rare Diseases, SARL","Immeuble le ""Wilson""",70 Avenue du General de Gaulle,Puteaux,,' ' ,France,662818,neurotrophic keratopathy,"""gard:0019878""",
90,"(1S,15S,16R,17R,18S,19E,21E,23E,25E,27E,29E,31E)-33-(((2S,3S,4S,6R)-4-amino-3,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-1,3,4,7,9,11,17,37-octahydroxy-15,16,18,36-tetramethyl-14,39-dioxabicyclo[33. 3.1] nonatriaconta-19,21,23,25,27,29,31-heptaen-13-one",,6/24/2021,treatment of invasive aspergillosis,Designated,,Not FDA Approved for Orphan Indication,,,,,Biosergen AS,7092 Tiller,,Trondheim,,' PB 217 ' ,Norway,803420,aspergillosis,"""gard:0005856""",
91,"(1S,3S)-3-((2-methyl-6-(1-methyl-5-(((methyl(propyl)carbamoyl)oxy)methyl)-1H-1,2,3-triazol-4-yl)pyridin-3-yl)oxy)cyclohexane-1-carboxylic acid",,12/17/2018,treatment of idiopathic pulmonary fibrosis,Designated,,Not FDA Approved for Orphan Indication,,,,,Bristol-Myers Squibb Company,P.O. Box 4000,3551 Lawrenceville Road,Princeton,New Jersey,' 08540 ' ,United States,668018,idiopathic pulmonary fibrosis,"""gard:0008609""",
92,"(1S,3S)-3-amino-4-(difluoromethylene)cyclopentanecarboxylic acid hydrochloride, (1S,3S)-3-amino-4-difluoromethylenyl-1-cyclopentanoic acid hydrochloride",,9/15/2010,treatment of infantile spasms,Designated,,Not FDA Approved for Orphan Indication,,,,,"Catalyst Pharmaceuticals, Inc.",355 Alhambra Circle,Suite 1250,Coral Gables,Florida,' 33134 ' ,United States,300410,,,
93,"(2'R,3'S)-2'-hydroxy-N-carboxy-3'-amino-5'-methyl-hexanoic,N-tert-butyl ester, 13 ester 5B-20-epoxy-1B,2a,4a,7B,9a,10a,13a-heptahydroxy-4,10-diacetate-2-benzoate-(1""S)-7,9-acrolein acetal-11(15-1)-abeotaxane",,6/23/2014,treatment of progressive supranuclear palsy,Designated,,Not FDA Approved for Orphan Indication,,,,,"Cortice Biosciences, Inc.",1345 Avenue of the Americas,42nd Floor,New York,New York,' 10105 ' ,United States,436014,progressive supranuclear palsy,"""gard:0007471""",
94,"(2,2-diphenyl-tetrahydro-furan-3-yl-methyl)-dimethylamine hydrochloride",,5/18/2016,treatment of rett syndrome.,Designated,,Not FDA Approved for Orphan Indication,,,,,Anavex Life Sciences Corporation,51 West 52nd Street,7th Floor,New York,New York,' 10019 ' ,United States,520816,rett syndrome,"""gard:0005696""",
95,(2-((2-chlorophenyl)(phenyl)amino)-N-(7-(hydroxyamino)-7-oxoheptyl)pyrimidine-5-carboxamide),,11/29/2016,treatment of multiple myeloma,Designated/Designation Withdrawn or Revoked,4/30/2024,Not FDA Approved for Orphan Indication,,,,,"Acetylon Pharmaceuticals, Inc. (Celgene Subsidiary)",86 Morris Avenue,,Summit,New Jersey,' 07901 ' ,United States,544316,multiple myeloma,"""gard:0007108""",
96,"(2-(2-chlorophenyl)-4-[3-(dimethylamino)phenyl]-5-methyl-1h-pyrazolo [4,3-c] pyridine-3,6(2h,5h)-dione)",,10/14/2015,treatment of systemic sclerosis.,Designated,,Not FDA Approved for Orphan Indication,,,,,Calliditas Therapeutics Suisse SA,Chemin des Aulx 16,,Plan-les-Ouates,,' 1228 ' ,Switzerland,493115,systemic sclerosis,"""gard:0009748""",
97,"(2-(6-(2-(4-cyclopropylpyrimidin-5-yl)-4-fluorophenoxy)-1,2,4-triazin-5-yl)-2,7-diazaspiro[3.5]nonan-7-yl)((1S,3aR,6aS)-octahydrocyclopenta[c]pyrrol-1-yl)methanone",,4/17/2023,treatment of acute myeloid leukemia,Designated,,Not FDA Approved for Orphan Indication,,,,,BioNova Pharmaceuticals (Shanghai) Limited,"2889 Jinke Road, Chamtime Plaza, Building B, 9F Suite 901",,Shanghai,,' 201203 ' ,China,933923,acute myeloid leukemia,"""gard:0012757""",
98,"(2-Fluoro-5-trifluoromethoxy-phenyl)-carbamic acid 2-(2,6-dioxo-piperidin-3-yl)-3-oxo-2,3-dihydro-1H-isoindol-5-ylmethyl ester",,6/21/2023,treatment of small cell lung cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Monte Rosa Therapeutics, Inc.","321 Harrison Avenue, Suite 900",,Boston,Massachusetts,' 02118 ' ,United States,947423,small cell lung cancer,"""gard:0009344""",
99,(20S)-7-tert-butyldimethysilyl-10-hydroxycamptothecin,,7/13/2017,treatment of glioblastoma multiforme (gbm),Designated,,Not FDA Approved for Orphan Indication,,,,,"Vivacitas Oncology, Inc.",1990 North California Boulevard,8th Floor,Walnut Creek,California,' 94596 ' ,United States,586917,glioblastoma,"""gard:0002491""",
100,"(2M)-2-(4-(4-(aminomethyl)-1-oxo-1,2-dihydrophthalazin-6-yl)-1- methyl-1H-pyrazol-5-yl)-4-chloro-6-cyclopropoxy-3- fluorobenzonitrile",,4/20/2023,treatment of mesothelioma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Mirati Therapeutics, Inc.",3545 Cray Ct.,,San Diego,California,' 92121 ' ,United States,934823,,,
101,"(2R,3R,4S)-2-(2-chloro-6-(3-chlorobenzylamino)-9H-purin-9-yl)tetrahydrothiophene-3,4-diol",,2/1/2021,treatment of primary biliary cholangitis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Future Medicine Co., Ltd.","Rm616, LH Business Growth Center, 54 Changeop-ro, Sujeong-gu",,Seongnam,Gyeonggi-do,' ' ,South Korea,796620,primary biliary cholangitis,"""gard:0007459""",
102,"(2R,3S)-2-(3-(4,5-dichloro-1H-benzo[d]imidazol-1-yl)propyl)piperidin-3-ol hydrogen chloride",,5/20/2021,treatment of systemic sclerosis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Daewoong Pharmaceutical Co., Ltd.","12, Bongeunsa-ro 114 gil, Gangnam-gu",,Seoul,,' 137-715 ' ,South Korea,817121,systemic sclerosis,"""gard:0009748""",
103,"(2R,3S)-2-(3-(4,5-dichloro-1H-benzo[d]imidazol-1-yl)propyl)piperidin-3-ol Hydrogen Chloride",,8/5/2019,treatment of idiopathic pulmonary fibrosis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Daewoong Pharmaceutical Co., Ltd.","12, Bongeunsa-ro 114 gil",Gangnam-gu,Seoul,Korea,' ' ,South Korea,701419,idiopathic pulmonary fibrosis,"""gard:0008609""",
104,"(2R,4R)-1-(3-chloro-2-fluorobenzyl)-4-((3-fluoro-6-((5-methyl-1H-pyrazol-3-yl)amino)pyridin-2-yl)methyl)-2-methylpiperidine-4-carboxylic acid; 2- methylpropan-2-amine",,1/29/2020,treatment of neuroblastoma,Designated,,Not FDA Approved for Orphan Indication,,,,,Eli Lilly and Company,Lilly Corporate Center,,Indianapolis,Indiana,' 46285 ' ,United States,724119,neuroblastoma,"""gard:0007185""",
105,(2S)-2-[(2S)-4-cyclohexyl-2-{[(2S)-1-(4-fluorobenzoyl)pyrrolidin-2-yl]formamido}butanamido]-N-(1-{[(1S)-1-{[(1S)-1-({1-[(1-{[2-({1-[(dimethylamino)methyl]cyclobutyl}carbamoyl)ethyl]carbamoyl}-1-methylethyl)carbamoyl]-1-methylethyl}carbamoyl)-3-methylbutyl,,7/19/2021,treatment of cutaneous leishmaniasis (old world and new world),Designated,,Not FDA Approved for Orphan Indication,,,,,Bacoba AG,Schloss Buonas 1,,Buonas,,' 6343 ' ,Switzerland,825621,leishmaniasis,"""gard:0006881""",
106,"(2S)-2-{[(2R)-2-[({[3,3-dibutyl-7-(methylthio)-1,1-dioxido-5-phenyl-2,3,4,5-tetrahydro- 1,2,5-benzothiadiazepin-8-yl]oxy}acetyl)amino]-2-(4-hydroxyphenyl)acetyl]amino}butanoic acid",,10/31/2012,treatment of primary biliary cirrhosis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Ipsen Biopharmaceuticals, Inc.","One Main Street, 7th Floor",,Cambridge,Massachusetts,' 02142 ' ,United States,371012,,,
107,"(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide",,6/28/2017,treatment of multiple myeloma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Paul Maher, MD",10644 Weymouth Street,Suite 104,Bethesda,Maryland,' 20814 ' ,United States,582917,multiple myeloma,"""gard:0007108""",
108,"(2S,3R)-N-[(2S)-3-(cyclopent-1-en-1-yl)-1-[(2R)-2-methyloxiran-2-yl]-1-oxopropan-2-yl]-3-hydroxy-3-(4-methoxyphenyl)-2-[(2S)-2-[2-(morpholin-4-yl)acetamido]propanamido]propanamide maleate",,10/22/2020,treatment of dermatomyositis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Kezar Life Sciences, Inc.","4000 Shoreline Court, Suite 300",,South San Francisco,California,' 94080 ' ,United States,672018,dermatomyositis,"""gard:0006263""",
109,"(2S,3R)-N-[(2S)-3-(cyclopent-1-en-1-yl)-1-[(2R)-2-methyloxiran-2-yl]-1-oxopropan-2-yl]-3-hydroxy-3-(4-methoxyphenyl)-2-[(2S)-2-[2-(morpholin-4-yl)acetamido]propanamido]propanamide maleate",,10/21/2020,treatment of polymyositis,Designated,,Not FDA Approved for Orphan Indication,,,,,"Kezar Life Sciences, Inc.","4000 Shoreline Court, Suite 300",,South San Francisco,California,' 94080 ' ,United States,663518,polymyositis,"""gard:0007425""",
110,"(2S,3R,4R,5S)-2-(hydroxymethyl)-1-pentylpiperidine-3,4,5-triol",,8/1/2019,treatment of gm2 gangliosidosis,Designated,,Not FDA Approved for Orphan Indication,,,,,Idorsia Pharmaceuticals Ltd,91 Hegenheimermattweg,,Allschwil,Basel-Landschaft,' ' ,Switzerland,701719,gm2 gangliosidosis,"""gard:0021323""",
111,"(2S,3S,4E,6S,7R,10R)-7,10-Dihydroxy-3,7-dimethyl-12-oxo-2-[(2E,4E,6R)-6-(pyridin-2-yl)hepta-2,4-dien-2-yl]oxacyclododec-4-en-6-yl 4-methylpiperazine-1-carboxylate",,6/21/2017,treatment of acute myeloid leukemia (aml),Designated,,Not FDA Approved for Orphan Indication,,,,,Pharmavant 7 Sciences GmBH,Viaduktstr. 8,,Basel,,' 4051 ' ,Switzerland,581817,acute myeloid leukemia,"""gard:0012757""",
112,"(2S,3S,4E,6S,7R,10R)-7,10-Dihydroxy-3,7-dimethyl-12-oxo-2-[(2E,4E,6R)-6-(pyridin-2-yl)hepta-2,4-dien-2-yl]oxacyclododec-4-en-6-yl 4-methylpiperazine-1-carboxylate",,6/27/2023,treatment of myelodysplastic syndrome (mds),Designated,,Not FDA Approved for Orphan Indication,,,,,"Hemavant Sciences, GmbH",Viaduktstrasse 8,,Basel,,' 4051 ' ,Switzerland,945423,myelodysplastic syndrome,"""gard:0007132""",
113,"(2S,4R)-1-((S)-2-(7-(4-((R)-3-((4-(N-(4-(4-((4'-chloro-4,4-dimethyl-3,4,5,6-tetrahydro-[1,1'-biphenyl]-2-yl)methyl)piperazin-1-yl)benzoyl)sulfamoyl)-2-((trifluoromethyl)sulfonyl)phenyl)amino)-4-(phenylthio)butyl)piperazin-1-yl)-7-oxoheptanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)pyrrolidine-2-carboxamide",,3/9/2022,treatment of t-cell lymphoma,Designated,,Not FDA Approved for Orphan Indication,,,,,"Dialectic Therapeutics, Inc.",3889 Maple Ave,STE 125,Dallas,Texas,' 75219 ' ,United States,865621,lymphoma,"""gard:0020548""",
114,"(2S,4R)-1-((S)-2-(7-(4-((R)-3-((4-(N-(4-(4-((4'-chloro-4,4-dimethyl-3,4,5,6-tetrahydro-[1,1'-biphenyl]-2-yl)methyl)piperazin-1-yl)benzoyl)sulfamoyl)-2-((trifluoromethyl)sulfonyl)phenyl)amino)-4-(phenylthio)butyl)piperazin-1-yl)-7-oxoheptanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)pyrrolidine-2-carboxamide",,12/5/2023,treatment of small cell lung cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Dialectic Therapeutics, Inc.","3889 Maple Ave, STE 125",,Dallas,Texas,' 75219 ' ,United States,973123,small cell lung cancer,"""gard:0009344""",
115,"(2S,4R)-1-(2-(3-acetyl-5-(2-methylpyrimidin-5-yl)-1H-indazol-1-yl)acetyl)-N-(6-bromopyridin-2-yl)-4-fluoropyrrolidine-2-carboxamide",,12/14/2017,treatment of c3 glomerulopathy (c3g),Designated,,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc",300 George Street,,New Haven,Connecticut,' 06511 ' ,United States,617117,c3 glomerulopathy,"""gard:0017507""",
116,(2Z)-2-cyano-3-3hydroxy-N-[4-(trifluoromethly)phenyl]-2-hepten-6-ynamide,,1/10/2005,"prevention of acute rejection following kidney, heart, and liver transplantation",Designated,,Not FDA Approved for Orphan Indication,,,,,"Astellas Pharma US, Inc.",Three Parkway North,,Deerfield,Illinois,' 60015 ' ,United States,187004,,,
117,"(3,5-Bis trifluoromethyl)-N-[4-methyl-3-(4-pyridin-3yl-pyrimidin-2-yl amino) phenyl] benzamide",,3/18/2011,treatment of pancreatic cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,NATCO Pharma Limited,Natco House,,Hyderabad 500033,,' ' ,India,337011,,,
118,"(3,5-Bis trifluoromethyl)-N-[4-methyl-3-(4-pyridin-3yl-pyrimidin-2-yl amino) phenyl] benzamide",,3/18/2011,treatment of chronic myelogenous leukemia.,Designated,,Not FDA Approved for Orphan Indication,,,,,NATCO Pharma Limited,Natco House,,Hyderabad-500033,,' ' ,India,336911,,,
119,"(3,5-Bis trifluoromethyl)-N-[4-methyl-3-(4-pyridin-3yl-pyrimidin-2-yl amino) phenyl] benzamideNRC-AN-019",,3/18/2011,treatment of glioma,Designated,,Not FDA Approved for Orphan Indication,,,,,NATCO Pharma Limited,Natco House,,Hyderabad-500033,,' ' ,India,336811,,,
120,"(3beta,24S)-25,25,25-trifluoro-3-methyl-26,27-dinorergost-5-ene-3,24-diol",,10/16/2023,treatment of huntington’s disease,Designated,,Not FDA Approved for Orphan Indication,,,,,Sage Therapeutics,215 First Street,,Cambridge,Massachusetts,' 02142 ' ,United States,919322,,,
121,"(3E,5E)-3,5-bis[(4-fluoro-3-nitrophenyl)methylidene]-1-(prop-2-enoyl)azepan-4-0ne",,4/30/2014,treatment of multiple myeloma,Designated/Designation Withdrawn or Revoked,1/30/2023,Not FDA Approved for Orphan Indication,,,,,VivoLux AB,Uppsala Science Park,SE-751 83,Uppsala,,' ' ,Sweden,428714,multiple myeloma,"""gard:0007108""",
122,(3R)-3-Methyl-6-[2-({5-methyl-2-[4-(trifluoromethyl)phenyl]-1H-imidazol-1-yl}methyl)phenoxy]hexanoic acid hemisulfate,,3/28/2018,treatment of duchenne muscular dystrophy,Designated,,Not FDA Approved for Orphan Indication,,,,,"Astellas Pharma Global Development, Inc.","1 Astellas Way, N4.203",,Northbrook,Illinois,' 60062 ' ,United States,633018,muscular dystrophy,"""gard:0007922""",
