d.gard_id,d.name,d.synonyms
GARD:0000282,Raine syndrome,"[Lethal osteosclerotic bone dysplasia,Combination of microcephaly, exophthalmos, hypoplastic nose and midface, gum hyperplasia, cleft palate, apparently low-set ears, and osteosclerosis]"
GARD:0000284,Irons Bhan syndrome,"[Lymphedema, atrial septal defect, and characteristic facial changes,Autosomal recessive syndrome of lymphedema, hydroceles, atrial septal defect, and characteristic facial changes]"
GARD:0000287,Naguib-Richieri-Costa syndrome,"[Hypertelorism hypospadias polysyndactyly syndrome,Acrofrontofacionasal dysostosis, severe,AFFN dysostosis 2,Naguib syndrome]"
GARD:0000288,Hallermann-Streiff syndrome,"[Hallermann Streiff syndrome,HSS,Hallermann Streiff Francois syndrome,Francois dyscephalic syndrome,François dyscephalic syndrome,Oculomandibulofacial syndrome]"
GARD:0000291,Spasticity multiple exostoses,"[Hamann Zanki schimrigk syndrome,Multiple exostoses with spastic tetraparesis]"
GARD:0000292,Ichthyosis alopecia eclabion ectropion mental retardation,[Jagell Holmgren Hofer syndrome]
GARD:0000293,Rodrigues blindness,"[Microphthalmos, microcornea, and sclerocornea with short stature and hair and dental abnormalities]"
GARD:0000294,Enchondromatosis dwarfism deafness,[Wallis cremin beighton syndrome]
GARD:0000296,Lopes Gorlin syndrome,[Short tarsus absence of lower eyelashes]
GARD:0000298,Lubinsky syndrome,"[Hypogonadism cataract syndrome,Cataracts and testicular failure]"
GARD:0000299,Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome,"[Epidermolysis bullosa simplex localisata associated with anodontia, hair and nail disorders]"
GARD:0000301,Generalized resistance to thyroid hormone,"[GRTH,Thyroid hormone receptor BETA,THRB,Refetoff syndrome]"
GARD:0000302,Severe congenital neutropenia autosomal recessive 3,"[SCN3,Kostmann disease,Agranulocytosis infantile]"
GARD:0000303,Jeune syndrome situs inversus,null
GARD:0000304,Blau syndrome,"[Arthrocutaneouveal granulomatosis,ACUG,Granulomatosis, familial, Blau type,Granulomatous inflammatory arthritis, dermatitis, and uveitis, familial,Synovitis granulomatous with uveitis and cranial neuropathies,Granulomatosis, familial juvenile systemic,Jabs syndrome,Early onset sarcoidosis (former)]"
GARD:0000305,Deafness conductive ptosis skeletal anomalies,[Jackson Barr syndrome]
GARD:0000306,Camptodactyly arthropathy coxa vara pericarditis syndrome,"[Arthropathy camptodactyly syndrome,Pericarditis arthropathy camptodactyly syndrome,PAC syndrome,Fibrosing serositis, familial,Camptodactyly arthropathy pericarditis syndrome,Congenital familial hypertrophic synovitis,Camptodactyly-arthropathy-coxa vara-pericarditis syndrome,Arthropathy-camptodactyly syndrome,CACP syndrome,Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome,Jacobs syndrome,Pericarditis-arthropathy-camptodactyly syndrome]"
GARD:0000307,Jacobsen syndrome,"[JBS,Chromosome 11q deletion syndrome,Partial 11q monosomy syndrome]"
GARD:0000309,Fibromatosis multiple non ossifying,"[Jaffe Campanacci syndrome,Disseminated nonossifying fibromas in association with cafe-au-lait spots]"
GARD:0000310,Zunich neuroectodermal syndrome,[CHIME syndrome]
GARD:0000311,Saal Bulas syndrome,"[Ectrodactyly, diaphragmatic hernia, congenital heart defect, and agenesis of the corpus callosum]"
GARD:0000312,Robinow syndrome,"[Robinow dwarfism,Fetal face syndrome,Acral dysostosis with facial and genital abnormalities,Covesdem syndrome (formerly),Costovertebral segmentation defect with mesomelia (formerly),Mesomelic dwarfism-small genitalia syndrome,Robinow-Silverman-Smith syndrome]"
GARD:0000313,Sabinas brittle hair syndrome,"[Brittle hair and mental deficit,Sabinas syndrome]"
GARD:0000314,Saccharopinuria,[Saccharopine dehydrogenase deficiency]
GARD:0000315,Sackey Sakati Aur syndrome,"[Aur syndrome,Pancytopenia multiple congenital anomalies,Multiple dysmorphic features and pancytopenia]"
GARD:0000317,Sacral hemangiomas multiple congenital abnormalities,null
GARD:0000319,Sacrococcygeal Teratoma,null
GARD:0000320,Saito Kuba Tsuruta syndrome,"[Fibulo ulnar hypoplasia renal anomalies,Fibuloulnar aplasia or hypoplasia with renal abnormalities]"
GARD:0000321,Salcedo syndrome,"[Nail patella like renal disease,Glomerular basement membrane disease, nail-patella syndrome type]"
GARD:0000322,Senior Loken Syndrome,"[Senior-Loken Syndrome,Renal dysplasia retinal aplasia,Renal-retinal syndrome,Juvenile nephronophthisis with Leber amaurosis,Loken-Senior syndrome]"
GARD:0000324,Slti Salem syndrome,"[Hypogonadotropic hypogonadism alopecia,Hypogonadism and frontoparietal alopecia]"
GARD:0000325,Twin to twin transfusion syndrome,"[TTTS,Twin-to-twin transfusion syndrome,Fetofetal transfusion syndrome,Fetal transfusion syndrome]"
GARD:0000328,Wandering spleen,"[Displaced spleen,Drifting spleen,Splenoptosis,Floating spleen,Splenic ptosis]"
GARD:0000329,Wells syndrome,"[Eosinophilic cellulitis,Bullous cellulitis with eosinophilia,Wells' syndrome]"
GARD:0000330,Neonatal progeroid syndrome,"[Wiedemann-Rautenstrauch syndrome,Progeroid syndrome neonatal,Wiedemann Rautenstrauch syndrome]"
GARD:0000331,Yunis-Varon syndrome,"[Cleidocranial dysplasia, micrognathia, absent thumbs, & distal aphalangia,Yunis-Varón syndrome,Yunis Varon syndrome]"
GARD:0000332,Beare-Stevenson cutis gyrata syndrome,"[Cutis Gyrata syndrome of Beare and Stevenson,Beare stevenson syndrome,Cutis gyrata - acanthosis nigricans - craniosynostosis,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome]"
GARD:0000333,Lymphedema-distichiasis syndrome,"[Lymphedema with distichiasis,Hereditary lymphedema-distichiasis syndrome (subtype)]"
GARD:0000334,Dyschromatosis symmetrica hereditaria 1,"[Dyschromatosis symmetrica hereditaria,DSH1,DSH,Familial reticulate acropigmentation of Dohi,Reticulate acropigmentation of Dohi,Symmetric dyschromatosis of the extremities]"
GARD:0000336,Spastic paraplegia 23,"[SPG 23,Spastic paraplegia and pigmentary abnormalities,Spastic paraplegia vitiligo premature graying and characteristic facies,Lison syndrome,Autosomal recessive spastic paraplegia type 23]"
GARD:0000338,Zerres Rietschel Majewski syndrome,"[Postnatal short stature, microcephaly, severe syndactyly of hands and feet, dysmorphic face, and mental retardation]"
GARD:0000339,Zazam Sheriff Phillips syndrome,"[Aniridia, ectopia lentis, abnormal upper incisors and mental retardation]"
GARD:0000340,Zadik Barak Levin syndrome,"[Dermoid cysts, hypothyroidism, cleft palate and hypodontia]"
GARD:0000341,Young syndrome,"[Azoospermia obstructive and chronic sinopulmonary infections,Sinusitis-infertility syndrome,Barry Perkins Young syndrome,Azoospermia-sinopulmonary infections syndrome]"
GARD:0000343,Pontocerebellar hypoplasia type 4,[Encephalopathy fatal infantile with olivopontocerebellar hypoplasia]
GARD:0000344,Pseudotrisomy 13 syndrome,"[Holoprosencephaly polydactyly syndrome,Pseudo trisomy 13 syndrome,Young-Maders syndrome]"
GARD:0000345,X-linked intellectual disability - short stature – obesity,"[Sex-linked mental retardation, short stature, obesity and hypogonadism]"
GARD:0000346,Hoyeraal Hreidarsson syndrome,"[Cerebellar hypoplasia with pancytopenia,Growth retardation prenatal with progressive pancytopenia and cerebellar hypoplasia,Hoyeraal-Hreidarsson syndrome,Progressive pancytopenia-immunodeficiency-cerebellar hypoplasia syndrome]"
GARD:0000347,Yorifuji Okuno syndrome,"[Congenital pancreatic hypoplasia with diabetes mellitus and congenital heart disease,Hereditary pancreatic hypoplasia, diabetes mellitus and congenital heart disease]"
GARD:0000348,Testicular yolk sac tumor,"[Endodermal-sinus tumor,Orchidoblastoma]"
GARD:0000349,Neuroaxonal dystrophy renal tubular acidosis,"[Maccario Mena Weir syndrome,CNS disorder characterized by severe behavioral retardation, hypotonia, inability to talk, marked tremors, gait disturbances and inability to concentr]"
GARD:0000350,Gurrieri syndrome,"[Mental retardation, epilepsy, short stature and skeletal dysplasia,Gurrieri-Sammito-Bellussi syndrome]"
GARD:0000351,Osteopoikilosis and dacryocystitis,"[Dacryocystitis osteopoikilosis,Gunal Seber Basaran syndrome]"
GARD:0000352,Guizar Vasquez Sanchez Manzano syndrome,"[Dysmorphism-pectus carinatum-joint laxity syndrome,Guízar Vázquez-Sánchez-Manzano syndrome]"
GARD:0000353,Kozlowski Warren Fisher syndrome,[Cloverleaf skull generalised bone dysplasia]
GARD:0000354,Osteopenia and sparse hair,"[Osteopenia mental retardation sparse hair,Kaler Garrity Stern syndrome]"
GARD:0000358,Pallister W syndrome,"[W syndrome,Median cleft upper lip, mental retardation and pugilistic facies]"
GARD:0000359,Cranioectodermal dysplasia,"[Levin syndrome 1,Sensenbrenner syndrome]"
GARD:0000360,Abruzzo-Erickson syndrome,[CHARGE like syndrome X-linked]
GARD:0000361,Acalvaria,[Primary acalvaria]
GARD:0000362,Alpha-thalassemia-abnormal morphogenesis,"[Abuelo Forman Rubin syndrome,Homozygous alpha-thalassemia, genital abnormalities, and terminal transverse limb defects]"
GARD:0000363,Acatalasemia,"[Catalase deficiency,Acatalasia]"
GARD:0000364,Arrhinia,"[Congenital absence of the nose,Nose agenesia]"
GARD:0000365,Aromatase deficiency,[Congenital estrogen deficiency]
GARD:0000366,Arnold Stickler Bourne syndrome,[Corneal crystals myopathy and neuropathy]
GARD:0000368,Laryngoonychocutaneous syndrome,"[LOCS,Logic syndrome,Laryngo-onycho-cutaneous syndrome]"
GARD:0000369,Ayazi syndrome,"[Choroideremia deafness obesity,Choroideremia, obesity, and congenital deafness]"
GARD:0000370,Aagenaes syndrome,"[Cholestasis lymphedema syndrome,CHLS,LCS,LCS1,Lymphedema cholestasis syndrome]"
GARD:0000371,Qazi Markouizos syndrome,"[Dysharmonic skeletal maturation muscular fibre disproportion,Hypotonia, psychomotor retardation, seizures, delayed and dysharmonic skeletal maturation, and congenital fibre type disproportion,Puertorican infant hypotonia syndrome]"
GARD:0000372,Neurofibromatosis-Noonan syndrome,"[NFNS,Noonan neurofibromatosis syndrome,Neurofibromatosis with Noonan phenotype]"
GARD:0000373,Quinquaud folliculitis decalvans,"[Quinquaud’s disease,Folliculitis decalvans]"
GARD:0000374,Zori Stalker Williams syndrome,"[Pectus excavatum, macrocephaly and dysplastic nails,Familial short stature, developmental delay, pectus abnormalities, distinctive facies, and dysplastic nails]"
GARD:0000375,Zlotogora syndrome,"[Cleft lip/palate-ectodermal dysplasia syndrome,Ectodermal dysplasia, cleft lip and palate, mental retardation, and syndactyly,Zlotogora-Ogur syndrome,CLPED1,Cleft lip/palate-syndactyly-pili torti,Syndactyly-ectodermal dysplasia-cleft/lip palate,Zlotogora-Zilberman-Tenenbaum syndrome,Cleft lip/palate-syndactyly-pili torti syndrome]"
GARD:0000376,Acheiropody,"[Acheiropodia,ACHP,Acheiropody, Brazilian type]"
GARD:0000377,Adactylia unilateral,"[Terminal transverse defects of hand, unilateral]"
GARD:0000378,Johnson neuroectodermal syndrome,"[Johnson-Mcmillin syndrome,Alopecia anosmia deafness hypogonadism syndrome,AADH syndrome]"
GARD:0000379,Renal tubular dysgenesis,"[RTD,Primitive renal tubule syndrome]"
GARD:0000380,Knobloch syndrome,"[Myopia retinal detachment encephalocele,Retinal detachment-occipital encephalocele syndrome,Knobloch-Layer syndrome]"
GARD:0000381,Kosztolanyi syndrome,"[Arachnodactyly, abnormal ossification and mental retardation]"
GARD:0000383,Osteopetrosis autosomal dominant type 2,"[OPTA2,Autosomal dominant osteopetrosis type 2,Albers-Schönberg osteopetrosis]"
GARD:0000384,ADULT syndrome,"[Acro-dermato-ungual-lacrimal-tooth syndrome,Acro dermato ungual lacrimal tooth syndrome]"
GARD:0000385,Laband syndrome,"[Zimmerman Laband syndrome,ZLS,Gingival fibromatosis, abnormal fingers, fingernails, nose and ears, and splenomegaly,Fibromatosis gingival, hepatosplenomegaly other anomalies]"
GARD:0000386,Tetraamelia-multiple malformations syndrome,"[Zimmer Taub Sova syndrome,Zimmer phocomelia]"
GARD:0000387,ZAP-70 deficiency,"[Zeta-associated-protein 70 deficiency,Severe combined immunodeficiency due to ZAP70 deficiency]"
GARD:0000390,Worth type autosomal dominant osteosclerosis,"[Osteosclerosis, autosomal dominant,Endosteal hyperostosis, autosomal dominant,Osteosclerosis, autosomal dominant, Worth type,Worth syndrome,Endosteal hyperostosis, Worth type,Autosomal dominant osteosclerosis, Worth type,Hyperostosis corticalis generalisata, benign form of Worth with torus palatinus]"
GARD:0000391,Osteomesopyknosis,[Axial osteosclerosis]
GARD:0000393,Tungiasis,"[Tunga penetrans,T penetrans,Sarcopsylla penetrans,S penetrans,Chigger flea]"
GARD:0000394,Radioulnar synostosis-microcephaly-scoliosis syndrome,"[Tsukahara syndrome,Tsukahara syndrome of radioulnar synostosis, short stature, microcephaly, scoliosis, and mental retardation,Giuffré-Tsukahara syndrome]"
GARD:0000395,"Retinal degeneration with nanophthalmos, cystic macular degeneration, and angle closure glaucoma","[Retinal degeneration, nanophthalmos, glaucoma,MacKay Shek Carr syndrome]"
GARD:0000396,Tularemia,"[Francisella tularensis infection,Deerfly fever,Rabbit fever,Pahvant Valley plague,Ohara disease,Yatobyo (Japan),Lemming fever]"
GARD:0000398,Bagatelle Cassidy syndrome,"[Macrocephaly short limbs deafness,Macrocephaly, hypertelorism, short limbs, hearing loss, and developmental delay]"
GARD:0000399,"46,XX testicular disorder of sex development","[46,XX testicular DSD,46,XX gonadal dysgenesis,XX male syndrome,46, XX gonadal sex reversal,XX sex reversal]"
GARD:0000400,GAPO syndrome,"[Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy]"
GARD:0000404,Osteoporosis oculocutaneous hypopigmentation syndrome,"[OOCH,OOCH syndrome]"
GARD:0000405,Subaortic stenosis short stature syndrome,[Onat syndrome]
GARD:0000406,O Donnell Pappas syndrome,"[Foveal hypoplasia, presenile cataract,Foveal hypoplasia, congenital nystagmus, corneal pannus, and presenile cataracts]"
GARD:0000407,Ermine phenotype,"[Pigmentary disorder with hearing loss,O'Doherty syndrome]"
GARD:0000408,Kowarski syndrome,"[Biodefective growth hormone,Pituitary dwarfism with normal immunoreactive growth hormone and low somatomedin]"
GARD:0000409,Pachygyria-intellectual disability-epilepsy syndrome,"[Pachygyria, mental retardation and epilepsy (formerly),Kuzniecky syndrome]"
GARD:0000411,Hypoparathyroidism-intellectual disability-dysmorphism syndrome,"[Sanjad-Sakati syndrome,HRD syndrome,Hypoparathyroidism with short stature, intellectual disability and seizures,Hypoparathyroidism, congenital, associated with dysmorphism, growth retardation and developmental delay,Hypoparathyroidism-short stature-intellectual disability-seizures syndrome,Richardson-Kirk syndrome,SSS]"
GARD:0000412,Cheilitis glandularis,null
GARD:0000413,Geroderma osteodysplastica,"[GO,Walt Disney dwarfism,Gerodermia osteodysplastica,Geroderma osteodysplasticum]"
GARD:0000414,Bamforth syndrome,"[Hypothyroidism cleft palate Hypothyroidism, athyroidal, with spiky hair and cleft palate,Bamforth-Lazarus syndrome]"
GARD:0000415,Pseudoprogeria syndrome,"[Absent eyebrows and eyelashes with mental retardation,Mental retardation, absence of eyebrows and eyelashes, progressive spastic quadriplegia, microcephaly, glaucoma, and small, beaked nose]"
GARD:0000418,Pentosuria,"[L-Xylulosuria,Xylitol dehydrogenase deficiency,L-Xylulose reductase deficiency]"
GARD:0000420,Turcot syndrome,"[Malignant tumors of the central nervous system associated with familial polyposis of the colon,CNS tumors with Familial polyposis of the colon,Mismatch Repair Cancer Syndrome,MMRCS,Mismatch Repair Deficiency,MMR Deficiency,Brain tumor-polyposis syndrome,Glioma-polyposis syndrome]"
GARD:0000422,Tunglang Savage Bellman syndrome,"[Hearing loss insensitivity to aldosterone,Hearing loss and familial salivary gland insensitivity to aldosterone]"
GARD:0000424,XK aprosencephaly,"[Garcia-Lurie syndrome,Aprosencephaly-atelencephaly syndrome,Aprosencephaly syndrome,XK syndrome,XK-aprosencephaly syndrome]"
GARD:0000425,Tufted angioma,[Angioma tufted]
GARD:0000427,Tucker syndrome,"[Ptosis vocal cord paralysis,Congenital bilateral recurrent nerve paralysis and ptosis]"
GARD:0000429,Amniotic band syndrome,"[Amniotic bands sequence,Familial amniotic bands,Streeter anomaly,Congenital constricting bands]"
GARD:0000431,Microtia-Anotia,[M-A]
GARD:0000432,Arbovirosis,[Arbovirus fever]
GARD:0000433,Apparent mineralocorticoid excess,"[Cortisol 11-beta-ketoreductase deficiency,AME 1,AME]"
GARD:0000434,Hydrocephalus due to congenital stenosis of aqueduct of sylvius,"[Hydrocephalus, X-linked,HSAS1,Aqueductal stenosis, X-linked,HSAS,HYCX,XLAS]"
GARD:0000435,Ausems Wittebol-Post Hennekam syndrome,[Cleft lip with progressive retinopathy]
GARD:0000436,Adult-onset Still's disease,"[Adult Still's disease,Still's disease adult onset]"
GARD:0000438,"Limb-girdle muscular dystrophy, type 2D","[LGMD2D,Muscular dystrophy limb-girdle with alpha-sarcoglycan,Alpha-sarcoglycanopathy,Duchenne-like autosomal recessive muscular dystrophy, type 2,DMDA2]"
GARD:0000439,Abdominal cystic lymphangioma,"[Retroperitoneal cystic lymphangioma,RCL,Abdominal retroperitoneal lymphangioma]"
GARD:0000448,Vici syndrome,"[Immunodeficiency with cleft lip/palate, cataract, hypopigmentation and absent corpus callosum,Absent corpus callosum cataract immunodeficiency,Dionisi Vici Sabetta Gambarara syndrome]"
GARD:0000453,Acanthosis nigricans muscle cramps acral enlargement,"[Familial insulin resistance with acanthosis nigricans, acral hypertrophy and muscle cramps]"
