Display Name,UNII,Status,Record Protection Status,Expr1004,Generic Name,Date Designated,Orphan Designation,Orphan Designation Status,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,Exclusivity Protected Indication * (Shown for approvals from Jan,Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
POTASSIUM CITRATE,EE90ONI6FF,Designated/Approved,Public record,29,Potassium citrate,11/1/1984,1. Prevention of calcium renal stones in patients with hypocitraturia 2. For avoidance of the complication of calcium stone formation in patients with uric lithiasis.,Designated/Approved,,Prevention of recurring calcium conating stines associated with a deficiency in the urine.,8/7/1985,8/7/1992,,University of Texas Health Science Center at Dallas,5323 Harry Hines Blvd,,Dallas,Texas,75235,United States,9685
TENIPOSIDE,957E6438QA,Designated/Approved,Public record,30,Teniposide,11/1/1984,Treatment of refractory childhood acute lymphocytic leukemia.,Designated/Approved,,Induction therapy in patients with refractory childhood acute lymphoblastic leukemia when used in combination with other approved anticancer agents.,7/14/1992,7/14/1999,,Bristol-Myers Squibb Pharmaceutical Research Institute,5 Research Parkway,P.O. Box 5100,Wallingford,Connecticut,6492,United States,883
NEPIDERMIN,TZK30RF92W,Designated,Public record,31,Urogastrone,11/1/1984,For acceleration of corneal epithelial regeneration and healing of stromal incisions from corneal transplant surgery.,Designated,Not FDA Approved for Orphan Indication,,,,,Chiron Vision,500 Iolab Drive,,Claremont,California,91711,United States,1684
SELEGILINE HYDROCHLORIDE,6W731X367Q,Designated/Approved,Public record,32,Selegiline HCl,11/7/1984,"As an adjuvant to levodopa and carbidopa treatment of idiopathic Parkinson's disease (paralysis agitans), postencephalitic Parkinsonism, and symptomatic Parkinsonism.",Designated/Approved,,,6/5/1989,6/5/1996,,"Somerset Pharmaceuticals, Inc.","400 Morris Ave., Suite 7s",,Denville,New Jersey,7834,United States,583
IOBENGUANE SULFATE I-131,M575VKV19N,Designated/Approved/Withdrawn,Public record,35,Iobenguane Sulfate I 131,11/14/1984,For use as a diagnostic adjunct in patients with pheochromocytoma.,Designated/Approved/Withdrawn,,Adjunctive diagnostic agent in the localization of primary or metastatic pheochromocytomas.,3/25/1994,3/25/2001,,University of Michigan,UH B1 H410/0028,1500 E. Medical Center Drive,Ann Arbor,Michigan,48109,United States,2284
ANTITHROMBIN III HUMAN,T0LTO7L82X,Designated/Approved,Public record,36,Antithrombin III (human),11/26/1984,For replacement therapy in congenital deficiency of AT-III for prevention and treatment of thrombosis and pulmonary emboli.,Designated/Approved,,,12/30/1991,12/30/1998,,Bayer Corporation,"Pharmaceutical Division, Biological Products",400 Morgan Lane,New Haven,Connecticut,6516,United States,4084
.ALPHA.1-PROTEINASE INHIBITOR HUMAN,F43I396OIS,Designated/Approved,Public record,37,Alpha1-proteinase inhibitor (human),12/7/1984,For replacement therapy in the alpha-1-proteinase inhibitor congenital deficiency state.,Designated/Approved,,For chronic replacement therapy of individuals having congenital deficiency of alpha1- proteinase inhibitor with clinically demonstrable panacinar emphysema.,12/2/1987,12/2/1994,,Bayer Corporation,"Pharmaceutical Division, Biological Products",400 Morgan Lane,New Haven,Connecticut,6516,United States,3084
AMSACRINE,00DPD30SOY,Designated/Withdrawn,Public record,38,Amsacrine,12/7/1984,Treatment of acute adult leukemia.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Warner-Lambert Company,2800 Plymouth Road,,Ann Arbor,Michigan,48106,United States,4584
TRIENTINE HYDROCHLORIDE,HC3NX54582,Designated/Approved,Public record,40,Trientine HCl,12/24/1984,"Treatment of patients with Wilson's disease who are intolerant, or inadequately responsive to penicillamine.",Designated/Approved,,,11/8/1985,11/8/1992,,Merck Sharp & Dohme Research,Division Of Merck And Company,,West Point,Pennsylvania,19486,United States,4884
PROTIRELIN,5Y5F15120W,Designated/Withdrawn,Public record,41,Protirelin injection,1/10/1985,Treatment of amyotrophic lateral sclerosis.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Abbott Laboratories,200 Abbott Park Road,,Abbott Park,Illinois,,United States,5184
FLUMECINOL,JB0YA8LDOW,Designated/Withdrawn,Public record,42,Flumecinol,1/15/1985,Treatment of hyperbilirubinemia in newborn infants unresponsive to phototherapy.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Farmacon, Inc.","Post House, Suite 213",1720 Post Road East,Westport,Connecticut,6880,United States,2984
FACTOR XIII CONCENTRATE (HUMAN),F7R0FBC1XD,Designated/Approved,Public record,43,factor XIII concentrate (human),1/16/1985,Treatment of congenital factor XIII deficiency,Designated/Approved,,Indicated for routine prophylactic treatment and peri-operative management of surgical bleeding in adult and pediatric patients with congenital FXIII deficiency.,1/24/2013,1/24/2020,Peri-operative management of surgical bleeding in adult and pediatric patients with congenital Factor XIII deficiency.,CSL Behring LLC,1020 First Ave.,PO Box 61501,King of Prussia,Pennsylvania,19406,United States,4484
FACTOR XIII CONCENTRATE (HUMAN),F7R0FBC1XD,Designated/Approved,Public record,44,factor XIII concentrate (human),1/16/1985,Treatment of congenital factor XIII deficiency,Designated/Approved,,For the routine prophylactic treatment of congenital factor XIII deficiency,2/17/2011,2/17/2018,,CSL Behring LLC,1020 First Ave.,PO Box 61501,King of Prussia,Pennsylvania,19406,United States,4484
PHYSOSTIGMINE SALICYLATE,2046ZRO9VU,Designated/Withdrawn,Public record,45,physostigmine salicylatephysostigmine salicylate,1/16/1985,Treatment of Friedreich's and other inherited ataxias.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Forest Pharmaceuticals.3-.3-.30 6,150 East 58th Street,,New York,New York,10155,United States,183
OXYBATE,30IW36W5B2,Designated/Withdrawn,Public record,46,Gamma-hydroxybutyric acid,1/22/1985,"Treatment of narcolepsy and the auxiliary symptoms of cataplexy, sleep paralysis, hypnagogic hallucinations, and automatic behavior.",Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Sigma Chemical Company,,,,,,,5384
LEVOMETHADYL ACETATE HYDROCHLORIDE,B54CW5KG52,Designated/Approved,Public record,47,Levomethadyl acetate hydrochloride,1/24/1985,Treatment of heroin addicts suitable for maintenance on opiate agonists.,Designated/Approved,,For the management of opiate dependence.,7/9/1993,7/9/2000,,Biodevelopment Corporation,"8180 Greensboro Drive, Suite 1000",,McLean,Virginia,22102,United States,4784
ASPARAGINASE ERWINIA CHRYSANTHEMI,D733ET3F9O,Designated/Withdrawn,Public record,48,Erwinia L-asparaginase,1/25/1985,For use as an alternative to E. coli asparaginase in those situations where repeat courses of asparaginase therapy for acute lymphoblastic leukemia are required or where allergic reactions force the discontinuance of the E. coli preparation.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Lyphomed, Inc.",,,,,,,4684
ANTITHROMBIN III HUMAN,T0LTO7L82X,Designated/Approved,Public record,49,Antithrombin III (human),2/8/1985,For the treatment of patients with hereditary antithrombin III deficiency in connection with surgical or obstetrical procedures or when they suffer from thromboembolism.,Designated/Approved,,,12/13/1989,12/13/1996,,Pharmacia & Upjohn AB,Lindhagensgatan 133,,Stockholm,,,Sweden,5084
ANTIPYRINE,T3CHA1B51H,Designated/Withdrawn,Public record,50,Antipyrine Test,2/21/1985,For use as an index of hepatic drug-metabolizing capacity.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Upsher-Smith Laboratories, Inc",4905 23rd Avenue North,,Minneapolis,Minnesota,55447,United States,5284
NEPIDERMIN,TZK30RF92W,Designated/Withdrawn,Public record,51,Epidermal growth factor (human),3/6/1985,For promotion of cutaneous wound healing in extreme burn treatment protocols.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Ethicon, Inc.",P.O. Box 151,,Somerville,New Jersey,8876,United States,5485
LEDISMASE,0786H5RV0T,Designated,Public record,52,Superoxide dismutase (human),3/6/1985,"For protection of donor organ tissue from damage or injury mediated by oxygen-derived free radicals that are generated during the necessary periods of ischemia (hypoxia, anoxia), and especially reperfusion, associated with the operative procedure.",Designated,Not FDA Approved for Orphan Indication,,,,,Pharmacia-Chiron Partnership,4560 Horton Street,,Emeryville,California,94608,United States,5985
ALGLUCERASE,27T56C7KK0,Designated/Approved,Public record,53,Alglucerase injection,3/11/1985,For replacement therapy in patients with Gaucher's disease type I.,Designated/Approved,,"Long-term enzyme replacement therapy for children, adolescents and adult patients with a confirmed diagnosis of Type I Gaucher disease who exhibit signs and symptoms that are severe enough to result in one or more of the following conditions: a) moderate-",4/5/1991,4/5/1998,,Genzyme Corporation,One Kendall Square,,Cambridge,Massachusetts,2139,United States,5585
OVINE DIGOXIN IMMUNE FAB,YB12NQZ1YN,Designated,Public record,54,Digoxin immune fab(ovine),3/11/1985,"Treatment of life-threatening acute cardiac glycoside intoxication manifested by conduction disorders, ectopic ventricular activity and (in some cases) hyperkalemia.",Designated,Not FDA Approved for Orphan Indication,,,,,Boehringer Mannheim Corp.,1301 Piccard Drive,,Rockville,Maryland,20850,United States,5685
NALTREXONE HYDROCHLORIDE,Z6375YW9SF,Designated/Approved,Public record,55,Naltrexone HCl,3/11/1985,For blockade of the pharmacological effects of exogenously administered opioids as an adjunct to the maintenance of the opioid-free state in detoxified formerly opioid-dependent individuals.,Designated/Approved,,,11/30/1984,11/30/1991,,DuPont Pharmaceuticals,E.I. Du Pont De Nemours & Co.,,Wilmington,Delaware,19880,United States,6085
OXYMORPHONE,9VXA968E0C,Designated,Public record,56,Oxymorphone,3/19/1985,For relief of severe intractable pain in narcotic-tolerant patients.,Designated,Not FDA Approved for Orphan Indication,,,,,DuPont Merck Pharmaceutical Company,P.O. Box 80027,,Wilmington,Delaware,19880,United States,6185
TRETINOIN,5688UTC01R,Designated,Public record,57,Tretinoin,4/15/1985,Treatment of squamous metaplasia of the ocular surface epithelia (conjunctiva and/or cornea) with mucous deficiency and keratinization.,Designated,Not FDA Approved for Orphan Indication,,,,,"Hannan Ophthalmic Marketing Services, Inc",34 Sherrill Rd.,,Marshfield,Massachusetts,2050,United States,5785
CALFACTANT,Q4K217VGA9,Designated/Approved,Public record,58,calfactant,6/7/1985,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.,Designated/Approved,,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.,7/1/1998,,,ONY Biotech Inc.,1576 Sweet Home Road,,Amherst,New York,14228,United States,6285
GANCICLOVIR,P9G3CKZ4P5,Designated/Withdrawn,Public record,59,Gancyclovir,6/7/1985,Treatment of severe human cytomegalovirus infections in specific immunosuppressed patient populations.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Burroughs Wellcome Company,3030 Cornwallis Road,P.O. Box 12700,Research Triangle Park,North Carolina,27709,United States,5885
ANAGRELIDE,K9X45X0051,Designated,Public record,60,Anagrelide,6/11/1985,Treatment of polycythemia vera.,Designated,Not FDA Approved for Orphan Indication,,,,,Roberts Pharmaceutical Corp.,Meridian Center II,Four Industrial Way West,Eatontown,New Jersey,7724,United States,6985
PREDNIMUSTINE,9403SIO2S8,Designated/Withdrawn,Public record,61,Prednimustine,6/17/1985,Treatment of malignant non-Hodgkin's lymphomas.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Pharmacia Inc.,P.O. Box 16529,,Columbus,Ohio,43216,United States,6685
MIDODRINE HYDROCHLORIDE,59JV96YTXV,Designated/Approved,Public record,62,Midodrine HCl,6/21/1985,Treatment of patients with symptomatic orthostatic hypotension.,Designated/Approved,,Treatment of symptomatic orthostatic hypotension.,9/6/1996,9/6/2003,,"Takeda Development Center Americas, Inc.",95 Hayden Avenue,,Lexington,Massachusetts,2421,United States,7585
ANTITHROMBIN III HUMAN,T0LTO7L82X,Designated/Withdrawn,Public record,63,Antithrombin III (human) concentrate IV,7/2/1985,For prophylaxis and treatment of thromboembolic episodes in patients with genetic AT-III deficiency.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,CSL Behring,1020 First Ave.,PO Box 61501,King of Prussia,Pennsylvania,19406,United States,7185
DEFIBROTIDE SODIUM,L7CHH2B2J0,Designated,Public record,64,Defibrotide,7/5/1985,Treatment of thrombotic thrombocytopenic purpura.,Designated,Not FDA Approved for Orphan Indication,,,,,Crinos International,Via Belvedere 1,,"Villa Guardia, Italy",,22079,United States,7285
HPA-23,J08H62IZC9,Designated/Withdrawn,Public record,65,ammonium 21-tungsto-9-antimoniate,7/17/1985,Treatment of acquired immunodeficiency syndrome.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Rhone-Poulenc Rorer Pharm.,500 Arcola Road,,Collegeville,Pennsylvania,19426,United States,7785
ZIDOVUDINE,4B9XT59T7S,Designated/Approved,Public record,66,zidovudine,7/17/1985,Treatment of AIDS,Designated/Approved,,Management of certain adult patients with symptomatic HIV infection (AIDS and advanced ARC) who have a history of cytologically confirmed Pneumocytis carinii pneumonia (PCP) or an absolute CD4 (T4 helper/induccer) lymphocyte count of less than 200/mm in t,3/19/1987,3/19/1994,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,27709,United States,8185
CROMOLYN SODIUM,Q2WXR1I0PK,Designated/Approved,Public record,67,Cromolyn sodium 4% ophthalmic solution,7/24/1985,Treatment of vernal keratoconjunctivitis.,Designated/Approved,,,10/3/1984,10/3/1991,,Fisons Corporation,755 Jefferson Rd.,P.O. Box 1710,Rochester,New York,14603,United States,8285
TRIMETREXATE GLUCURONATE,L137U4A79K,Designated/Withdrawn,Public record,68,Trimetrexate glucuronate,7/25/1985,Treatment of pancreatic adenocarcinoma.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Medimmune Oncology, Inc.",One MedImmune Way,,Gaithersburg,Maryland,20878,United States,8385
IFOSFAMIDE,UM20QQM95Y,Designated,Public record,69,ifosfamide,8/7/1985,Treatment of soft tissue and bone sarcomas,Designated,Not FDA Approved for Orphan Indication,,,,,Bristol-Myers Squibb Company,P.O. Box 4000,Mail Stop D12-02,Princeton,New Jersey,8543,United States,8585
PENTOSAN POLYSULFATE SODIUM,914032762Y,Designated/Approved,Public record,70,Pentosan polysulfate sodium,8/7/1985,Treatment of interstitial cystitis.,Designated/Approved,,Relief of bladder pain or discomfort associated with interstitial cystitis.,9/26/1996,9/26/2003,,Alza Corporation,950 Page Mill Rd.,PO Box 10950,Palo Alto,California,94303,United States,1784
PENTASTARCH,MOQ3RNM0SV,Designated/Approved,Public record,71,Pentastarch,8/28/1985,As an adjunct in leukapheresis to improve the harvesting and increase the yield of leukocytes by centrifugal means.,Designated/Approved,,,5/19/1987,5/19/1994,,DuPont Pharmaceuticals,E.I. Du Pont De Nemours & Co.,,Wilmington,Delaware,19880,United States,8085
ISONIAZID,V83O1VOZ8L,Designated/Approved,Public record,72,"Rifampin, isoniazid, pyrazinamide",9/12/1985,For the short-course treatment of tuberculosis.,Designated/Approved,,Short-course treatment of tuberculosis.,5/31/1994,5/31/2001,,Hoechst Marion Roussel,P.O. Box 9627,,Kansas City,Missouri,64134,United States,6585
PYRAZINAMIDE,2KNI5N06TI,Designated/Approved,Public record,72,"Rifampin, isoniazid, pyrazinamide",9/12/1985,For the short-course treatment of tuberculosis.,Designated/Approved,,Short-course treatment of tuberculosis.,5/31/1994,5/31/2001,,Hoechst Marion Roussel,P.O. Box 9627,,Kansas City,Missouri,64134,United States,6585
RIFAMPIN,VJT6J7R4TR,Designated/Approved,Public record,72,"Rifampin, isoniazid, pyrazinamide",9/12/1985,For the short-course treatment of tuberculosis.,Designated/Approved,,Short-course treatment of tuberculosis.,5/31/1994,5/31/2001,,Hoechst Marion Roussel,P.O. Box 9627,,Kansas City,Missouri,64134,United States,6585
EPOPROSTENOL,DCR9Z582X0,Designated/Approved,Public record,73,Epoprostenol,9/25/1985,Treatment of primary pulmonary hypertension.,Designated/Approved,,Long-term intravenous treatment of primary pulmonary hypertension in NYHA Class III and Class IV patients.,9/20/1995,9/20/2002,,Glaxo Wellcome Inc.,5 Moore Drive,,Research Triangle Park,North Carolina,27709,United States,8785
HYDROXOCOBALAMIN,Q40X8H422O,Designated/Withdrawn,Public record,74,Hydroxycobalamin/sodium thiosulfate,10/4/1985,Treatment of severe acute cyanide poisoning.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Hall, Alan H., M.D.",Mile 5.0 Pass Creek Road,PO Box 24,Elk Mountain,Wyoming,82324,United States,9585
SODIUM THIOSULFATE,HX1032V43M,Designated/Withdrawn,Public record,74,Hydroxycobalamin/sodium thiosulfate,10/4/1985,Treatment of severe acute cyanide poisoning.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Hall, Alan H., M.D.",Mile 5.0 Pass Creek Road,PO Box 24,Elk Mountain,Wyoming,82324,United States,9585
METHOTREXATE SODIUM,3IG1E710ZN,Designated/Approved,Public record,75,Methotrexate sodium,10/21/1985,Treatment of osteogenic sarcoma.,Designated/Approved,,For the use of high dose methotrexate with leucovorin rescue in patients with non-metastatic osteosarcoma who have undergone surgical resection or amputation for the primary tumor.,4/7/1988,4/7/1995,,Lederle Laboratories,Division of American Cyanamid Company,401 N. Middletown Road,Pearl River,New York,10965,United States,9985
GANCICLOVIR SODIUM,02L083W284,Designated/Approved/Withdrawn,Public record,76,Ganciclovir sodium,10/31/1985,Treatment of cytomegalovirus retinitis in immunocompromised patients with AIDS.,Designated/Approved/Withdrawn,,,6/23/1989,6/23/1996,,"Syntex (USA), Inc.",3401 Hillview Avenue,,Palo Alto,California,94304,United States,7985
ZINC ACETATE,FM5526K07A,Designated/Approved,Public record,78,Zinc acetate,11/6/1985,Treatment of Wilson's disease.,Designated/Approved,,For maintenance treatment of patients with Wilson's disease who have been initially treated with a chelating agent.,1/28/1997,1/28/2004,,Lemmon Company,1510 Delp Drive,,Kulpsville,Pennsylvania,19443,United States,11185
MESNA,NR7O1405Q9,Designated/Approved,Public record,79,Mesna,11/14/1985,For use as a prophylactic agent in reducing the incidence of ifosfamide-induced hemorrhagic cystitis.,Designated/Approved,,,12/30/1988,12/30/1995,,Degussa Corporation,65 Challenger Road,,Ridgefield Park,New Jersey,7660,United States,8685
TRANEXAMIC ACID,6T84R30KC1,Designated/Approved/Withdrawn,Public record,80,tranexamic acid,12/3/1985,"For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions",Designated/Approved/Withdrawn,,Treatment of patients with hemophilia for short term use (2 to 8 days) before and after tooth extraction to reduce or prevent hemorrhage abd reduce the need for replacement therapy,12/30/1986,12/30/1993,,Pharmacia Inc.,P.O. Box 16529,,Columbus,Ohio,43216,United States,8885
ALLOPURINOL RIBOSIDE,WZS8452SEC,Designated/Withdrawn,Public record,81,Allopurinol riboside,12/4/1985,1. Treatment of Chagas' disease 2. Treatment of cutaneous and visceral leishmaniasis,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Burroughs Wellcome Company,3030 Cornwallis Road,P.O. Box 12700,Research Triangle Park,North Carolina,27709,United States,10685
