# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-05-16
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr1	9997228	10016021	1p36.22	1p36.22	608604	RBP7, CRBP4	Retinol-binding protein 7	RBP7	116362	ENSG00000162444			Rbp7 (MGI:1890409)
chr1	10032958	10181239	1p36.3	1p36.22	613565	UBE4B, UFD2A, KIAA0684	Ubiquitination factor E4B	UBE4B	10277	ENSG00000130939			Ube4b (MGI:1927086)
chr1	10210570	10381603	1p36.2	1p36.22	605995	KIF1B, CMT2A, CMT2A1, NBLST1	Kinesin family member 1B	KIF1B	23095	ENSG00000054523		{Neuroblastoma, susceptibility to, 1}, 256700 (3), Autosomal dominant, Somatic mutation; Charcot-Marie-Tooth disease, type 2A1, 118210 (3), Autosomal dominant	Kif1b (MGI:108426)
chr1	10399064	10420511	1p36.2-p36.13	1p36.22	172200	PGD	6-phosphogluconate dehydrogenase	PGD	5226	ENSG00000142657			Pgd (MGI:97553)
chr1	10430433	10442808	1p36.22	1p36.22	609130	CENPS, APITD1, MHF1	Centromeric protein S	CENPS	378708	ENSG00000175279			Cenps (MGI:1917178)
chr1	10450031	10451998	1p36	1p36.22	602784	CORT	Cortistatin	CORT	1325	ENSG00000241563			Cort (MGI:109538)
chr1	10456522	10472529	1p36.3-p36.2	1p36.22	601882	DFFA, DFF1	DNA fragmentation factor, 45kD, alpha subunit	DFFA	1676	ENSG00000160049			Dffa (MGI:1196227)
chr1	10474950	10630758	1p36.2	1p36.22	601791	PEX14, PBD13A	Peroxisome biogenesis factor 14	PEX14	5195	ENSG00000142655		Peroxisome biogenesis disorder 13A (Zellweger), 614887 (3), Autosomal recessive	Pex14 (MGI:1927868)
chr1	10636604	10796646	1p36.22	1p36.22	609895	CASZ1, SRG	Castor zinc finger protein 1	CASZ1	54897	ENSG00000130940			Casz1 (MGI:1196251)
chr1	10946475	10982076	1p36.22	1p36.22	619700	C1orf127	Chromosome 1 open reading frame 127	C1orf127	148345	ENSG00000175262			Gm572 (MGI:2685418)
chr1	11012654	11030528	1p36.2	1p36.22	605078	TARDBP, TDP43, ALS10	TAR DNA-binding protein	TARDBP	23435	ENSG00000120948	pseudogenes on 2, 6, 8, 13, 20	Frontotemporal lobar degeneration, TARDBP-related, 612069 (3), Autosomal dominant; Amyotrophic lateral sclerosis 10, with or without FTD, 612069 (3), Autosomal dominant	Tardbp (MGI:2387629)
chr1	11026523	11047239	1p36.3-p36.2	1p36.22	605102	MASP2	Mannan-binding lectin serine protease 2	MASP2	10747	ENSG00000009724		MASP2 deficiency, 613791 (3), Autosomal recessive	Masp2 (MGI:1330832)
chr1	11054589	11060018	1p36-p22	1p36.22	182891	SRM, SPS1	Spermidine synthase-1	SRM	6723	ENSG00000116649	?pseudogene on 3p14-q21		Srm (MGI:102690)
chr1	11066618	11099869	1p36.22	1p36.22	605960	EXOSC10, PMSCL2	Exosome component 10	EXOSC10	5394	ENSG00000171824			Exosc10 (MGI:1355322)
chr1	11106535	11262551	1p36.2	1p36.22	601231	MTOR, FRAP1, SKS	Mechanistic target of rapamycin	MTOR	2475	ENSG00000198793		Focal cortical dysplasia, type II, somatic, 607341 (3); Smith-Kingsmore syndrome, 616638 (3), Autosomal dominant	Mtor (MGI:1928394)
chr1	11189355	11195981	1p36.22	1p36.22	618517	ANGPTL7, CDT6	Angiopoietin-like 7	ANGPTL7	10218	ENSG00000171819			Angptl7 (MGI:3605801)
chr1	11273198	11299574	1p36.3	1p36.22	611632	UBIAD1, TERE1, SCCD	UbiA prenyltransferase domain-containing protein 1	UBIAD1	29914	ENSG00000120942		Corneal dystrophy, Schnyder type, 121800 (3), Autosomal dominant	Ubiad1 (MGI:1918957)
chr1	11479155	11537551	1p36.22	1p36.22	611251	DISP3, PTCHD2, KIAA1337	Dispatched RND transporter family, member 3	DISP3	57540	ENSG00000204624			Disp3 (MGI:2444403)
chr1	11648387	11654429	1p36	1p36.22	607112	FBXO2, FBX2, FBG1, NFB42	F-box protein 2	FBXO2	26232	ENSG00000116661			Fbxo2 (MGI:2446216)
chr1	11654407	11663327	1p36.21	1p36.22	609111	FBXO44, FBX44, FBX6A, FBG3	F-box protein 44	FBXO44	93611	ENSG00000132879			Fbxo44 (MGI:1354744)
chr1	11664200	11674354	1p36.23	1p36.22	605647	FBXO6, FBX6, FBG2	F-box protein 6	FBXO6	26270	ENSG00000116663			Fbxo6 (MGI:1354743)
chr1	11674480	11691830	1p36	1p36.22	604094	MAD2L2, MAD2B, FANCV	Mitotic arrest-deficient 2 like 2	MAD2L2	10459	ENSG00000116670	mutation identified in 1 FANCV patient; pseudogene on 14q21-q23	?Fanconi anemia, complementation group V, 617243 (3), Autosomal recessive	Mad2l2 (MGI:1919140)
chr1	11686635	11725857	1p36.22	1p36.22	612682	DRAXIN, C1orf187	Dorsal inhibitory axon guidance protein	DRAXIN	374946	ENSG00000162490			Draxin (MGI:1917683)
chr1	11736136	11750769	1p36.22	1p36.22	608729	AGTRAP	Angiotensin II receptor-associated protein	AGTRAP	57085	ENSG00000177674			Agtrap (MGI:1339977)
chr1	11785723	11805964	1p36.3	1p36.22	607093	MTHFR	Methylenetetrahydrofolate reductase	MTHFR	4524	ENSG00000177000		{Vascular disease, susceptibility to} (3); Homocystinuria due to MTHFR deficiency, 236250 (3), Autosomal recessive; {Thromboembolism, susceptibility to}, 188050 (3), Autosomal dominant; {Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant; {Neural tube defects, susceptibility to}, 601634 (3), Autosomal recessive	Mthfr (MGI:106639)
chr1	11806191	11843130	1p36	1p36.22	602726	CLCN6, CONRIBA	Chloride channel 6	CLCN6	1185	ENSG00000011021		Neurodegeneration, childhood-onset, hypotonia, respiratory insufficiency and brain imaging abnormalities, 619173 (3), Autosomal dominant	Clcn6 (MGI:1347049)
chr1	11845709	11847783	1p36.2	1p36.22	108780	NPPA, PND, ANP, ATFB6, ATRST2	Natriuretic peptide precursor A	NPPA	4878	ENSG00000175206		Atrial standstill 2, 615745 (3), Autosomal recessive; Atrial fibrillation, familial, 6, 612201 (3), Autosomal dominant	Nppa (MGI:97367)
chr1	11857464	11858945	1p36.2	1p36.22	600295	NPPB, BNP	Natriuretic peptide precursor B	NPPB	4879	ENSG00000120937			Nppb (MGI:97368)
chr1	11908154	11908272	1p36.22	1p36.22	620362	RNU5E-1, RNU5E	RNA, U5E small nuclear 1	RNU5E-1	26829	ENSG00000199347			
chr1	11934717	11975537	1p36.3-p36.2	1p36.22	153454	PLOD1, LH1, LLH, EDSKCL1	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase)	PLOD1	5351	ENSG00000083444		Ehlers-Danlos syndrome, kyphoscoliotic type, 1, 225400 (3), Autosomal recessive	Plod1 (MGI:99907)
chr1	11980444	12013508	1p36.2	1p36.22	608507	MFN2, KIAA0214, CMT2A2A, HMSN6A, CMT2A2B, MSL	Mitofusin 2	MFN2	9927	ENSG00000116688		Lipomatosis, multiple symmetric, with or without peripheral neuropathy, 151800 (3), Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2A2A, 609260 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2A2B, 617087 (3), Autosomal recessive; Hereditary motor and sensory neuropathy VIA, 601152 (3), Autosomal dominant	Mfn2 (MGI:2442230)
chr1	12019498	12032045	1p36.22	1p36.22	608772	MIIP, IIP45	Migration and invasion inhibitory protein	MIIP	60672	ENSG00000116691			Miip (MGI:106506)
chr1	12063303	12144207	1p36	1p36.22	153243	TNFRSF8, CD30, D1S166E	Tumor necrosis factor receptor superfamily, member 8 (CD30 antigen; Ki-1 antigen)	TNFRSF8	943	ENSG00000120949			Tnfrsf8 (MGI:99908)
chr1	12166991	12209220	1p36.3-p36.2	1p36.22	191191	TNFRSF1B, TNFR2, TNFBR	Tumor necrosis factor receptor superfamily, member 1B	TNFRSF1B	7133	ENSG00000028137			Tnfrsf1b (MGI:1314883)
chr1	12230030	12512047	1p36.22-p36.21	1p36.22-p36.21	608877	VPS13D, SCAR4	Vacuolar protein sorting 13 homolog D	VPS13D	55187	ENSG00000048707		Spinocerebellar ataxia, autosomal recessive 4, 607317 (3), Autosomal recessive	Vps13d (MGI:2448530)
chr1	12500001	15900000	1p36.21		609918	GBD2	Gallbladder disease 2		100048905		between D1S1597 and D1S47	Gallbladder disease 2, 609918 (2)	
chr1	12567910	12618210	1p36.1	1p36.21	612830	DHRS3, RETSDR1	Short-chain dehydrogenase/reductase family, member 3	DHRS3	9249	ENSG00000162496			Dhrs3 (MGI:1315215)
chr1	13474973	13514003	1p36.21	1p36.21	615212	LRRC38	Leucine-rich repeat-containing protein 38	LRRC38	126755	ENSG00000162494			Lrrc38 (MGI:2442845)
chr1	13583757	13617957	1p36.21	1p36.21	608863	PDPN, TI1A, T1A2, GP36, OTS8, AGGRUS	Podoplanin	PDPN	10630	ENSG00000162493			Pdpn (MGI:103098)
chr1	13700188	13825079	1p36	1p36.21	601196	PRDM2, RIZ	PR domain-containing protein 2 (retinoblastoma protein-binding zinc-finger protein RIZ)	PRDM2	7799	ENSG00000116731			Prdm2 (MGI:107628)
chr1	13892824	15118043	1p36.21	1p36.21	618301	KAZN	Kazrin, periplakin-interacting protein	KAZN	23254	ENSG00000189337			Kazn (MGI:1918779)
chr1	15409888	15430339	1p36.21	1p36.21	616450	EFHD2, SWS1	EF-hand domain family, member D2	EFHD2	79180	ENSG00000142634			Efhd2 (MGI:106504)
chr1	15438443	15449242	1p36.21	1p36.21	601405	CTRC, CLCR	Chymotrypsin	CTRC	11330	ENSG00000162438		{Pancreatitis, chronic, susceptibility to}, 167800 (3), Autosomal dominant	Ctrc (MGI:1923951)
chr1	15456732	15472091	1p36.2	1p36.21	609443	CELA2A, ELA2A, AOMS4	Chymotrypsin-like elastase family, member 2A	CELA2A	63036	ENSG00000142615		Abdominal obesity-metabolic syndrome 4, 618620 (3), Autosomal dominant	Cela2a (MGI:95316)
chr1	15476104	15491395	1p36.2	1p36.21	609444	CELA2B, ELA2B	Chymotrypsin-like elastase family, member 2B	CELA2B	51032	ENSG00000215704			Cela2a (MGI:95316)
chr1	15491401	15524912	1p36.3-p36.1	1p36.21	602234	CASP9, APAF3	Caspase 9, apoptosis-related cysteine protease	CASP9	842	ENSG00000132906			Casp9 (MGI:1277950)
chr1	15526848	15571733	1p36.21	1p36.21	619973	DNAJC16, ERDJ8, KIAA0962	DNAJ/HSP40 heat-shock protein family, member C16	DNAJC16	23341	ENSG00000116138			Dnajc16 (MGI:2442146)
chr1	15571699	15585051	1p36.21	1p36.21	617887	AGMAT, AUH	Agmatinase	AGMAT	79814	ENSG00000116771			Agmat (MGI:1923236)
chr1	15659713	15662033	1p36.1	1p36.21	601966	RSC1A1, RS1	Regulatory solute carrier protein, family 1, member 1	RSC1A1	6248	ENSG00000215695			Rsc1a1 (MGI:3526447)
chr1	15681506	15734769	1p36.21	1p36.21	609613	PLEKHM2, SKIP, KIAA0842	Pleckstrin homology domain-containing protein, family M, member 2	PLEKHM2	23207	ENSG00000116786			Plekhm2 (MGI:1916832)
chr1	15736258	15741392	1p36.21	1p36.21	610817	SLC25A34	Solute carrier family 25, member 34	SLC25A34	284723	ENSG00000162461			Slc25a34 (MGI:2686215)
chr1	15756638	15786589	1p36.13	1p36.21	607747	FBLIM1, FBLP1, MIGFILIN	Filamin-binding LIM protein 1	FBLIM1	54751	ENSG00000162458			Fblim1 (MGI:1921452)
chr1	15847707	15940456	1p36.13	1p36.21-p36.13	613484	SPEN, MINT, SHARP, HIAA0929, RATARS	Spen family transcriptional repressor	SPEN	23013	ENSG00000065526		Radio-Tartaglia syndrome, 619312 (3), Autosomal dominant	Spen (MGI:1891706)
chr1	15900001	39600000	1p36.13-p34.3		609122	ANIB3	Aneurysm, intracranial berry, 3		497657			Aneurysm, intracranial berry, 3, 609122 (2), Autosomal dominant	
chr1	15900001	39600000	1p36.13-p34.3		616055	EA8	Episodic ataxia, type 8		104326187		between rs2743201 and rs215791	Episodic ataxia, type 8, 616055 (2), Autosomal dominant	
chr1	15900001	34300000	1p36.1-p35		601201	MEMO1	Methylation modifier for class I HLA		7795				
chr1	15941869	15976101	1p36.2-p36.1	1p36.13	604084	ZBTB17, ZNF151, MIZ1	Zinc finger- and BTB domain-containing protein 17	ZBTB17	7709	ENSG00000116809			Zbtb17 (MGI:107410)
chr1	16004236	16008807	1p36.13	1p36.13	619448	SRARP, ERRF, C1orf64	Steroid receptor-associated and -regulated protein	SRARP	149563	ENSG00000183888			Srarp (MGI:2685540)
chr1	16014029	16019594	1p36.23-p34.3	1p36.13	610692	HSPB7, CVHSP	Heat-shock 27kD protein 7	HSPB7	27129	ENSG00000173641			Hspb7 (MGI:1352494)
chr1	16022036	16034050	1p36	1p36.13	602024	CLCNKA	Chloride channel, kidney, A	CLCNKA	1187	ENSG00000186510	11kb from CLCNKB; simultaneous mutation in CLCNKA and CLCNKB	Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive	Clcnka,Clcnkb (MGI:1329026,MGI:1930643)
chr1	16043782	16057326	1p36	1p36.13	602023	CLCNKB	Chloride channel, kidney, B	CLCNKB	1188	ENSG00000184908	unequal crossingover with CLCNKA	Bartter syndrome, type 3, 607364 (3), Autosomal recessive; Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive	Clcnka,Clcnkb (MGI:1329026,MGI:1930643)
chr1	16124337	16156069	1p36.1	1p36.13	176946	EPHA2, ECK, CTPP1, CTPA, ARCC2, CTRCT6	Ephrin receptor EphA2	EPHA2	1969	ENSG00000142627		Cataract 6, multiple types, 116600 (3), Autosomal dominant	Epha2 (MGI:95278)
chr1	16197854	16212652	1p36.13	1p36.13	612496	ARHGEF19, WGEF	RHO guanine nucleotide exchange factor 19	ARHGEF19	128272	ENSG00000142632			Arhgef19 (MGI:1925912)
chr1	16231692	16237183	1p36.1	1p36.13	620487	CPLANE2, RSG1	Ciliogenesis and planar polarity effector complex, subunit 2	CPLANE2	79363	ENSG00000132881			Cplane2 (MGI:1923416)
chr1	16246840	16352480	1p36.23-p36.11	1p36.13	609109	FBXO42, FBX42, KIAA1332	F-box protein 42	FBXO42	54455	ENSG00000037637			Fbxo42 (MGI:1924992)
chr1	16367242	16398145	1p36.13	1p36.13	620682	SZRD1, C1orf144	SUZ RNA-binding domain-containing protein 1	SZRD1	26099	ENSG00000055070			Szrd1 (MGI:1098672)
chr1	16440724	16460078	1p36.13	1p36.13	611624	NECAP2	NECAP endocytosis-associated protein 2	NECAP2	55707	ENSG00000157191			Necap2 (MGI:1913397)
chr1	16545939	16546009	1p36.13	1p36.13	189911	TRG-CCC1-1, TRNAG1, TRG1	tRNA glycine 1 (anticodon CCC) 1-1	TRG-CCC1-1	7195				
chr1	16562423	16613564	1p36.2	1p36.13	610501	NBPF1, KIAA1693	Neuroblastoma breakpoint family, member 1	NBPF1	55672	ENSG00000219481	pseudogenes on 3 and 5		
chr1	16740516	16740679	1p36.3	1p36.13	180680	RNU1A, RNU1	RNA, U1A small nuclear	RNU1-4	6060	ENSG00000207389	?same as A12M2		
chr1	16872583	16872654	1p36	1p36.13	180640	TRE-TTC3-1, TRNAE1, TRNE, TRE	tRNA glutamic acid (anticodon TTC) 3-1	TRE-TTC3-1	7193				
chr1	16914085	16972964	1p36.11	1p36.13	615776	CROCC, ROOTLETIN, KIAA0445	Ciliary rootlet coiled-coil protein	CROCC	9696	ENSG00000058453			Crocc (MGI:3529431)
chr1	16974502	16981583	1p36.1-p35	1p36.13	156790	MFAP2, MAGP, MAGP1	Microfibrillar-associated protein-2	MFAP2	4237	ENSG00000117122			Mfap2 (MGI:99559)
chr1	16985958	17011928	1p36	1p36.13	610513	ATP13A2, PARK9, KRPPD, SPG78	ATPase 13A2	ATP13A2	23400	ENSG00000159363	mutation identified in 1 family with CLN12	Spastic paraplegia 78, autosomal recessive, 617225 (3), Autosomal recessive; Kufor-Rakeb syndrome, 606693 (3), Autosomal recessive	Atp13a2 (MGI:1922022)
chr1	17018722	17054032	1p36.1-p35	1p36.13	185470	SDHB, SDH2, SDHIP, PPGL4, MC2DN4	Succinate dehydrogenase complex, iron-sulfur subunit B	SDHB	6390	ENSG00000117118	1 of 2 polypeptides	Pheochromocytoma/paraganglioma syndrome 4, 115310 (3), Autosomal dominant; Mitochondrial complex II deficiency, nuclear type 4, 619224 (3), Autosomal recessive; Gastrointestinal stromal tumor, 606764 (3), Autosomal dominant, Isolated cases; Paraganglioma and gastric stromal sarcoma, 606864 (3)	Sdhb (MGI:1914930)
chr1	17066761	17119451	1p36.13	1p36.13	607935	PADI2	Peptidylarginine deiminase, type II	PADI2	11240	ENSG00000117115			Padi2 (MGI:1338892)
chr1	17205128	17246007	1p36.13	1p36.13	607934	PADI1	Peptidylarginine deiminase, type I	PADI1	29943	ENSG00000142623			Padi1 (MGI:1338893)
chr1	17249098	17284233	1p36.13	1p36.13	606755	PADI3, UHS1	Peptidylarginine deiminase, type III	PADI3	51702	ENSG00000142619		Uncombable hair syndrome, 191480 (3), Autosomal recessive	Padi3 (MGI:1338891)
chr1	17308197	17364004	1p36.13	1p36.13	605347	PADI4, PADI5, PAD	Peptidylarginine deiminase, type IV	PADI4	23569	ENSG00000159339			Padi4 (MGI:1338898)
chr1	17372196	17401699	1p36.13	1p36.13	610363	PADI6, OZEMA16	Peptidylarginine deiminase, type VI	PADI6	353238	ENSG00000276747		Oocyte/zygote/embryo maturation arrest 16, 617234 (3), Autosomal recessive	Padi6 (MGI:2655198)
chr1	17406760	17439677	1p36.13	1p36.13	609587	RCC2, KIAA1470	Regulator of chromosome condensation 2	RCC2	55920	ENSG00000179051			Rcc2 (MGI:1919784)
chr1	17513435	17697875	1p36.13	1p36.13	612494	ARHGEF10L, GRINCHGEF, KIAA1626	RHO guanine nucleotide exchange factor 10-like protein	ARHGEF10L	55160	ENSG00000074964			Arhgef10l (MGI:1920004)
chr1	18630846	18748866	1p36.2-p36.12	1p36.13	167410	PAX7, RMS2, CMYP19	Paired box gene 7	PAX7	5081	ENSG00000009709	fused with FKHR in rhabdomyosarcoma	Congenital myopathy 19, 618578 (3), Autosomal recessive; Rhabdomyosarcoma 2, alveolar, 268220 (3), Somatic mutation	Pax7 (MGI:97491)
chr1	18839599	18859660	1p36	1p36.13	606226	TAS1R2, T1R2	Taste receptor type 1, member 2	TAS1R2	80834	ENSG00000179002			Tas1r2 (MGI:1933546)
chr1	18871430	18902555	1p36	1p36.13	606811	ALDH4A1, ALDH4, P5CDH	Aldehyde dehydrogenase 4 family, member A1 (delta-1-pyrroline 5-carboxylate dehydrogenase)	ALDH4A1	8659	ENSG00000159423		Hyperprolinemia, type II, 239510 (3), Autosomal recessive	Aldh4a1 (MGI:2443883)
chr1	19074510	19210266	1p36.13	1p36.13	609890	UBR4, ZUBR1, RBAF600, KIAA1307	Ubiquitin protein ligase E3 component n-recognin 4	UBR4	23352	ENSG00000127481			Ubr4 (MGI:1916366)
chr1	19215660	19251524	1p36.13	1p36.13	616846	EMC1, KIAA0090, CAVIPMR	Endoplasmic reticulum membrane protein complex, subunit 1	EMC1	23065	ENSG00000127463		Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875 (3), Autosomal recessive	Emc1 (MGI:2443696)
chr1	19251805	19260128	1p36.13	1p36.13	620476	MRTO4, MRT4	MRT4 homolog, ribosome maturation factor	MRTO4	51154	ENSG00000053372			Mrto4,Mrto4-ps1,Mrto4-ps2 (MGI:1917152,MGI:3644169,MGI:3779507)
chr1	19265982	19274122	1p36.13	1p36.13	608478	AKR7A4, AFAR3	Aldo-keto reductase family 7, member A4	AKR7L	246181	ENSG00000211454			Akr7a5 (MGI:107796)
chr1	19274229	19288770	1p36.13	1p36.13	608477	AKR7A3, AFAR2	Aldo-keto reductase family 7, member A3	AKR7A3	22977	ENSG00000162482			Akr7a5 (MGI:107796)
chr1	19302708	19312146	1p36.13	1p36.13	603418	AKR7A2, AKR7, AFAR	Aldo-keto reductase family 7, member A2	AKR7A2	8574	ENSG00000053371	pseudogenes on Xq25 and 1p12		Akr7a5 (MGI:107796)
chr1	19312326	19334463	1p36.13	1p36.13	614760	SLC66A2, PQLC2	Solute carrier family 66 member 1	SLC66A1	54896	ENSG00000040487			Slc66a1 (MGI:2384837)
chr1	19338775	19485539	1p36.1	1p36.13	601572	CAPZB, CAPPB	Capping protein (actin filament) muscle Z-line, beta	CAPZB	832	ENSG00000077549			Capzb (MGI:104652)
chr1	19596979	19629820	1p36.13	1p36.13	616574	MICOS10, MINOS1, MIO10, MIC10	Mitochondrial contact site and cristae organizing system, 10kD subunit	MICOS10	440574	ENSG00000173436			Micos10 (MGI:1913628)
chr1	19643229	19658452	1p36.13-p36.11	1p36.13	600613	D1S1733E, DAN	Differential-screening-selected gene aberrant in neuroblastoma	NBL1	4681	ENSG00000158747	aberrant in some neuroblastomas		Nbl1 (MGI:104591)
chr1	19664875	19680966	1p36-p35	1p36.13	601109	HTR6	5-hydroxytryptamine (serotonin) receptor-6	HTR6	3362	ENSG00000158748			Htr6 (MGI:1196627)
chr1	19814029	19815283	1p36.13	1p36.13	617163	RNF186	Ring finger protein 186	RNF186	54546	ENSG00000178828			Rnf186 (MGI:1914075)
chr1	19882395	19912945	1p36.13	1p36.13	611758	OTUD3, KIAA0459	OTU domain-containing protein 3	OTUD3	23252	ENSG00000169914			Otud3 (MGI:1920412)
chr1	19920009	19923617	1p36	1p36.13	618320	PLA2G2E	Secretory phospholipase A2, group IIE	PLA2G2E	30814	ENSG00000188784			Pla2g2e (MGI:1349660)
chr1	19975431	19980434	1p35	1p36.13	172411	PLA2G2A, PLA2B, PLA2L, MOM1	Phospholipase A2, group IIA, platelets, synovial fluid	PLA2G2A	5320	ENSG00000188257	germline mutation identified in 1 CRC patient	{?Colorectal cancer, susceptibility to}, 114500 (3), Autosomal dominant, Somatic mutation	Pla2g2a (MGI:104642)
chr1	20028408	20091911	1p36-p34	1p36.13	601192	PLA2G5, FRFB	Phospholipase A2, group V	PLA2G5	5322	ENSG00000127472		[Fleck retina, familial benign], 228980 (3), Autosomal recessive	Pla2g5 (MGI:101899)
chr1	20100001	23600000	1p36.12		612957	B6QTL1	Vitamin B6 plasma level QTL 1		100302718		associated with rs4654748	{Vitamin B6 plasma level QTL 1}, 612957 (2)	
chr1	20100001	34300000	1p36.12-p35.1		612627	BFIS4, BFIC4	Seizures, benign familial infantile, 4		100271922		between D1S2864 and D1S2830	Seizures, benign familial infantile, 4, 612627 (2)	
chr1	20111939	20119536	1p36.12	1p36.12	605630	PLA2G2D, SPLASH	Phospholipase A2, group IID	PLA2G2D	26279	ENSG00000117215			Pla2g2d (MGI:1341796)
chr1	20139323	20150381	1p35	1p36.12	616793	PLA2G2F	Phospholipase A2, group IIf	PLA2G2F	64600	ENSG00000158786			Pla2g2f (MGI:1349661)
chr1	20183331	20196050	1p36.12	1p36.12	616783	UBXN10	UBX domain protein 10	UBXN10	127733	ENSG00000162543			Ubxn10 (MGI:2443123)
chr1	20482391	20486210	1p36.12	1p36.12	614986	CAMK2N1	Calcium/calmodulin-dependent protein kinase II inhibitor 1	CAMK2N1	55450	ENSG00000162545			Camk2n1 (MGI:1913509)
chr1	20499448	20508151	1p36.12	1p36.12	612037	MUL1, MULAN, C1orf166	Mitochondrial ubiquitin ligase activator of NFKB1	MUL1	79594	ENSG00000090432			Mul1 (MGI:1915600)
chr1	20589097	20618903	1p36.2-p35	1p36.12	123920	CDA	Cytidine deaminase	CDA	978	ENSG00000158825			Cda (MGI:1919519)
chr1	20633458	20651511	1p36	1p36.12	608309	PINK1, PARK6	PTEN-induced putative kinase 1	PINK1	65018	ENSG00000158828		Parkinson disease 6, early onset, 605909 (3), Autosomal recessive	Pink1 (MGI:1916193)
chr1	20651777	20661369	1p36.1	1p36.12	602202	DDOST, OST, OST48, CDG1R	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	DDOST	1650	ENSG00000244038		Congenital disorder of glycosylation, type Ir, 614507 (3), Autosomal recessive	Ddost (MGI:1194508)
chr1	20661630	20718007	1p36.12	1p36.12	605037	KIF17, KIAA1405	Kinesin family member 17	KIF17	57576	ENSG00000117245			Kif17 (MGI:1098229)
chr1	20740266	20787307	1p36.12	1p36.12	616072	HP1BP3, HP1BP74	Heterochromatin protein 1-binding protein 3	HP1BP3	50809	ENSG00000127483			Hp1bp3 (MGI:109369)
chr1	20806292	21176897	1p36.12	1p36.12	603929	EIF4G3, EIF4GII	Eukaryotic translation initiation factor 4-gamma, 3	EIF4G3	8672	ENSG00000075151			Eif4g3 (MGI:1923935)
chr1	21217250	21345504	1p36.1	1p36.12	600423	ECE1	Endothelin converting enzyme 1	ECE1	1889	ENSG00000117298	mutation identified in 1 HCAD patient	{Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial; ?Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3), Autosomal dominant	Ece1 (MGI:1101357)
