n.org_name,Country,zip_code,state,County,city
"""UNIVERSITY OF NEBRASKA LINCOLN""",United States,68503,Nebraska,Lancaster County,Lincoln
"""EAST CAROLINA UNIVERSITY""",United States,27834,North Carolina,Pitt County,Greenville
"""UNIVERSITY OF IDAHO""",United States,83844,Idaho,Latah County,Moscow
"""IIT RESEARCH INSTITUTE""",,,,,
"""BAYLOR COLLEGE OF DENTISTRY""",,,,,
"""NORTH CAROLINA STATE UNIVERSITY RALEIGH""",United States,27695,North Carolina,Wake County,Raleigh
"""MAGEE-WOMEN'S HOSPITAL OF UPMC""",,,,,
"""NEW YORK STATE PSYCHIATRIC INSTITUTE""",United States,10962,New York,Rockland County,Town of Orangetown
"""CHILDREN'S HOSPITAL &RES CTR AT OAKLAND""",,,,,
"""MERCER UNIVERSITY MACON""",United States,31204,Georgia,Bibb County,Macon
"""MOLECULAR DIAGNOSTIC SYSTEMS, INC.""",,,,,
"""PROGENICS, INC.""",,,,,
"""HUMAGEN INCORPORATED""",,,,,
"""CENTOCOR, INC.""",,,,,
"""CYPRESS BIOSCIENCE, INC.""",,,,,
"""OTSUKA ELECTRONICS, USA""",,,,,
"""NIMBUS, INC.""",,,,,
"""ESA, INC.""",,,,,
"""INTERNATIONAL BIOMEDICS, INC.""",,,,,
"""DELAWARE STATE UNIVERSITY""",United States,19904,Delaware,Kent County,Dover
"""NORTHERN ARIZONA UNIVERSITY""",United States,86011,Arizona,Coconino County,Flagstaff
"""ST. VINCENT'S HOSP &MED CTR NEW YORK""",,,,,
"""WILLIAM BEAUMONT HOSPITAL""",United States,48085,Michigan,Macomb County,Troy
"""INGALLS MEMORIAL HOSPITAL""",United States,60426,Illinois,Cook County,Thornton Township
"""SEATTLE CHILDREN'S HOSPITAL""",United States,98105,Washington,King County,Seattle
"""UNIVERSITY OF PUERTO RICO MED SCIENCES""",,,,,
"""U.S. WALTER REED ARMY MED CENTER""",,,,,
"""MCGILL UNIVERSITY""",Canada,H3A 2B1,Québec,Montréal (région administrative),Agglomération de Montréal
"""MONTREAL CHILDREN'S HOSPITAL""",Canada,H4A 3J1,Québec,Montréal (région administrative),Agglomération de Montréal
"""ONTARIO CANCER INSTITUTE""",Canada,K7L 2N7,Ontario,Eastern Ontario,Kingston
"""SEMA, INC.""",,,,,
"""GENELABS TECHNOLOGIES, INC.""",,,,,
"""BIONETICS RESEARCH, INC.""",,,,,
"""BIOMEDICAL RESEARCH LABORATORY, INC.""",,,,,
"""UNIVERSITY OF THE WEST INDIES""",Jamaica,Kingston 7,Surrey County,Saint Andrew,Mona
"""UNIVERSITY OF GHANA""",Ghana,GM-009-1681,Greater Accra Region,Ayawaso West Municipal District,Accra
"""MICROBIOLOGICAL ASSOCIATES""",,,,,
"""GENESYS RESEARCH, INC.""",,,,,
"""MICROANALYTIC RESEARCH, INC.""",,,,,
"""ALCOHOL ABUSE AND ALCOHOLISM""",,,,,
"""AGING""",United States,94945,California,Marin County,Novato
"""NIAID EXTRAMURAL ACTIVITIES""",,,,,
"""ARTHRITIS, DIABETES, DIGESTIVE &KID DIS""",,,,,
"""CANCER BIOLOGY AND DIAGNOSIS""",,,,,
"""CLINICAL CENTER""",United States,02120,Massachusetts,Suffolk County,Boston
"""CANCER TREATMENT""",United States,60099,Illinois,Lake County,Zion
"""CANCER EPIDEMIOLOGY AND GENETICS""",,,,,
"""DENTAL &CRANIOFACIAL  RESEARCH""",,,,,
"""ENVIRONMENTAL HEALTH SCIENCES""",United States,30602,Georgia,Athens-Clarke County,Athens-Clarke County Unified Government
"""NATIONAL EYE INSTITUTE""",Pilipinas,1781,Metro Manila,Southern Manila District,Muntinlupa
"""CHILD HEALTH AND HUMAN DEVELOPMENT""",,,,,
"""HEART, LUNG, AND BLOOD INSTITUTE""",,,,,
"""NATIONAL INSTITUTE OF MENTAL HEALTH""",India,560030,Karnataka,Bengaluru Urban,Bangalore South
"""NEUROLOGICAL DISORDERS AND STROKE""",,,,,
"""CHILDREN'S HOSP PITTSBURGH/UPMC HLTH SYS""",,,,,
"""UNIVERSITY OF CALIF-LOS ALAMOS NAT LAB""",,,,,
"""ATLANTA UNIVERSITY CENTER""",United States,30314,Georgia,Fulton County,Atlanta
"""TUSKEGEE UNIVERSITY""",United States,36088,Alabama,Macon County,Tuskegee
"""RESEARCH SERVICES""",Canada,Ontario,Region of Waterloo,Wilmot,Waterloo Region Emergency Services Training and Research Complex
"""WASHINGTON STATE DEPART SOC/HLTH SRVS""",,,,,
"""CONNECTICUT STATE DEPT OF PUBLIC HEALTH""",,,,,
"""MASSACHUSETTS ST OFF/HLTH &HUMAN SRVS""",,,,,
"""CITY OF PHILADELPHIA PUBLIC HEALTH DEPT""",,,,,
"""BALTIMORE CITY HEALTH DEPARTMENT""",United States,21202,Maryland,Baltimore,Jonestown
"""DISTRICT OF COLUMBIA DEPT OF HUMAN SRVS""",,,,,
"""WEST VIRGINIA STATE DEPT HLTH/HUMAN RSCS""",,,,,
"""PENNSYLVANIA STATE DEPT OF HEALTH""",,,,,
"""VIRGINIA STATE DEPT OF HEALTH""",,,,,
"""TENNESSEE STATE DEPARTMENT OF HEALTH""",,,,,
"""ALABAMA STATE DEPT OF PUBLIC HEALTH""",,,,,
"""GEORGIA STATE DEPT OF HUMAN RESOURCES""",,,,,
"""CABINET FOR HEALTH AND FAMILY SERVICES""",United States,42728,Kentucky,Adair County,Columbia
"""FLORIDA STATE DEPARTMENT OF HEALTH""",,,,,
"""CHICAGO DEPARTMENT OF PUBLIC HEALTH""",,,,,
"""WISCONSIN STATE DEPT OF HLTH/FAMILY SVC""",,,,,
"""MICHIGAN STATE DEPT OF PUBLIC HEALTH""",,,,,
"""MINNESOTA STATE DEPT OF HEALTH""",,,,,
"""OHIO STATE DEPARTMENT OF HEALTH""",,,,,
"""DETROIT DEPT/ HEALTH / WELLNES PROMOTION""",,,,,
"""NEW MEXICO STATE DEPARTMENT OF HEALTH""",,,,,
"""LOUISIANA STATE DEPT OF HLTH &HOSPITALS""",,,,,
"""OKLAHOMA STATE DEPARTMENT OF HEALTH""",United States,73104,Oklahoma,Oklahoma County,Oklahoma City
"""TEXAS STATE DEPT OF HEALTH SERVICES""",United States,78756,Texas,Travis County,Austin
"""MISSOURI STATE DEPT OF SOCIAL SERVICES""",,,,,
"""COLORADO STATE DEPT/PUB HLTH &ENVIRONMT""",,,,,
"""LOS ANGELES COUNTY HEALTH SERVICES DEPT""",United States,99039,California,Los Angeles County,Los Angeles
"""ARIZONA STATE DEPARTMENT OF HLTH SRVCS""",,,,,
"""CALIFORNIA STATE HEALTH/HUMAN SRVS AGCY""",,,,,
"""GUAM DEPARTMENT OF PUBLIC HEALTH-SOC SVC""",,,,,
"""SAN DIEGO COUNTY HLTH &HUMAN SRVS DEPT""",,,,,
"""BATTELLE MEMORIAL INSTITUTE""",United States,43201,Ohio,Franklin County,Columbus
"""WRIGHT STATE UNIVERSITY""",United States,45435,Ohio,Greene County,Dayton
"""UNIVERSITY OF TEXAS HLTH CTR AT TYLER""",,,,,
"""KENNEDY KRIEGER CHILDRENS HOSPITAL""",United States,21211,Maryland,Baltimore,Park Heights
"""UNIVERSITY OF THE STATE OF NEW YORK""",United States,12222,New York,Albany County,City of Albany
"""SOUTHERN ILLINOIS UNIVERSITY SCH OF MED""",,,,,
"""LONG BEACH MEMORIAL MEDICAL CENTER""",United States,90806,California,Long Beach,Willowville
"""CHAPMAN UNIVERSITY""",United States,92866,California,Orange County,Orange
"""ST. VINCENT HOSPITAL (WORCESTER, MA)""",United States,01608,Massachusetts,Worcester County,Worcester
"""BARBARA ANN KARMANOS CANCER INSTITUTE""",,,,,
"""HENRY M. JACKSON FDN FOR THE ADV MIL/MED""",,,,,
"""NATIONAL DEVELOPMENT &RES INSTITUTES""",,,,,
"""ST. LUKE'S ROOSEVELT HOSP CTR (NEW YORK)""",,,,,
"""SAN DIEGO STATE UNIVERSITY""",United States,92182,California,San Diego,Del Cerro
"""COLLABORATIVE RESEARCH, INC.""",,,,,
"""UNIVERSITY OF HOUSTON""",United States,77004,Texas,Harris County,Houston
"""OAKLAND UNIVERSITY""",United States,48326,Michigan,Oakland County,Rochester
"""OPEN UNIVERSITY""",United Kingdom,MK7 7AJ,England,City of Milton Keynes,Milton Keynes
"""QUEENS COLLEGE""",United Kingdom,CB3 9ET,England,Cambridgeshire and Peterborough,Cambridgeshire
"""WEIZMANN INSTITUTE OF SCIENCE""",ישראל,7670609,מחוז המרכז,נפת רחובות,רחובות
"""MAHIDOL UNIVERSITY""",ประเทศไทย,73170,จังหวัดนครปฐม,ท่าตลาด,คลองโยง
"""ST. ELIZABETH'S MEDICAL CENTER OF BOSTON""",United States,02135,Massachusetts,Suffolk County,Boston
"""EASTERN VIRGINIA MEDICAL SCHOOL""",United States,23507,Virginia,Norfolk,Ghent
"""ST. JOSEPH'S HOSP/MED CTR (PHOENIX)""",,,,,
"""BECKMAN RES INST OF THE CITY OF HOPE""",,,,,
"""MCMASTER UNIVERSITY""",Canada,L8S 3L8,Ontario,Golden Horseshoe,Hamilton
"""AMERICAN CLEFT PALATE ASSOCIATION""",,,,,
"""NEW YORK ACADEMY OF SCIENCES""",United States,10025,New York,City of New York,New York County
"""IDAHO STATE UNIVERSITY""",United States,83209,Idaho,Bannock County,Pocatello
"""WABASH COLLEGE""",United States,47933,Indiana,Montgomery County,Crawfordsville
"""EAST TENNESSEE STATE UNIVERSITY""",United States,37614,Tennessee,East Tennessee,Washington County
"""HERBERT H. LEHMAN COLLEGE""",,,,,
"""WASHBURN UNIVERSITY""",United States,66621,Kansas,Shawnee County,Topeka
"""UNIVERSITY OF TEXAS ARLINGTON""",United States,76013,Texas,Tarrant County,Arlington
"""TEXAS STATE UNIVERSITY-SAN MARCOS""",United States,78666,Texas,Hays County,San Marcos
"""CALIFORNIA STATE UNIVERSITY LOS ANGELES""",United States,90032,California,Los Angeles County,Los Angeles
"""UNIVERSITY OF ARKANSAS AT FAYETTEVILLE""",,,,,
"""LAHEY CLINIC""",United States,01805,Massachusetts,Middlesex County,Burlington
"""MONOCLONAL SERVICES LABORATORY""",,,,,
"""PROBE-TEK, INC.""",,,,,
"""PROTOS CORPORATION""",,,,,
"""SURMODICS, INC.""",,,,,
"""BIOQUAL, INC.""",,,,,
"""SYNTRO CORPORATION""",,,,,
"""ANVER BIOSCIENCE DESIGN, INC.""",,,,,
"""OSI PHARMACEUTICALS, INC.""",,,,,
"""CYTOGEN CORPORATION""",,,,,
"""HEALTHGENICS, INC.""",,,,,
"""INTEGRATED IONICS, INC.""",,,,,
"""PGE TECHNOLOGY, INC.""",,,,,
"""GENETICS INSTITUTE, INC.""",,,,,
"""THERASONICS, INC.""",,,,,
"""BIOMEDICAL RESEARCH, INC.""",,,,,
"""GEOMED, INC.""",,,,,
"""PONCE SCHOOL OF MEDICINE""",United States,00734,Puerto Rico,Ponce,Playa
"""MEDICAL BIOLOGY INSTITUTE""",Singapore,138648,Singapore,Southwest,Queenstown
"""TEXAS COLLEGE OF OSTEOPATHIC MEDICINE""",United States,77301,Texas,Montgomery County,Conroe
"""NEW ENGLAND DEACONESS HOSPITAL""",,,,,
"""BETH ISRAEL MEDICAL CTR (NEW YORK)""",United States,10003,New York,City of New York,New York County
"""RIBI IMMUNOCHEM RESEARCH, INC.""",,,,,
"""CARIBBEAN EPIDEMIOLOGY CENTER""",,,,,
"""AMERICAN BIOGENICS CORPORATION""",,,,,
"""GUAM MEMORIAL HOSPITAL""",United States,96540,Guam,Tamuning Municipality,Hagåtña
"""GENZYME CORPORATION""",,,,,
"""ARTHRITIS, MUSCULOSKELETAL, SKIN DIS""",,,,,
"""CANCER PREVENTION AND CONTROL""",,,,,
"""DIABETES, DIGESTIVE, KIDNEY DISEASES""",,,,,
"""PUBLIC HEALTH SERVICES""",United States,95354,California,Stanislaus County,Modesto
"""PUERTO RICO DEPARTMENT OF HEALTH""",,,,,
"""MARYLAND STATE DEPT OF HLTH/MTL HYGIENE""",,,,,
"""DELAWARE STATE DEPT OF HLTH &SOC SRVS""",,,,,
"""SOUTH CAROLINA STATE DEPT OF HLTH/ENV""",,,,,
"""MISSISSIPPI STATE DEPARTMENT OF HEALTH""",,,,,
"""ILLINOIS STATE DEPT OF PUBLIC HEALTH""",,,,,
"""INDIANA STATE DEPARTMENT OF HEALTH""",,,,,
"""CITY OF HOUSTON""",United States,Minnesota,Houston County,Houston,City of Houston
"""HAWAII STATE DEPARTMENT OF HEALTH""",United States,96843,Hawaii,Honolulu County,Honolulu
"""J. DAVID GLADSTONE INSTITUTES""",United States,94158,California,San Francisco,Mission Bay
"""CHILDREN'S HOSPITAL (BUFFALO)""",United States,14203,New York,Erie County,Buffalo
"""REHABILITATION INSTITUTE OF CHICAGO""",United States,60611,Illinois,Cook County,Chicago
"""FATHER FLANAGAN'S BOYS'HOME""",,,,,
"""CINCINNATI VA MEDICAL CENTER RESEARCH""",,,,,
"""GEORGIA STATE UNIVERSITY""",United States,30303,Georgia,Fulton County,Atlanta
"""GEISINGER MEDICAL CENTER""",United States,17822,Pennsylvania,Montour County,Danville
"""FREE UNIVERSITY OF BRUSSELS""",,,,,
"""RANCHO LOS AMIGOS MEDICAL CENTER""",,,,,
"""SEATTLE BIOMEDICAL RESEARCH INSTITUTE""",,,,,
"""ILLINOIS COLLEGE OF OPTOMETRY""",United States,60616,Illinois,Cook County,Chicago
"""BRANDEIS UNIVERSITY""",United States,02453,Massachusetts,Middlesex County,Waltham
"""FOUNDATION FOR BLOOD RESEARCH""",,,,,
"""UTAH STATE UNIVERSITY""",United States,84322,Utah,Cache County,North Logan
"""APPALACHIAN STATE UNIVERSITY""",United States,28608,North Carolina,Watauga County,Boone
"""LOYOLA UNIVERSITY OF CHICAGO""",United States,60660,Illinois,Cook County,Rogers Park Township
"""HEALTH RESEARCH BOARD""",Éire / Ireland,D02 HD59,Leinster,County Dublin,Dublin
"""COLD SPRING HARBOR LABORATORY""",United States,11724,New York,Nassau County,Town of Oyster Bay
"""CYSTIC FIBROSIS FOUNDATION""",,,,,
"""KALAMAZOO COLLEGE""",United States,49006,Michigan,Kalamazoo County,Kalamazoo
"""SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA""",United States,17257,Pennsylvania,Cumberland County,Shippensburg Township
"""SOUTHEAST MISSOURI STATE UNIVERSITY""",United States,63703,Missouri,Cape Girardeau County,Cape Girardeau
"""UNIVERSITY OF MICHIGAN AT DEARBORN""",,,,,
"""WHEATON COLLEGE""",United States,60187,Illinois,DuPage County,Wheaton
"""DES MOINES UNIV OSTEOPATHIC MEDICAL CTR""",,,,,
"""CHICAGO COLLEGE OF OSTEOPATHIC MEDICINE""",,,,,
"""EASTERN ILLINOIS UNIVERSITY""",United States,61920,Illinois,Coles County,Charleston
"""U.S. DEPT/VETS AFFAIRS MED CTR(WOOD)""",,,,,
"""OKLAHOMA STATE UNIVERSITY STILLWATER""",United States,Oklahoma,Payne County,Stillwater,Oklahoma State University
"""GOOD SAMARITAN HOSP &MED CTR(PRTLND,OR)""",,,,,
"""PRAXIS BIOLOGICS, INC.""",,,,,
"""NUCLEAR MEDICINE, INC.""",,,,,
"""CANCER PREVENTION INSTITUTE""",,,,,
"""STRATAGENE""",,,,,
"""ROCKY MOUNTAIN RESEARCH, INC.""",,,,,
"""BIOMAGNETIC TECHNOLOGIES, INC.""",,,,,
"""ULTRATHERMICS, INC.""",,,,,
"""ABIOMED, INC.""",,,,,
"""UNIVERSITY OF MIAMI CORAL GABLES""",United States,33124,Florida,Miami-Dade County,Coral Gables
"""ERASMUS UNIVERSITY OF ROTTERDAM""",,,,,
"""U.S. PHS PUBLIC ADVISORY GROUPS""",,,,,
"""ILLINOIS CANCER CENTER""",United States,60540,Illinois,DuPage County,Naperville Township
"""LAVAL HOSPITAL""",France,53000,France métropolitaine,Pays de la Loire,Mayenne
"""HAZLETON GOVERNMENT SERVICES DIVISION""",,,,,
"""MICROBIOLOGICAL ASSOCIATES, INC.""",,,,,
"""COMPUTER RESEARCH AND TECHNOLOGY""",India,673635,Kerala,Malappuram,Tirurangadi
"""MALLORY INSTITUTE OF PATHOLOGY""",,,,,
"""UNIVERSITY OF MINNESOTA DULUTH""",United States,55812,Minnesota,Saint Louis County,Duluth
"""XAVIER UNIVERSITY OF LOUISIANA""",United States,70135,Louisiana,Orleans Parish,New Orleans
"""JACKSON STATE UNIVERSITY""",United States,39203,Mississippi,Hinds County,Jackson
"""NATIONAL HEMOPHILIA FOUNDATION""",,,,,
"""BURKE REHABILITATION CTR (WHITE PLNS,NY)""",,,,,
"""A.T. STILL UNIVERSITY OF HEALTH SCIENCES""",,,,,
"""UNIVERSITY OF MASSACHUSETTS BOSTON""",United States,02125,Massachusetts,Suffolk County,Boston
"""COLUMBUS HOSPITAL (GREAT FALLS, MT)""",United States,59401,Montana,Cascade County,Great Falls
"""MICHAEL REESE HOSPITAL""",United States,Illinois,Cook County,Chicago,Former Michael Reese Hospital
"""BAXTER HEALTHCARE CORPORATION""",United States,00654,Puerto Rico,Jayuya,Jayuya Abajo
"""CYTEL CORPORATION""",,,,,
"""MOUNT SINAI MEDICAL CENTER (MIAMI BEACH)""",United States,33140,Florida,Miami-Dade County,Miami Beach
"""EYE AND EAR INSTITUTE OF PITTSBURGH""",,,,,
"""UNIVERSITY OF BUENOS AIRES""",Argentina,7000,Buenos Aires,Partido de Tandil,Tandil
"""TENNESSEE TECHNOLOGICAL UNIVERSITY""",United States,38505,Tennessee,Middle Tennessee,Putnam County
"""INSTITUTE FOR CANCER PREVENTION""",,,,,
"""UNIVERSITY OF WISCONSIN EAU CLAIRE""",United States,54701,Wisconsin,Eau Claire County,Eau Claire
"""DUQUESNE UNIVERSITY""",United States,15219,Pennsylvania,Allegheny County,Pittsburgh
"""VASSAR COLLEGE""",United States,12603,New York,Dutchess County,Town of Poughkeepsie
"""RICE UNIVERSITY""",United States,77005,Texas,Harris County,Houston
"""UNIVERSITY OF MILAN""",Italia,Lombardia,Milano,Municipio 3,Campus Piazza Leonardo
"""WADSWORTH CENTER""",United States,12208,New York,Albany County,City of Albany
"""RUTGERS THE STATE UNIV OF NJ CAMDEN""",,,,,
"""CATHOLIC UNIVERSITY OF AMERICA""",United States,20064,District of Columbia,Washington,Ward 5
"""STATE UNIVERSITY NEW YORK BINGHAMTON""",United States,13902,New York,Broome County,City of Binghamton
"""LOS ANGELES COUNTY-UNIV OF S CAL MED CTR""",,,,,
"""FEDERATION OF AMER SOC FOR EXPER BIOLOGY""",,,,,
"""SOCIETY FOR NEUROSCIENCE""",,,,,
"""MIDDLEBURY COLLEGE""",United States,05753,Vermont,Addison County,Middlebury
"""GEORGIA SOUTHWESTERN STATE UNIVERSITY""",United States,31709,Georgia,Sumter County,Americus
"""UNIVERSITY OF AKRON""",United States,44304,Ohio,Summit County,Akron
"""STEPHENS COLLEGE""",United States,65216,Missouri,Boone County,Columbia Township
"""CALIFORNIA STATE UNIVERSITY LONG BEACH""",United States,90840,California,Long Beach,Los Altos
"""CALIFORNIA STATE UNIVERSITY CHICO""",United States,95929,California,Butte County,Chico
"""UNIVERSITY OF WISCONSIN MILWAUKEE""",United States,53211,Wisconsin,Milwaukee County,Milwaukee
"""OHIO COLLEGE OF PODIATRIC MEDICINE""",United States,44131,Ohio,Cuyahoga County,Independence
"""CTR FOR MOLECULAR MEDICINE/IMMUNOLOGY""",,,,,
"""UNIVERSITY OF TOLEDO""",United States,43606,Ohio,Lucas County,Toledo
"""CBR LABORATORIES, INC.""",,,,,
"""AGOURON PHARMACEUTICALS, INC.""",,,,,
"""DIAMEDIX CORPORATION""",,,,,
"""LIPOGEN, INC.""",,,,,
"""BIO DIAGNOSTICS, LTD""",,,,,
"""IDEC PHARMACEUTICALS CORPORATION""",,,,,
"""PHARMINGEN""",,,,,
"""LASERGENICS CORPORATION""",,,,,
"""AGRIDYNE TECHNOLOGIES, INC.""",,,,,
"""MASON COMPANY""",United Kingdom,E15 2GW,England,Greater London,London
"""SEPRACOR, INC.""",,,,,
"""DELTA SOFTWARE""",,,,,
"""PHARMOS CORPORATION""",,,,,
"""CAMBRIDGE NEUROSCIENCE""",,,,,
"""HEALTH DESIGNS, INC.""",,,,,
"""NOVARTIS VACCINES AND DIAGNOSTICS, INC.""",,,,,
"""STRATAGENE CLONING SYSTEMS""",,,,,
"""LKC TECHNOLOGIES, INC.""",,,,,
"""NEAR INFRARED MONITORING, INC. (NIM)""",,,,,
"""UNIVERSITY OF ARKANSAS AT PINE BLUFF""",United States,71601,Arkansas,Jefferson County,Uapb Farm Road
"""UNIVERSITY OF PR CAYEY UNIVERSITY COLL""",,,,,
"""CHILDREN'S MEMORIAL HOSPITAL (CHICAGO)""",,,,,
"""SCOTT AND WHITE MEMORIAL HOSPITAL""",United States,76508,Texas,Bell County,Temple
"""CTRC RESEARCH FOUNDATION""",,,,,
"""AMGEN, INC.""",,,,,
"""GOTEBORG UNIVERSITY""",,,,,
"""BIOTECH RESEARCH LABORATORIES, INC.""",,,,,
"""SMITH-KETTLEWELL EYE RESEARCH INSTITUTE""",United States,94115,California,San Francisco,Pacific Heights
"""CLINI-THERM CORPORATION""",,,,,
"""KVM TECHNOLOGIES, INC.""",,,,,
"""NEW YORK STATE CNCL FOR MTL HYGIENE PLNG""",,,,,
"""U.S. NATIONAL EYE INSTITUTE""",,,,,
"""ERNEST GALLO CLINIC AND RESEARCH CENTER""",,,,,
"""SCRIPPS RESEARCH INSTITUTE""",United States,92037,California,San Diego,Torrey Pines
"""UNIVERSITY OF MISSISSIPPI""",United States,38677,Mississippi,Lafayette County,Oxford
"""SYSTEMIX, INC.""",,,,,
"""JOHN MUIR MEMORIAL HOSP (WALNUT CRK, CA)""",,,,,
"""TAMPA BAY RESEARCH INSTITUTE""",,,,,
"""OCHSNER CLINIC FOUNDATION""",,,,,
"""ST. LUKE'S-ROOSEVELT INST FOR HLTH SCIS""",,,,,
"""ADIRONDACK BIOMEDICAL RESEARCH INSTITUTE""",,,,,
"""CALIFORNIA INSTITUTE OF BIOLOGICAL RES""",,,,,
"""BOSTON COLLEGE""",United States,02135,Massachusetts,Suffolk County,Boston
"""MOUNT SINAI HOSPITAL (TORONTO)""",Canada,M5S 3M2,Ontario,Golden Horseshoe,Toronto
"""BAYLOR UNIVERSITY""",United States,76706,Texas,McLennan County,Waco
"""SPECIALTY LABORATORIES, INC.""",,,,,
"""LUND UNIVERSITY""",Sverige,221 00,Skåne län,Lunds kommun,Lund
"""TUFTS-NEW ENGLAND MEDICAL CENTER""",,,,,
"""SHANGHAI CANCER INSTITUTE""",,,,,
"""UNIVERSITY OF THE PACIFIC-SAN FRANCISCO""",,,,,
"""SPINA BIFIDA ASSOCIATION""",United States,15015,Pennsylvania,Allegheny County,Marshall Township
"""UNIVERSITY OF NEW HAMPSHIRE""",United States,03824,New Hampshire,Strafford County,Durham
"""MIDWESTERN UNIVERSITY""",United States,60515,Illinois,DuPage County,Downers Grove
"""BRYN MAWR COLLEGE""",United States,19085,Pennsylvania,Montgomery County,Lower Merion Township
"""UNIVERSITY OF THE SCIENCES PHILADELPHIA""",United States,19143,Pennsylvania,Philadelphia County,Philadelphia
"""COLLEGE OF CHARLESTON""",United States,29424,South Carolina,Charleston County,Charleston
"""MINNESOTA STATE UNIVERSITY MOORHEAD""",United States,56563,Minnesota,Clay County,Moorhead
"""HUNTER COLLEGE""",United States,10065,New York,City of New York,New York County
"""DON AND SYBIL HARRINGTON CANCER CENTER""",,,,,
"""DIGENE DIAGNOSTICS, INC.""",,,,,
"""MC CANN ASSOCIATES, INC.""",,,,,
"""LABORATORY FOR CLINICAL INVESTIGATION""",,,,,
"""NEUREX CORPORATION""",,,,,
"""CHRONOMED, INC.""",,,,,
"""METAMETRICS, INC.""",,,,,
"""OREAD LABORATORIES, INC.""",,,,,
"""MMTC, INC.""",,,,,
"""SYNERGEN, INC.""",,,,,
"""UNIVERSITY MEDICAL ASSOCIATES""",United States,68134,Nebraska,Douglas County,Omaha
"""POLYCLONAL SERA LABS, INC.""",,,,,
"""HIPPLE CANCER RESEARCH CORPORATION""",,,,,
"""MOLECULAR PROBES, INC.""",,,,,
"""EVANSTON HOSPITAL""",United States,60201,Illinois,Cook County,Evanston Township
"""THERION BIOLOGICS CORPORATION""",,,,,
"""CHILDREN'S HOSPITAL OF DENVER""",United States,80218,Colorado,Denver,City Park West
"""MOREHOUSE SCHOOL OF MEDICINE""",United States,30310,Georgia,Fulton County,Atlanta
"""BIOTECH RESEARCH LABORATORIES""",,,,,
"""THERACEL CORPORATION""",,,,,
"""TBC RESEARCH LABORATORIES""",,,,,
"""GROUP OPERATIONS, INC.""",,,,,
