researcher,C.Cluster_ID,L.Aff_FIPS
"EMAMI, KIARASH, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"VEASEY, SIGRID C, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"PLANET, PAUL J, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"GOLDMAN, YALE E, @institution: UNIVERSITY OF PENNSYLVANIA",1,42101
"GLICKSON, JERRY D, @institution: UNIVERSITY OF PENNSYLVANIA",1,42101
"GOLDMAN, MITCHELL J, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"PERANTEAU, WILLIAM H., @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"DIRIENZO, JOSEPH M., @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"MARCUS, CAROLE L, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"ALBELDA, STEVEN MARK, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"UITTO, JOUNI, @institution: THOMAS JEFFERSON UNIVERSITY",2,42101
", @institution: THOMAS JEFFERSON UNIVERSITY",2,42101
"BATES, PAUL F, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"HABER, BARBARA ANNE, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"BALLARD, PHILIP L., @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"LOOMES, KATHLEEN MARY, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"FISHER, KRISHNA, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"ASCH, DAVID A, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"MURRAY, RICHARD K, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"ENGELHARDT, JOHN F, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"GREENE, JENNIFER LYNN, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"KOHLI, RAHUL MANU, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"CURTIS, PETER J, @institution: WISTAR INSTITUTE",1,42101
"RAPER, STEVEN EUGENE, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"RAFFINI, LESLIE J, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
", @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
", @institution: CHILDREN'S HOSP OF PHILADELPHIA",1,42101
"KELLY, ANDREA BRIDGET, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"RICKELS, MICHAEL, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
", @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"RIZI, RAHIM R, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"WILSON, JAMES M, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"WILSON, JAMES M, @institution: UNIVERSITY OF PENNSYLVANIA",5,42101
"STALLINGS, VIRGINIA A., @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"STALLINGS, VIRGINIA A., @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",5,42101
"PYERITZ, REED E, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"na, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"ROBINSON, CYNTHIA B, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"SHEIKH, SABA, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"SANKAR, PAMELA L, @institution: UNIVERSITY OF PENNSYLVANIA",1,42101
"KAZAZIAN, HAIG H., @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"MULBERG, ANDREW E, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"HALLOWS, KENNETH R, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"GEWITZ, MICHAEL H, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",5,42101
"HUGHES, JOSEPH, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"KLEYMAN, THOMAS R., @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"MITCHELL, CLAIRE H, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"SKACH, WILLIAM R, @institution: UNIVERSITY OF PENNSYLVANIA",1,42101
"SKACH, WILLIAM R, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"FLOMENBERG, PHYLLIS R, @institution: THOMAS JEFFERSON UNIVERSITY",2,42101
"PALANKI, ROHAN, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"RUBENSTEIN, RONALD C, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"WOLFE, JOHN H, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"LI, LIN Z, @institution: UNIVERSITY OF PENNSYLVANIA",1,42101
"ZUCKERMAN, JONATHAN B, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"MCGRATH-MORROW, SHARON ANN, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"YOUNG, LISA R., @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"STANLEY, CHARLES ALFRED, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"COOPERMAN, BARRY S., @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"REENSTRA, WILLIAM W, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"YANG, GUOLIANG, @institution: DREXEL UNIVERSITY",2,42101
"RUBENSTEIN, RONALD C, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"SHASHATY, MICHAEL G. S., @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"HOFLEY, PAM, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"GONCZOL, EVA, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"GLICK, MARY C, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"MILLER, VICTORIA ALLISON, @institution: CHILDREN'S HOSP OF PHILADELPHIA",2,42101
"DEMATTEO, RONALD P, @institution: UNIVERSITY OF PENNSYLVANIA",5,42101
"na, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"JOHNSTON, JULIE, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"JANMEY, PAUL A, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"VOYNOW, JUDITH A, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"LIMBERIS, MARIA P., @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"SCANLIN, THOMAS F, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"HONG, GINA, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"MASCARENHAS, MARIA, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"TAZELAAR, JOHN, @institution: UNIVERSITY OF PENNSYLVANIA",2,42101
"MALLER, ERIC S, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",2,42101
"MALLER, ERIC S, @institution: CHILDREN'S HOSPITAL OF PHILADELPHIA",5,42101
"GRAFF, GAVIN R, @institution: PENNSYLVANIA STATE UNIVERSITY",2,42027
"VENDER, ROBERT L., @institution: PENNSYLVANIA STATE UNIVERSITY",2,42027
"O'BRIEN, EDWARD PATRICK, @institution: PENNSYLVANIA STATE UNIVERSITY-UNIV PARK",2,42027
", @institution: PENNSYLVANIA STATE UNIVERSITY-UNIV PARK",2,42027
"NG, DAVIS T.W., @institution: PENNSYLVANIA STATE UNIVERSITY-UNIV PARK",2,42027
"HARDISON, ROSS C, @institution: PENNSYLVANIA STATE UNIVERSITY-UNIV PARK",2,42027
"HAYWARD, MARK D., @institution: PENNSYLVANIA STATE UNIVERSITY-UNIV PARK",1,42027
"HAN, OKHEE, @institution: PENNSYLVANIA STATE UNIVERSITY-UNIV PARK",2,42027
"GERARD, CRAIG J., @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"HOFFMAN, CHARLES S., @institution: BOSTON COLLEGE",2,25025
"ANAST, CONSTANTINE S., @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"SCHAEFERS, MATTHEW M, @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"MULBERG, ANDREW E, @institution: TUFTS UNIVERSITY BOSTON",2,25025
"WALLMAN, DANIEL J., @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"na, @institution: TUFTS MEDICAL CENTER",2,25025
"LORY, STEPHEN, @institution: HARVARD MEDICAL SCHOOL",2,25025
"OAKLEY, F, @institution: CLINICAL CENTER",2,25025
"MOSKOWITZ, SAMUEL M, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"EICHACKER, P, @institution: CLINICAL CENTER",2,25025
"DORKIN, HENRY, @institution: TUFTS MEDICAL CENTER",2,25025
"MOSTOSLAVSKY, GUSTAVO, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"ROBINSON, WALTER M, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"HAVER, KENAN, @institution: TUFTS MEDICAL CENTER",2,25025
"MITCHISON, TIMOTHY J, @institution: HARVARD UNIVERSITY",2,25025
"HENRY, ISAAC, @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"HUSSAIN, ZESHAN M, @institution: HARVARD MEDICAL SCHOOL",2,25025
"FRENKEL, ERICA SHAPIRO, @institution: HARVARD MEDICAL SCHOOL",2,25025
"KOOCHER, GERALD P, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"CHEN, IRENE A, @institution: HARVARD UNIVERSITY",2,25025
"ABRAHAM, EDWARD H, @institution: HARVARD UNIVERSITY",2,25025
"LEVY, HARA, @institution: CHILDREN'S HOSPITAL BOSTON",5,25025
"LEVY, HARA, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"PUTMAN, MELISSA SUSAN, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"HALES, CHARLES A, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"ENGLER, HD, @institution: CLINICAL CENTER",2,25025
"MCEWAN, DEBORAH LYN, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"MACARTHUR, DANIEL G, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"NILES, RICHARD M., @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"SHEILS, CATHERINE, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"GEHA, RAIF S, @institution: CHILDREN'S HOSPITAL BOSTON",5,25025
"HIBBERD, PATRICIA L, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"PRESTON, MICHAEL J, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"SAHIN-TOTH, MIKLOS, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"BASAN, MARKUS THOMAS, @institution: HARVARD MEDICAL SCHOOL",2,25025
"SUNDEL, ROBERT, @institution: CHILDREN'S HOSPITAL BOSTON",5,25025
"SUNDEL, ROBERT, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"SKVIRSKY, RACHEL, @institution: UNIVERSITY OF MASSACHUSETTS BOSTON",2,25025
"CANNON, CAROLYN LOUISE, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"BRENNAN-KROHN, THEA, @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"PENNINGTON, JAMES E, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"WALTZ, DAVID A, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"FEIG, LARRY, @institution: TUFTS UNIVERSITY BOSTON",1,25025
"DOVEY, MARK, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"PUTMAN, MELISSA SUSAN, @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"MATSCHULAT, ADELINE MARIE, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"RIBBECK, KATHARINA, @institution: HARVARD UNIVERSITY",2,25025
"DUGGAN, CHRISTOPHER P, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"DUGGAN, CHRISTOPHER P, @institution: CHILDREN'S HOSPITAL BOSTON",5,25025
"SAWICKI, GREGORY S, @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"GOLDBERG, JOANNA B., @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"KOCHER, OLIVIER N, @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"WOHL, MARY E, @institution: CHILDREN'S HOSPITAL BOSTON",5,25025
"WOHL, MARY E, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"SCHEELE, GEORGE A, @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"PARAD, RICHARD B, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"LANE, ELIZABETH, @institution: HARVARD MEDICAL SCHOOL",2,25025
"GORDON, CATHERINE M, @institution: CHILDREN'S HOSPITAL BOSTON",5,25025
"na, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"DOVE, SIMON L, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"DOVE, SIMON L, @institution: CHILDREN'S HOSPITAL BOSTON",1,25025
"SILVERMAN, LEWIS B, @institution: DANA-FARBER CANCER INSTITUTE",2,25025
"GUGGINO, WILLIAM B., @institution: NORTHEASTERN UNIVERSITY",2,25025
"MERKEL, PETER A, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"LEVINE, S, @institution: CLINICAL CENTER",2,25025
"MARKETON, MELANIE, @institution: TUFTS UNIVERSITY BOSTON",2,25025
", @institution: TUFTS UNIVERSITY BOSTON",2,25025
"RAHME, LAURENCE G, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"TALAMO, BARBARA, @institution: TUFTS UNIVERSITY BOSTON",1,25025
", @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"DOVE, SIMON L, @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"na, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"SPIRO, ROBERT G, @institution: JOSLIN DIABETES CENTER",1,25025
"PARAD, RICHARD B, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"LADIAS, JOHN A.A., @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"SHERWOOD, RICHARD I, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"SHARMA, NIRMAL S, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"CANTIELLO, HORACIO F, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"BENENSON, YAAKOV, @institution: HARVARD UNIVERSITY",2,25025
"VAKOC, BENJAMIN JAMES, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"MERKEL, PETER A, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"MERKEL, PETER A, @institution: MASSACHUSETTS GENERAL HOSPITAL",5,25025
"MURRAY, ANDREW W, @institution: HARVARD UNIVERSITY",2,25025
"MAZUMDAR, MAITREYI, @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"MATTHEWS, JEFFREY B., @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"VACANTI, JOSEPH P, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"PARKOS, CHARLES A, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"PRIEBE, GREGORY P, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"HURLEY, BRYAN P, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
", @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"STOSSEL, THOMAS PETER, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"PERALTA, ERNEST G, @institution: HARVARD UNIVERSITY",2,25025
"HUMMELS, KATHERINE RUTH, @institution: HARVARD MEDICAL SCHOOL",2,25025
"KISHONY, ROY, @institution: HARVARD UNIVERSITY",2,25025
", @institution: HARVARD UNIVERSITY",2,25025
"WANG, RUOBING, @institution: BOSTON CHILDREN'S HOSPITAL",1,25025
"WANG, RUOBING, @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"VARELAS, XARALABOS, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"KRONFORST, MARCUS R, @institution: HARVARD UNIVERSITY",2,25025
"MCKEON, FRANK D., @institution: HARVARD MEDICAL SCHOOL",2,25025
"PIER, GERALD B, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"PIER, GERALD B, @institution: BRIGHAM AND WOMEN'S HOSPITAL",1,25025
"KANE, ANNE VIRGINIA, @institution: TUFTS MEDICAL CENTER",1,25025
"KOTTON, DARRELL N., @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
", @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"CAREY, MARTIN CONRAD, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"DUGGAN, CHRISTOPHER P, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"BRENNER, LAURA N, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
", @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"JEFFERSON, DOUGLAS M., @institution: TUFTS MEDICAL CENTER",2,25025
"RUIZ-OPAZO, NELSON, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"HIBBERD, PATRICIA L, @institution: TUFTS MEDICAL CENTER",2,25025
"LAPEY, ALLEN, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"LAPEY, ALLEN, @institution: MASSACHUSETTS GENERAL HOSPITAL",5,25025
"KOCHER, OLIVIER N., @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"GRAY, MARK, @institution: TUFTS UNIVERSITY BOSTON",2,25025
"CATALTEPE, SULE, @institution: CHILDREN'S HOSPITAL BOSTON",1,25025
"VENEGAS, JOSE G, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"HULL, LELAND, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"SHELHAMER, J H, @institution: CLINICAL CENTER",2,25025
"OWEN, CAROLINE A, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"HERRERA, VICTORIA L, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"SHELHAMER, J, @institution: CLINICAL CENTER",2,25025
"WECHSLER, MICHAEL E, @institution: BRIGHAM AND WOMEN'S HOSPITAL",2,25025
"ORDONEZ, CLAUDIA, @institution: CHILDREN'S HOSPITAL BOSTON",2,25025
"ORDONEZ, CLAUDIA, @institution: CHILDREN'S HOSPITAL BOSTON",5,25025
"BRETON, SYLVIE, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"RAPOPORT, TOM A, @institution: HARVARD MEDICAL SCHOOL",2,25025
"YUKI, KOICHI, @institution: BOSTON CHILDREN'S HOSPITAL",2,25025
"FREEDMAN, STEVEN DAVID, @institution: BETH ISRAEL DEACONESS MEDICAL CENTER",2,25025
"LEWIS, KIM, @institution: NORTHEASTERN UNIVERSITY",2,25025
"NATHAN, DAVID G., @institution: CHILDREN'S HOSPITAL BOSTON",1,25025
", @institution: HARVARD MEDICAL SCHOOL",2,25025
"HARRINGTON, JOHN T, @institution: TUFTS MEDICAL CENTER",1,25025
"KISHONY, ROY, @institution: HARVARD MEDICAL SCHOOL",2,25025
"MEKALANOS, JOHN JOSEPH, @institution: HARVARD MEDICAL SCHOOL",2,25025
"RAJAGOPAL, JAYARAJ, @institution: MASSACHUSETTS GENERAL HOSPITAL",2,25025
"PLAUT, ANDREW GEORGE, @institution: TUFTS MEDICAL CENTER",2,25025
"HAWKINS, FINN, @institution: BOSTON UNIVERSITY MEDICAL CAMPUS",2,25025
"CHAKRABORTY, SRIRUPA, @institution: NORTHEASTERN UNIVERSITY",2,25025
"QUINTON, PAUL M, @institution: UNIVERSITY OF CALIFORNIA RIVERSIDE",2,06065
"SCHILLER, NEAL L, @institution: UNIVERSITY OF CALIFORNIA RIVERSIDE",2,06065
"GATZEVA-TOPALOVA, PETIA ZVEZDANOVA, @institution: UNIVERSITY OF COLORADO",2,08013
"SOUSA, MARCELO C., @institution: UNIVERSITY OF COLORADO",2,08013
"COOPER, DAN M, @institution: UNIVERSITY OF CALIFORNIA-IRVINE",2,06059
"RADOM-AIZIK, SHLOMIT, @institution: UNIVERSITY OF CALIFORNIA-IRVINE",2,06059
", @institution: UNIVERSITY OF CALIFORNIA-IRVINE",2,06059
"WHITE, STEPHEN H., @institution: UNIVERSITY OF CALIFORNIA-IRVINE",2,06059
"SIRYAPORN, ALBERT, @institution: UNIVERSITY OF CALIFORNIA-IRVINE",2,06059
"YU, CLARE C, @institution: UNIVERSITY OF CALIFORNIA-IRVINE",2,06059
"CAHALAN, MICHAEL D, @institution: UNIVERSITY OF CALIFORNIA IRVINE",2,06059
"MILEDI, RICARDO MILEDI, @institution: UNIVERSITY OF CALIFORNIA IRVINE",2,06059
"SOLOWAY, PAUL D, @institution: ROSWELL PARK CANCER INSTITUTE",2,36029
"CRANE, JOHN K., @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",2,36029
"REDDY, MOLAKALA S, @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",2,36029
"IKONOMOU, LAERTIS, @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",2,36029
"HUNTER, RYAN COULSON, @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",2,36029
", @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",1,36029
"SUTTON, MARK D., @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",1,36029
"MILLARD, SUSAN L, @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",5,36029
"DI CIOCCIO, RICHARD A, @institution: ROSWELL PARK CANCER INSTITUTE",2,36029
"LEVINE, MICHAEL S., @institution: STATE UNIVERSITY OF NEW YORK AT BUFFALO",2,36029
", @institution: CEDARS-SINAI MEDICAL CENTER",2,06037
"ISENBERG, J NEVIN, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",5,06037
"BURGENER, ELIZABETH BENDIG, @institution: CHILDREN'S HOSPITAL OF LOS ANGELES",2,06037
"LIPPE, BARBARA M, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",5,06037
"LAWSON, MICHAEL R, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"SAHIN-TOTH, MIKLOS, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"KRASNE, SALLY J, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"BERINGER, PAUL, @institution: UNIVERSITY OF SOUTHERN CALIFORNIA",2,06037
"JORTH, PETER ALLAN, @institution: CEDARS-SINAI MEDICAL CENTER",2,06037
"BOWMAN, MICHAEL J, @institution: UNIVERSITY OF SOUTHERN CALIFORNIA",2,06037
"ROSENTHAL, JOSHUA J.C., @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",1,06037
"COLE, ALEXANDER M, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
", @institution: UNIVERSITY OF SOUTHERN CALIFORNIA",2,06037
"BENSMAN, TIMOTHY JAY, @institution: UNIVERSITY OF SOUTHERN CALIFORNIA",2,06037
"WANG, KASPER SAONUN, @institution: CHILDREN'S HOSPITAL OF LOS ANGELES",2,06037
", @institution: CHILDREN'S HOSPITAL OF LOS ANGELES",2,06037
"FOX, CHARLES F, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"RYAN, AMY LEANNE, @institution: UNIVERSITY OF SOUTHERN CALIFORNIA",2,06037
"PAINE, MICHAEL LANSDELL, @institution: UNIVERSITY OF SOUTHERN CALIFORNIA",2,06037
"O'TOOLE, GEORGE A., @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"WONG, GERARD C, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"EMAMINEJAD, SAM, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"SANKARARAMAN, SRIRAM, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"MILLA, CARLOS, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"KABACK, HOWARD RONALD, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"GRODY, WAYNE, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"KAUNITZ, JONATHAN D., @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"BOWIE, JAMES U, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"LEHRER, ROBERT IRVING, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"CHIANG, NAIHAO, @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"SANDERSON, MICHAEL J., @institution: UNIVERSITY OF CALIFORNIA LOS ANGELES",2,06037
"NAREN, ANJAPARAVANDA P, @institution: CEDARS-SINAI MEDICAL CENTER",2,06037
"BOWMAN, C MICHAEL, @institution: UNIVERSITY OF SOUTHERN CALIFORNIA",2,06037
"SVENDSEN, CLIVE NIELS, @institution: CEDARS-SINAI MEDICAL CENTER",2,06037
"MARCHAND, VALERIE, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",1,45019
"SPICER, SAMUEL S., @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",5,45019
"SPICER, SAMUEL S, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",5,45019
", @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"DAVIES, CHRISTOPHER, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"SPICER, SMAUEL S, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",5,45019
"MALCOLM, ROBERT JAMES, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"WESTPHAL, MILTON C., @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",5,45019
"ZHANG, YONG-MEI, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"VIRELLA-LOWELL, ISABEL L, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"FUDENBERG, H. HUGH, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",1,45019
"BAATZ, JOHN E, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"MARGOLIUS, HARRY S, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"SENS, DONALD A, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",1,45019
"SENS, DONALD A, @institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA",2,45019
"LIOU, THEODORE G, @institution: UNIVERSITY OF UTAH",2,49035
"HOIDAL, JOHN R, @institution: UNIVERSITY OF UTAH",2,49035
"HILLS, RONALD DAVID, @institution: UNIVERSITY OF UTAH",2,49035
"HARDIN, DANA SUE, @institution: UNIVERSITY OF UTAH",2,49035
"NIELSON, DENNIS W, @institution: UNIVERSITY OF UTAH",2,49035
"LIOU, THEODORE GEH-LU, @institution: UNIVERSITY OF UTAH",2,49035
"OWEN, CAROLINE A, @institution: UNIVERSITY OF UTAH",2,49035
"RAINIER, JON D, @institution: UNIVERSITY OF UTAH",2,49035
"RAINIER, JON D, @institution: UNIVERSITY OF UTAH",1,49035
"na, @institution: UNIVERSITY OF UTAH",2,49035
", @institution: UNIVERSITY OF UTAH",2,49035
